"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2018-19","Cobb County","Riverside Intermediate School","Teachers","Total",101,59,58
"2018-19","Cobb County","Riverside Primary School","Leaders","High Poverty",2,0,0
"2018-19","Cobb County","Riverside Primary School","Teachers","High Poverty",46,23,50
"2018-19","Cobb County","Riverside Primary School","Teachers","Total",46,23,50
"2018-19","Cobb County","Rocky Mount Elementary School","Leaders","High Poverty",2,0,0
"2018-19","Cobb County","Rocky Mount Elementary School","Teachers","Low Poverty",38.5,11.5,30
"2018-19","Cobb County","Rocky Mount Elementary School","Teachers","Total",38.5,11.5,30
"2018-19","Cobb County","Russell Elementary School","Leaders","Not Applicable",2,0,0
"2018-19","Cobb County","Russell Elementary School","Teachers","Total",53,29,55
"2018-19","Cobb County","Sanders Elementary School","Leaders","High Poverty",2,1,50
"2018-19","Cobb County","Sanders Elementary School","Teachers","Total",53.5,16.5,31
"2018-19","Cobb County","Sedalia Park Elementary School","Leaders","Not Applicable",3,2,67
"2018-19","Cobb County","Sedalia Park Elementary School","Teachers","Total",59.5,36.5,61
"2018-19","Cobb County","Shallowford Falls Elementary School","Leaders","High Poverty",2,0,0
"2018-19","Cobb County","Shallowford Falls Elementary School","Teachers","Low Poverty",54.5,25,46
"2018-19","Cobb County","Shallowford Falls Elementary School","Teachers","Total",54.5,25,46
"2018-19","Cobb County","Simpson Middle School","Leaders","Low Poverty",2.8,0,0
"2018-19","Cobb County","Simpson Middle School","Teachers","Low Poverty",57.5,26,45
"2018-19","Cobb County","Simpson Middle School","Teachers","Total",57.5,26,45
"2018-19","Cobb County","Smitha Middle School","Leaders","Not Applicable",4.3,1,24
"2018-19","Cobb County","Smitha Middle School","Teachers","Total",74.5,35.5,48
"2018-19","Cobb County","Smyrna Elementary School","Leaders","Not Applicable",3,1,33
"2018-19","Cobb County","Smyrna Elementary School","Teachers","Total",72.5,31.5,43
"2018-19","Cobb County","Sope Creek Elementary School","Leaders","Not Applicable",3,2,67
"2018-19","Cobb County","Sope Creek Elementary School","Teachers","Low Poverty",75,25,33
"2018-19","Cobb County","Sope Creek Elementary School","Teachers","Total",75,25,33
"2018-19","Cobb County","South Cobb High School","Leaders","Not Applicable",7,3.3,46
"2018-19","Cobb County","South Cobb High School","Teachers","Total",157.7,86.7,55
"2018-19","Cobb County","Sprayberry High School","Leaders","Not Applicable",5,2,40
"2018-19","Cobb County","Sprayberry High School","Teachers","Low Poverty",150.2,96.2,64
"2018-19","Cobb County","Sprayberry High School","Teachers","Total",150.2,96.2,64
"2018-19","Cobb County","Still Elementary School","Leaders","Low Poverty",2,1,50
"2018-19","Cobb County","Still Elementary School","Teachers","Low Poverty",55.5,19.5,35
"2018-19","Cobb County","Still Elementary School","Teachers","Total",55.5,19.5,35
"2018-19","Cobb County","Tapp Middle School","Leaders","Not Applicable",3.3,1.5,46
"2018-19","Cobb County","Tapp Middle School","Teachers","Total",53.5,24.5,46
"2018-19","Cobb County","Teasley Elementary School","Leaders","Low Poverty",3,1,33
"2018-19","Cobb County","Teasley Elementary School","Teachers","Low Poverty",66.7,39.7,60
"2018-19","Cobb County","Teasley Elementary School","Teachers","Total",66.7,39.7,60
"2018-19","Cobb County","Timber Ridge Elementary School","Leaders","Low Poverty",2,1.5,75
"2018-19","Cobb County","Timber Ridge Elementary School","Teachers","Low Poverty",40,13,33
"2018-19","Cobb County","Timber Ridge Elementary School","Teachers","Total",40,13,33
"2018-19","Cobb County","Tritt Elementary School","Leaders","Low Poverty",2.8,0,0
"2018-19","Cobb County","Tritt Elementary School","Teachers","Low Poverty",61,15.5,25
"2018-19","Cobb County","Tritt Elementary School","Teachers","Total",61,15.5,25
"2018-19","Cobb County","Varner Elementary School","Leaders","Not Applicable",2,1,50
"2018-19","Cobb County","Varner Elementary School","Teachers","Total",55.5,22,40
"2018-19","Cobb County","Vaughan Elementary School","Leaders","Low Poverty",2,0,0
"2018-19","Cobb County","Vaughan Elementary School","Teachers","Low Poverty",56.8,20.8,37
"2018-19","Cobb County","Vaughan Elementary School","Teachers","Total",56.8,20.8,37
"2018-19","Cobb County","Walton High School","Leaders","Low Poverty",7,1,14
"2018-19","Cobb County","Walton High School","Teachers","Low Poverty",231.7,116.5,50
"2018-19","Cobb County","Walton High School","Teachers","Total",231.7,116.5,50
"2018-19","Cobb County","Wheeler High School","Leaders","Not Applicable",7.5,3.5,47
"2018-19","Cobb County","Wheeler High School","Teachers","Low Poverty",212,142,67
"2018-19","Cobb County","Wheeler High School","Teachers","Total",212,142,67
"2018-19","Coffee County","Ambrose Elementary School","Leaders","High Poverty",1,0,0
"2018-19","Coffee County","Ambrose Elementary School","Teachers","High Poverty",31.5,11.5,37
"2018-19","Coffee County","Ambrose Elementary School","Teachers","Total",31.5,11.5,37
"2018-19","Coffee County","Broxton-Mary Hayes Elementary","Leaders","Not Applicable",1,0,0
"2018-19","Coffee County","Broxton-Mary Hayes Elementary","Teachers","Total",24.6,11.5,47
"2018-19","Coffee County","Coffee County High School","Leaders","Not Applicable",4,1,25
"2018-19","Coffee County","Coffee County High School","Teachers","Total",121,66.5,55
"2018-19","Coffee County","Coffee County- All Schools","Leaders","High Poverty",9,3,33
"2018-19","Coffee County","Coffee County- All Schools","Leaders","Total",20,6,30
"2018-19","Coffee County","Coffee County- All Schools","Teachers","High Poverty",285.2,101.5,36
"2018-19","Coffee County","Coffee County- All Schools","Teachers","Total",571.1,212,37
"2018-19","Coffee County","Coffee Middle School","Leaders","High Poverty",5,3,60
"2018-19","Coffee County","Coffee Middle School","Teachers","High Poverty",110.5,49.3,45
"2018-19","Coffee County","Coffee Middle School","Teachers","Total",110.5,49.3,45
"2018-19","Coffee County","Eastside Elementary School","Leaders","High Poverty",1,0,0
"2018-19","Coffee County","Eastside Elementary School","Teachers","High Poverty",45.6,22.5,49
"2018-19","Coffee County","Eastside Elementary School","Teachers","Total",45.6,22.5,49
"2018-19","Coffee County","George Washington Carver Freshman Campus","Leaders","Not Applicable",1,0,0
"2018-19","Coffee County","George Washington Carver Freshman Campus","Teachers","Total",41.2,24.8,60
"2018-19","Coffee County","Indian Creek Elementary","Leaders","Not Applicable",1,0,0
"2018-19","Coffee County","Indian Creek Elementary","Teachers","Total",47.5,16.5,35
"2018-19","Coffee County","Nicholls Elementary School","Leaders","Not Applicable",1,0,0
"2018-19","Coffee County","Nicholls Elementary School","Teachers","Total",24.3,7.5,31
"2018-19","Coffee County","Satilla Elementary School","Leaders","High Poverty",1,0,0
"2018-19","Coffee County","Satilla Elementary School","Teachers","High Poverty",37.8,12,32
"2018-19","Coffee County","Satilla Elementary School","Teachers","Total",37.8,12,32
"2018-19","Coffee County","West Green Elementary School","Leaders","Not Applicable",1,1,100
"2018-19","Coffee County","West Green Elementary School","Teachers","Total",23.6,8.5,36
"2018-19","Coffee County","Westside Elementary School","Leaders","High Poverty",1,0,0
"2018-19","Coffee County","Westside Elementary School","Teachers","High Poverty",47,22,47
"2018-19","Coffee County","Westside Elementary School","Teachers","Total",47,22,47
"2018-19","Coffee County","Wiregrass Regional College and Career Academy","Leaders","Not Applicable",1,1,100
"2018-19","Coffee County","Wiregrass Regional College and Career Academy","Teachers","Total",16.7,6.7,40
"2018-19","Colquitt County","CA Gray Junior High School","Leaders","High Poverty",4,1,25
"2018-19","Colquitt County","CA Gray Junior High School","Teachers","High Poverty",154,112.8,73
"2018-19","Colquitt County","CA Gray Junior High School","Teachers","Total",154,112.8,73
"2018-19","Colquitt County","Colquitt County Achievement Center","Leaders","High Poverty",1,0,0
"2018-19","Colquitt County","Colquitt County Achievement Center","Teachers","High Poverty",13.8,12.8,93
"2018-19","Colquitt County","Colquitt County Achievement Center","Teachers","Total",13.8,12.8,93
"2018-19","Colquitt County","Colquitt County High School","Leaders","High Poverty",6,2,33
"2018-19","Colquitt County","Colquitt County High School","Teachers","High Poverty",196,132,67
"2018-19","Colquitt County","Colquitt County High School","Teachers","Total",196,132,67
"2018-19","Colquitt County","Colquitt County- All Schools","Leaders","High Poverty",34,9,26
"2018-19","Colquitt County","Colquitt County- All Schools","Leaders","Total",34,9,26
"2018-19","Colquitt County","Colquitt County- All Schools","Teachers","High Poverty",966.2,415,43
"2018-19","Colquitt County","Colquitt County- All Schools","Teachers","Total",966.2,415,43
"2018-19","Colquitt County","Cox Elementary School","Leaders","High Poverty",2,1,50
"2018-19","Colquitt County","Cox Elementary School","Teachers","High Poverty",54,34,63
"2018-19","Colquitt County","Cox Elementary School","Teachers","Total",54,34,63
"2018-19","Colquitt County","Doerun Elementary School","Leaders","High Poverty",1.5,0,0
"2018-19","Colquitt County","Doerun Elementary School","Teachers","High Poverty",35.4,25.5,72
"2018-19","Colquitt County","Doerun Elementary School","Teachers","Total",35.4,25.5,72
"2018-19","Colquitt County","Funston Elementary School","Leaders","High Poverty",2,0,0
"2018-19","Colquitt County","Funston Elementary School","Teachers","High Poverty",43.4,22.5,52
"2018-19","Colquitt County","Funston Elementary School","Teachers","Total",43.4,22.5,52
"2018-19","Colquitt County","Hamilton Elementary School","Leaders","High Poverty",1.5,0,0
"2018-19","Colquitt County","Hamilton Elementary School","Teachers","High Poverty",32,23,72
"2018-19","Colquitt County","Hamilton Elementary School","Teachers","Total",32,23,72
"2018-19","Colquitt County","Norman Park Elementary School","Leaders","High Poverty",2,0,0
"2018-19","Colquitt County","Norman Park Elementary School","Teachers","High Poverty",56,27,48
"2018-19","Colquitt County","Norman Park Elementary School","Teachers","Total",56,27,48
"2018-19","Colquitt County","Odom Elementary School","Leaders","High Poverty",2,0,0
"2018-19","Colquitt County","Odom Elementary School","Teachers","High Poverty",54.5,32,59
"2018-19","Colquitt County","Odom Elementary School","Teachers","Total",54.5,32,59
"2018-19","Colquitt County","Okapilco Elementary School","Leaders","High Poverty",2,1,50
"2018-19","Colquitt County","Okapilco Elementary School","Teachers","High Poverty",53.6,38,71
"2018-19","Colquitt County","Okapilco Elementary School","Teachers","Total",53.6,38,71
"2018-19","Colquitt County","Stringfellow Elementary School","Leaders","High Poverty",2,1,50
"2018-19","Colquitt County","Stringfellow Elementary School","Teachers","High Poverty",35.4,24,68
"2018-19","Colquitt County","Stringfellow Elementary School","Teachers","Total",35.4,24,68
"2018-19","Colquitt County","Sunset Elementary School","Leaders","High Poverty",2,1,50
"2018-19","Colquitt County","Sunset Elementary School","Teachers","High Poverty",58.5,34,58
"2018-19","Colquitt County","Sunset Elementary School","Teachers","Total",58.5,34,58
"2018-19","Colquitt County","Willie J. Williams Middle School","Leaders","High Poverty",4,2,50
"2018-19","Colquitt County","Willie J. Williams Middle School","Teachers","High Poverty",129.7,73.4,57
"2018-19","Colquitt County","Willie J. Williams Middle School","Teachers","Total",129.7,73.4,57
"2018-19","Colquitt County","Wright Elementary School","Leaders","High Poverty",2,0,0
"2018-19","Colquitt County","Wright Elementary School","Teachers","High Poverty",50,20,40
"2018-19","Colquitt County","Wright Elementary School","Teachers","Total",50,20,40
"2018-19","Columbia County","Baker Place Elementary","Leaders","Low Poverty",1.5,0.5,33
"2018-19","Columbia County","Baker Place Elementary","Teachers","Low Poverty",95,57,60
"2018-19","Columbia County","Baker Place Elementary","Teachers","Total",95,57,60
"2018-19","Columbia County","Blue Ridge Elementary School","Leaders","Not Applicable",2,1,50
"2018-19","Columbia County","Blue Ridge Elementary School","Teachers","Low Poverty",69.2,45.7,66
"2018-19","Columbia County","Blue Ridge Elementary School","Teachers","Total",69.2,45.7,66
"2018-19","Columbia County","Brookwood Elementary School","Leaders","Not Applicable",2,0,0
"2018-19","Columbia County","Brookwood Elementary School","Teachers","Total",75.8,48,63
"2018-19","Columbia County","Cedar Ridge Elementary School","Leaders","Not Applicable",3,2,67
"2018-19","Columbia County","Cedar Ridge Elementary School","Teachers","Low Poverty",135,96,71
"2018-19","Columbia County","Cedar Ridge Elementary School","Teachers","Total",135,96,71
"2018-19","Columbia County","Columbia County- All Schools","Leaders","High Poverty",8.8,4.8,54
"2018-19","Columbia County","Columbia County- All Schools","Leaders","Low Poverty",35.3,11.3,32
"2018-19","Columbia County","Columbia County- All Schools","Leaders","Total",78.8,28,36
"2018-19","Columbia County","Columbia County- All Schools","Teachers","Low Poverty",2550.1,891.2,35
"2018-19","Columbia County","Columbia County- All Schools","Teachers","Total",2920.2,1042.7,36
"2018-19","Columbia County","Columbia Middle School","Leaders","Low Poverty",3,1,33
"2018-19","Columbia County","Columbia Middle School","Teachers","Low Poverty",98.6,66,67
"2018-19","Columbia County","Columbia Middle School","Teachers","Total",98.6,66,67
"2018-19","Columbia County","Euchee Creek Elementary School","Leaders","Not Applicable",2,1,50
"2018-19","Columbia County","Euchee Creek Elementary School","Teachers","Total",71.5,55,77
"2018-19","Columbia County","Evans Elementary School","Leaders","Low Poverty",2,0,0
"2018-19","Columbia County","Evans Elementary School","Teachers","Low Poverty",77.2,53.2,69
"2018-19","Columbia County","Evans Elementary School","Teachers","Total",77.2,53.2,69
"2018-19","Columbia County","Evans High School","Leaders","Low Poverty",4.8,1,21
"2018-19","Columbia County","Evans High School","Teachers","Low Poverty",158.2,89.7,57
"2018-19","Columbia County","Evans High School","Teachers","Total",158.2,89.7,57
"2018-19","Columbia County","Evans Middle School","Leaders","Not Applicable",3,1,33
"2018-19","Columbia County","Evans Middle School","Teachers","Low Poverty",101,65,64
"2018-19","Columbia County","Evans Middle School","Teachers","Total",101,65,64
"2018-19","Columbia County","Greenbrier Elementary School","Leaders","High Poverty",2,0,0
"2018-19","Columbia County","Greenbrier Elementary School","Teachers","Low Poverty",60.8,41.8,69
"2018-19","Columbia County","Greenbrier Elementary School","Teachers","Total",60.8,41.8,69
"2018-19","Columbia County","Greenbrier High School","Leaders","High Poverty",4.8,3.8,79
"2018-19","Columbia County","Greenbrier High School","Teachers","Low Poverty",166.3,105.6,64
"2018-19","Columbia County","Greenbrier High School","Teachers","Total",166.3,105.6,64
"2018-19","Columbia County","Greenbrier Middle School","Leaders","High Poverty",2,1,50
"2018-19","Columbia County","Greenbrier Middle School","Teachers","Low Poverty",57.1,29,51
"2018-19","Columbia County","Greenbrier Middle School","Teachers","Total",57.1,29,51
"2018-19","Columbia County","Grovetown Elementary School","Leaders","Not Applicable",2,1,50
"2018-19","Columbia County","Grovetown Elementary School","Teachers","Total",92.6,75.6,82
"2018-19","Columbia County","Grovetown High School","Leaders","Low Poverty",5.3,3.8,71
"2018-19","Columbia County","Grovetown High School","Teachers","Low Poverty",199.2,129.3,65
"2018-19","Columbia County","Grovetown High School","Teachers","Total",199.2,129.3,65
"2018-19","Columbia County","Grovetown Middle School","Leaders","Not Applicable",3,1,33
"2018-19","Columbia County","Grovetown Middle School","Teachers","Total",105.5,68.5,65
"2018-19","Columbia County","Harlem High School","Leaders","Not Applicable",3.3,0.5,15
"2018-19","Columbia County","Harlem High School","Teachers","Low Poverty",119.5,91,76
"2018-19","Columbia County","Harlem High School","Teachers","Total",119.5,91,76
"2018-19","Columbia County","Harlem Middle School","Leaders","Not Applicable",2.5,2.5,100
"2018-19","Columbia County","Harlem Middle School","Teachers","Low Poverty",82.6,60.5,73
"2018-19","Columbia County","Harlem Middle School","Teachers","Total",82.6,60.5,73
"2018-19","Columbia County","Lakeside High School","Leaders","Low Poverty",4.8,1,21
"2018-19","Columbia County","Lakeside High School","Teachers","Low Poverty",189.8,121.6,64
"2018-19","Columbia County","Lakeside High School","Teachers","Total",189.8,121.6,64
"2018-19","Columbia County","Lakeside Middle School","Leaders","Not Applicable",2,0,0
"2018-19","Columbia County","Lakeside Middle School","Teachers","Total",81.1,51,63
"2018-19","Columbia County","Lewiston Elementary School","Leaders","Low Poverty",2,1,50
"2018-19","Columbia County","Lewiston Elementary School","Teachers","Low Poverty",75.3,45.3,60
"2018-19","Columbia County","Lewiston Elementary School","Teachers","Total",75.3,45.3,60
"2018-19","Columbia County","Martinez Elementary School","Leaders","Not Applicable",2,0,0
"2018-19","Columbia County","Martinez Elementary School","Teachers","Total",88.5,65.5,74
"2018-19","Columbia County","North Columbia Elementary School","Leaders","Not Applicable",1,0,0
"2018-19","Columbia County","North Columbia Elementary School","Teachers","Low Poverty",38.3,20.5,54
"2018-19","Columbia County","North Columbia Elementary School","Teachers","Total",38.3,20.5,54
"2018-19","Columbia County","North Harlem Elementary School","Leaders","Not Applicable",2,1,50
"2018-19","Columbia County","North Harlem Elementary School","Teachers","Total",103,82,80
"2018-19","Columbia County","Parkway Elementary School","Leaders","Low Poverty",2,0,0
"2018-19","Columbia County","Parkway Elementary School","Teachers","Low Poverty",67.3,67.3,100
"2018-19","Columbia County","Parkway Elementary School","Teachers","Total",67.3,67.3,100
"2018-19","Columbia County","River Ridge Elementary","Leaders","Low Poverty",2,0,0
"2018-19","Columbia County","River Ridge Elementary","Teachers","Low Poverty",60.8,32.8,54
"2018-19","Columbia County","River Ridge Elementary","Teachers","Total",60.8,32.8,54
"2018-19","Columbia County","Riverside Elementary School","Leaders","Low Poverty",2,1,50
"2018-19","Columbia County","Riverside Elementary School","Teachers","Low Poverty",66.7,42.7,64
"2018-19","Columbia County","Riverside Elementary School","Teachers","Total",66.7,42.7,64
"2018-19","Columbia County","Riverside Middle School","Leaders","Low Poverty",2,0,0
"2018-19","Columbia County","Riverside Middle School","Teachers","Low Poverty",71.4,45.9,64
"2018-19","Columbia County","Riverside Middle School","Teachers","Total",71.4,45.9,64
"2018-19","Columbia County","South Columbia Elementary School","Leaders","Not Applicable",2,0,0
"2018-19","Columbia County","South Columbia Elementary School","Teachers","Total",76,59.7,79
"2018-19","Columbia County","Stallings Island Middle School","Leaders","Low Poverty",2,1,50
"2018-19","Columbia County","Stallings Island Middle School","Teachers","Low Poverty",65.5,41,63
"2018-19","Columbia County","Stallings Island Middle School","Teachers","Total",65.5,41,63
"2018-19","Columbia County","Stevens Creek Elementary School","Leaders","Low Poverty",2,1,50
"2018-19","Columbia County","Stevens Creek Elementary School","Teachers","Low Poverty",96.5,65.5,68
"2018-19","Columbia County","Stevens Creek Elementary School","Teachers","Total",96.5,65.5,68
"2018-19","Columbia County","Westmont Elementary School","Leaders","Not Applicable",2,0,0
"2018-19","Columbia County","Westmont Elementary School","Teachers","Total",75.2,57,76
"2018-19","Commerce City","Commerce City- All Schools","Leaders","Total",7.3,6.3,86
"2018-19","Commerce City","Commerce City- All Schools","Teachers","Total",148.2,80.5,54
"2018-19","Commerce City","Commerce Elementary School","Leaders","Not Applicable",1.5,1.5,100
"2018-19","Commerce City","Commerce Elementary School","Teachers","Total",25,16.5,66
"2018-19","Commerce City","Commerce High School","Leaders","Not Applicable",1.8,1.8,100
"2018-19","Commerce City","Commerce High School","Teachers","Total",41.2,26.3,64
"2018-19","Commerce City","Commerce Middle School","Leaders","Not Applicable",2,1,50
"2018-19","Commerce City","Commerce Middle School","Teachers","Total",44.6,31.6,71
"2018-19","Commerce City","Commerce Primary","Leaders","Not Applicable",2,2,100
"2018-19","Commerce City","Commerce Primary","Teachers","Total",36.4,16.1,44
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Atlanta Heights Charter School","Leaders","High Poverty",1.6,1.6,100
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Atlanta Heights Charter School","Teachers","High Poverty",35,23,66
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Atlanta Heights Charter School","Teachers","Total",35,23,66
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Commission Charter Schools- Atlanta Heights Charter School- All Schools","Leaders","High Poverty",1.6,1.6,100
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Commission Charter Schools- Atlanta Heights Charter School- All Schools","Leaders","Total",1.6,1.6,100
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Commission Charter Schools- Atlanta Heights Charter School- All Schools","Teachers","High Poverty",35,23,66
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Commission Charter Schools- Atlanta Heights Charter School- All Schools","Teachers","Total",35,23,66
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Brookhaven Innovation Academy","Leaders","Low Poverty",1,1,100
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Brookhaven Innovation Academy","Teachers","Low Poverty",34,34,100
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Brookhaven Innovation Academy","Teachers","Total",34,34,100
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Commission Charter Schools- Brookhaven Innovation Academy- All Schools","Leaders","Low Poverty",1,1,100
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Commission Charter Schools- Brookhaven Innovation Academy- All Schools","Leaders","Total",1,1,100
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Commission Charter Schools- Brookhaven Innovation Academy- All Schools","Teachers","Low Poverty",34,34,100
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Commission Charter Schools- Brookhaven Innovation Academy- All Schools","Teachers","Total",34,34,100
"2018-19","Commission Charter Schools- CCAT School","CCAT School","Leaders","Not Applicable",0.8,0,0
"2018-19","Commission Charter Schools- CCAT School","CCAT School","Teachers","Total",17.5,8.5,49
"2018-19","Commission Charter Schools- CCAT School","Commission Charter Schools- CCAT School- All Schools","Leaders","Total",0.8,0,0
"2018-19","Commission Charter Schools- CCAT School","Commission Charter Schools- CCAT School- All Schools","Teachers","Total",17.5,8.5,49
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Cirrus Charter Academy","Leaders","Low Poverty",0.3,0.3,100
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Cirrus Charter Academy","Teachers","High Poverty",28,28,100
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Cirrus Charter Academy","Teachers","Total",28,28,100
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Commission Charter Schools- Cirrus Charter Academy- All Schools","Leaders","Low Poverty",0.3,0.3,100
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Commission Charter Schools- Cirrus Charter Academy- All Schools","Leaders","Total",0.3,0.3,100
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Commission Charter Schools- Cirrus Charter Academy- All Schools","Teachers","High Poverty",28,28,100
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Commission Charter Schools- Cirrus Charter Academy- All Schools","Teachers","Total",28,28,100
"2018-19","Commission Charter Schools- Coweta Charter Academy","Commission Charter Schools- Coweta Charter Academy- All Schools","Leaders","Low Poverty",0.8,0,0
"2018-19","Commission Charter Schools- Coweta Charter Academy","Commission Charter Schools- Coweta Charter Academy- All Schools","Leaders","Total",0.8,0,0
"2018-19","Commission Charter Schools- Coweta Charter Academy","Commission Charter Schools- Coweta Charter Academy- All Schools","Teachers","Low Poverty",51,20,39
"2018-19","Commission Charter Schools- Coweta Charter Academy","Commission Charter Schools- Coweta Charter Academy- All Schools","Teachers","Total",51,20,39
"2018-19","Commission Charter Schools- Coweta Charter Academy","Coweta Charter Academy","Leaders","Low Poverty",0.8,0,0
"2018-19","Commission Charter Schools- Coweta Charter Academy","Coweta Charter Academy","Teachers","Low Poverty",51,20,39
"2018-19","Commission Charter Schools- Coweta Charter Academy","Coweta Charter Academy","Teachers","Total",51,20,39
"2018-19","Commission Charter Schools- Fulton Leadership Academy","Commission Charter Schools- Fulton Leadership Academy- All Schools","Leaders","Total",0.9,0.9,100
"2018-19","Commission Charter Schools- Fulton Leadership Academy","Commission Charter Schools- Fulton Leadership Academy- All Schools","Teachers","Total",34,26,76
"2018-19","Commission Charter Schools- Fulton Leadership Academy","Fulton Leadership Academy","Leaders","Not Applicable",0.9,0.9,100
"2018-19","Commission Charter Schools- Fulton Leadership Academy","Fulton Leadership Academy","Teachers","Total",34,26,76
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Commission Charter Schools- Liberty Tech Charter Academy- All Schools","Leaders","Low Poverty",0.8,0.8,100
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Commission Charter Schools- Liberty Tech Charter Academy- All Schools","Leaders","Total",0.8,0.8,100
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Commission Charter Schools- Liberty Tech Charter Academy- All Schools","Teachers","Low Poverty",33,33,100
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Commission Charter Schools- Liberty Tech Charter Academy- All Schools","Teachers","Total",33,33,100
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Liberty Tech Charter Academy","Leaders","Low Poverty",0.8,0.8,100
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Liberty Tech Charter Academy","Teachers","Low Poverty",33,33,100
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Liberty Tech Charter Academy","Teachers","Total",33,33,100
"2018-19","Commission Charter Schools- Pataula Charter Academy","Commission Charter Schools- Pataula Charter Academy- All Schools","Leaders","Total",1.5,1.5,100
"2018-19","Commission Charter Schools- Pataula Charter Academy","Commission Charter Schools- Pataula Charter Academy- All Schools","Teachers","Total",45,27,60
"2018-19","Commission Charter Schools- Pataula Charter Academy","Pataula Charter Academy","Leaders","Not Applicable",1.5,1.5,100
"2018-19","Commission Charter Schools- Pataula Charter Academy","Pataula Charter Academy","Teachers","Total",45,27,60
"2018-19","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy- All Schools","Leaders","Total",1.2,1.3,100
"2018-19","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy- All Schools","Teachers","Total",25.5,25.5,100
"2018-19","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","Southwest Georgia S.T.E.M. Charter Academy","Leaders","Not Applicable",1.2,1.3,100
"2018-19","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","Southwest Georgia S.T.E.M. Charter Academy","Teachers","Total",25.5,25.5,100
"2018-19","Cook County","Cook County Middle School","Leaders","Not Applicable",2.4,1.1,47
"2018-19","Cook County","Cook County Middle School","Teachers","Total",54.7,24.7,45
"2018-19","Cook County","Cook County- All Schools","Leaders","Low Poverty",1.9,0,0
"2018-19","Cook County","Cook County- All Schools","Leaders","Total",9.3,3.7,39
"2018-19","Cook County","Cook County- All Schools","Teachers","High Poverty",71.5,18.1,25
"2018-19","Cook County","Cook County- All Schools","Teachers","Total",242.5,82.4,34
"2018-19","Cook County","Cook Elementary School","Leaders","Not Applicable",2.3,1,44
"2018-19","Cook County","Cook Elementary School","Teachers","Total",54.8,25.1,46
"2018-19","Cook County","Cook High School","Leaders","Not Applicable",2.8,1.6,55
"2018-19","Cook County","Cook High School","Teachers","Total",66.5,25.9,39
"2018-19","Cook County","Cook Primary School","Leaders","Low Poverty",1.9,0,0
"2018-19","Cook County","Cook Primary School","Teachers","High Poverty",66.5,21.3,32
"2018-19","Cook County","Cook Primary School","Teachers","Total",66.5,21.3,32
"2018-19","Coweta County","Arbor Springs Elementary","Leaders","Low Poverty",2,0,0
"2018-19","Coweta County","Arbor Springs Elementary","Teachers","Low Poverty",37,19,51
"2018-19","Coweta County","Arbor Springs Elementary","Teachers","Total",37,19,51
"2018-19","Coweta County","Arnall Middle School","Leaders","Not Applicable",3,1,33
"2018-19","Coweta County","Arnall Middle School","Teachers","Total",85,53,62
"2018-19","Coweta County","Arnco-Sargent Elementary School","Leaders","Not Applicable",2,0,0
"2018-19","Coweta County","Arnco-Sargent Elementary School","Teachers","Total",31,6,19
"2018-19","Coweta County","Atkinson Elementary School","Leaders","Not Applicable",2,0,0
"2018-19","Coweta County","Atkinson Elementary School","Teachers","Total",33,14,42
"2018-19","Coweta County","Brooks Elementary","Leaders","Low Poverty",2,1,50
