"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2020-21","Clayton County","Lake City Elementary School","Teachers","Total",35,0.5,1
"2020-21","Clayton County","Lake Ridge Elementary School","Teachers","High Poverty",40,1.6,4
"2020-21","Clayton County","Lake Ridge Elementary School","Teachers","Total",40,1.6,4
"2020-21","Clayton County","Lee Street Elementary School","Teachers","High Poverty",36,1.6,4
"2020-21","Clayton County","Lee Street Elementary School","Teachers","Total",36,1.6,4
"2020-21","Clayton County","Lovejoy High School","Teachers","Total",85.2,15.2,18
"2020-21","Clayton County","Lovejoy Middle School","Teachers","High Poverty",38,3.9,10
"2020-21","Clayton County","Lovejoy Middle School","Teachers","Total",38,3.9,10
"2020-21","Clayton County","M. D. Roberts Middle School","Teachers","Total",60,3.4,6
"2020-21","Clayton County","Martha Ellen Stilwell School for the Performing Arts","Teachers","Total",35,2.1,6
"2020-21","Clayton County","Martin Luther King, Jr. Elementary School","Teachers","High Poverty",37,3.1,8
"2020-21","Clayton County","Martin Luther King, Jr. Elementary School","Teachers","Total",37,3.1,8
"2020-21","Clayton County","Morrow Elementary School","Teachers","Total",33,0.8,2
"2020-21","Clayton County","Morrow High School","Teachers","High Poverty",84.2,9.4,11
"2020-21","Clayton County","Morrow High School","Teachers","Total",84.2,9.4,11
"2020-21","Clayton County","Morrow Middle School","Teachers","Total",58,6,10
"2020-21","Clayton County","Mount Zion Elementary School","Teachers","High Poverty",35,0,0
"2020-21","Clayton County","Mount Zion Elementary School","Teachers","Total",35,0,0
"2020-21","Clayton County","Mount Zion High School","Teachers","Total",67.2,10.5,16
"2020-21","Clayton County","Mount Zion Primary","Teachers","Total",37,2.5,7
"2020-21","Clayton County","Mundy's Mill High School","Teachers","High Poverty",88.1,14.7,17
"2020-21","Clayton County","Mundy's Mill High School","Teachers","Total",88.1,14.7,17
"2020-21","Clayton County","Mundys Mill Middle School","Teachers","Total",45,6.1,14
"2020-21","Clayton County","North Clayton High School","Teachers","High Poverty",59.1,6.5,11
"2020-21","Clayton County","North Clayton High School","Teachers","Total",59.1,6.5,11
"2020-21","Clayton County","North Clayton Middle School","Teachers","Total",44,11.1,25
"2020-21","Clayton County","Northcutt Elementary School","Teachers","Total",38,0.7,2
"2020-21","Clayton County","Oliver Elementary School","Teachers","High Poverty",39,0.9,2
"2020-21","Clayton County","Oliver Elementary School","Teachers","Total",39,0.9,2
"2020-21","Clayton County","Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning","Teachers","High Poverty",40.1,4.8,12
"2020-21","Clayton County","Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning","Teachers","Total",40.1,4.8,12
"2020-21","Clayton County","Pointe South Elementary School","Teachers","High Poverty",35,1,3
"2020-21","Clayton County","Pointe South Elementary School","Teachers","Total",35,1,3
"2020-21","Clayton County","Pointe South Middle School","Teachers","High Poverty",47,15.3,33
"2020-21","Clayton County","Pointe South Middle School","Teachers","Total",47,15.3,33
"2020-21","Clayton County","Rex Mill Middle School","Teachers","High Poverty",64,5.8,9
"2020-21","Clayton County","Rex Mill Middle School","Teachers","Total",64,5.8,9
"2020-21","Clayton County","River's Edge Elementary School","Teachers","Total",37,0,0
"2020-21","Clayton County","Riverdale Elementary School","Teachers","High Poverty",43,5.7,13
"2020-21","Clayton County","Riverdale Elementary School","Teachers","Total",43,5.7,13
"2020-21","Clayton County","Riverdale High School","Teachers","High Poverty",67.3,6.7,10
"2020-21","Clayton County","Riverdale High School","Teachers","Total",67.3,6.7,10
"2020-21","Clayton County","Riverdale Middle School","Teachers","High Poverty",43,5.1,12
"2020-21","Clayton County","Riverdale Middle School","Teachers","Total",43,5.1,12
"2020-21","Clayton County","Roberta T. Smith Elementary School","Teachers","High Poverty",55,0.1,0
"2020-21","Clayton County","Roberta T. Smith Elementary School","Teachers","Total",55,0.1,0
"2020-21","Clayton County","Sequoyah Middle School","Teachers","High Poverty",50,7.7,15
"2020-21","Clayton County","Sequoyah Middle School","Teachers","Total",50,7.7,15
"2020-21","Clayton County","Suder Elementary School","Teachers","Total",36,3.2,9
"2020-21","Clayton County","Swint Elementary School","Teachers","Total",47,0.1,0
"2020-21","Clayton County","Tara Elementary School","Teachers","High Poverty",44,1.7,4
"2020-21","Clayton County","Tara Elementary School","Teachers","Total",44,1.7,4
"2020-21","Clayton County","Thurgood Marshall Elementary School","Teachers","Total",51,3.4,7
"2020-21","Clayton County","Unidos Dual Language School","Teachers","Total",30,1.3,4
"2020-21","Clayton County","Utopian Academy for the Arts Elementary School","Teachers","Low Poverty",6,0.6,11
"2020-21","Clayton County","Utopian Academy for the Arts Elementary School","Teachers","Total",6,0.6,11
"2020-21","Clayton County","West Clayton Elementary School","Teachers","Total",30,3.5,12
"2020-21","Clayton County","William M. McGarrah Elementary School","Teachers","Total",40,2,5
"2020-21","Clinch County","Clinch County Elementary School","Teachers","Total",32.2,0.5,2
"2020-21","Clinch County","Clinch County High School","Teachers","Total",30.1,5,16
"2020-21","Clinch County","Clinch County Middle School","Teachers","Total",21.1,2.8,13
"2020-21","Clinch County","Clinch County- All Schools","Teachers","Total",83.4,8.3,10
"2020-21","Cobb County","Acworth Intermediate School","Teachers","Total",41.1,0.7,2
"2020-21","Cobb County","Addison Elementary School","Teachers","Low Poverty",43,0.2,0
"2020-21","Cobb County","Addison Elementary School","Teachers","Total",43,0.2,0
"2020-21","Cobb County","Allatoona High School","Teachers","Low Poverty",92,3.4,4
"2020-21","Cobb County","Allatoona High School","Teachers","Total",92,3.4,4
"2020-21","Cobb County","Argyle Elementary School","Teachers","Total",32,0.8,3
"2020-21","Cobb County","Austell Elementary School","Teachers","Total",37,0.2,0
"2020-21","Cobb County","Awtrey Middle School","Teachers","Low Poverty",50,1.5,3
"2020-21","Cobb County","Awtrey Middle School","Teachers","Total",50,1.5,3
"2020-21","Cobb County","Baker Elementary School","Teachers","Low Poverty",58,2.4,4
"2020-21","Cobb County","Baker Elementary School","Teachers","Total",58,2.4,4
"2020-21","Cobb County","Barber Middle School","Teachers","Total",53.8,2.7,5
"2020-21","Cobb County","Bells Ferry Elementary School","Teachers","Total",47,0.2,0
"2020-21","Cobb County","Belmont Hills Elementary School","Teachers","Total",33,0.1,0
"2020-21","Cobb County","Big Shanty Elementary School","Teachers","Total",43,1,2
"2020-21","Cobb County","Birney Elementary School","Teachers","Total",57,1.4,3
"2020-21","Cobb County","Blackwell Elementary School","Teachers","Total",52,4.5,9
"2020-21","Cobb County","Brumby Elementary School","Teachers","Total",59,2.6,4
"2020-21","Cobb County","Bryant Elementary School","Teachers","Total",70,3,4
"2020-21","Cobb County","Bullard Elementary School","Teachers","Low Poverty",57,0.2,0
"2020-21","Cobb County","Bullard Elementary School","Teachers","Total",57,0.2,0
"2020-21","Cobb County","Campbell High School","Teachers","Total",164,10.9,7
"2020-21","Cobb County","Campbell Middle School","Teachers","Total",99.3,6.7,7
"2020-21","Cobb County","Chalker Elementary School","Teachers","Low Poverty",45.5,0.3,1
"2020-21","Cobb County","Chalker Elementary School","Teachers","Total",45.5,0.3,1
"2020-21","Cobb County","Cheatham Hill Elementary School","Teachers","Low Poverty",72,3.5,5
"2020-21","Cobb County","Cheatham Hill Elementary School","Teachers","Total",72,3.5,5
"2020-21","Cobb County","Clarkdale Elementary School","Teachers","Total",51,0.2,0
"2020-21","Cobb County","Cobb County- All Schools","Teachers","High Poverty",11,3.3,30
"2020-21","Cobb County","Cobb County- All Schools","Teachers","Low Poverty",3695.5,133.5,4
"2020-21","Cobb County","Cobb County- All Schools","Teachers","Total",6957.3,280.8,4
"2020-21","Cobb County","Cobb Horizon High School","Teachers","Low Poverty",18.5,0.7,4
"2020-21","Cobb County","Cobb Horizon High School","Teachers","Total",18.5,0.7,4
"2020-21","Cobb County","Compton Elementary School","Teachers","Total",41,0.3,1
"2020-21","Cobb County","Cooper Middle School","Teachers","Total",62.8,5.2,8
"2020-21","Cobb County","Daniell Middle School","Teachers","Total",61,3.8,6
"2020-21","Cobb County","Davis Elementary School","Teachers","Low Poverty",41,0.1,0
"2020-21","Cobb County","Davis Elementary School","Teachers","Total",41,0.1,0
"2020-21","Cobb County","Devereux Ackerman Academy","Teachers","High Poverty",11,3.3,30
"2020-21","Cobb County","Devereux Ackerman Academy","Teachers","Total",11,3.3,30
"2020-21","Cobb County","Dickerson Middle School","Teachers","Low Poverty",74.5,1.2,2
"2020-21","Cobb County","Dickerson Middle School","Teachers","Total",74.5,1.2,2
"2020-21","Cobb County","Dodgen Middle School","Teachers","Low Poverty",73.5,1.1,2
"2020-21","Cobb County","Dodgen Middle School","Teachers","Total",73.5,1.1,2
"2020-21","Cobb County","Dowell Elementary School","Teachers","Total",62.5,1.6,3
"2020-21","Cobb County","Due West Elementary School","Teachers","Low Poverty",35,0,0
"2020-21","Cobb County","Due West Elementary School","Teachers","Total",35,0,0
"2020-21","Cobb County","Durham Middle School","Teachers","Low Poverty",62.5,2.8,4
"2020-21","Cobb County","Durham Middle School","Teachers","Total",62.5,2.8,4
"2020-21","Cobb County","East Cobb Middle School","Teachers","Total",84.8,1.6,2
"2020-21","Cobb County","East Side Elementary School","Teachers","Low Poverty",73,1,1
"2020-21","Cobb County","East Side Elementary School","Teachers","Total",73,1,1
"2020-21","Cobb County","Eastvalley Elementary School","Teachers","Low Poverty",51,1.2,2
"2020-21","Cobb County","Eastvalley Elementary School","Teachers","Total",51,1.2,2
"2020-21","Cobb County","Fair Oaks Elementary School","Teachers","Total",57,1.5,3
"2020-21","Cobb County","Floyd Middle School","Teachers","Total",63,1.5,2
"2020-21","Cobb County","Ford Elementary School","Teachers","Low Poverty",56,1.3,2
"2020-21","Cobb County","Ford Elementary School","Teachers","Total",56,1.3,2
"2020-21","Cobb County","Frey Elementary School","Teachers","Low Poverty",55.5,1.2,2
"2020-21","Cobb County","Frey Elementary School","Teachers","Total",55.5,1.2,2
"2020-21","Cobb County","Garrett Middle School","Teachers","Total",58.5,3.4,6
"2020-21","Cobb County","Garrison Mill Elementary School","Teachers","Low Poverty",45.5,0.8,2
"2020-21","Cobb County","Garrison Mill Elementary School","Teachers","Total",45.5,0.8,2
"2020-21","Cobb County","Green Acres Elementary School","Teachers","Total",45,0,0
"2020-21","Cobb County","Griffin Middle School","Teachers","Total",88.5,3.5,4
"2020-21","Cobb County","Harrison High School","Teachers","Low Poverty",116.4,4.5,4
"2020-21","Cobb County","Harrison High School","Teachers","Total",116.4,4.5,4
"2020-21","Cobb County","Hayes Elementary School","Teachers","Total",61,0.2,0
"2020-21","Cobb County","Hendricks Elementary School","Teachers","Total",41,2,5
"2020-21","Cobb County","Hightower Trail Middle School","Teachers","Low Poverty",68,0,0
"2020-21","Cobb County","Hightower Trail Middle School","Teachers","Total",68,0,0
"2020-21","Cobb County","Hillgrove High School","Teachers","Low Poverty",120.8,8.8,7
"2020-21","Cobb County","Hillgrove High School","Teachers","Total",120.8,8.8,7
"2020-21","Cobb County","Hollydale Elementary School","Teachers","Total",49.5,1.3,3
"2020-21","Cobb County","Keheley Elementary School","Teachers","Low Poverty",33,1.7,5
"2020-21","Cobb County","Keheley Elementary School","Teachers","Total",33,1.7,5
"2020-21","Cobb County","Kell High School","Teachers","Low Poverty",81,7,9
"2020-21","Cobb County","Kell High School","Teachers","Total",81,7,9
"2020-21","Cobb County","Kemp Elementary School","Teachers","Low Poverty",56,0.3,0
"2020-21","Cobb County","Kemp Elementary School","Teachers","Total",56,0.3,0
"2020-21","Cobb County","Kennesaw Elementary School","Teachers","Low Poverty",47.5,0.8,2
"2020-21","Cobb County","Kennesaw Elementary School","Teachers","Total",47.5,0.8,2
"2020-21","Cobb County","Kennesaw Mountain High School","Teachers","Low Poverty",112.9,8.9,8
"2020-21","Cobb County","Kennesaw Mountain High School","Teachers","Total",112.9,8.9,8
"2020-21","Cobb County","Kincaid Elementary School","Teachers","Low Poverty",44,0.2,0
"2020-21","Cobb County","Kincaid Elementary School","Teachers","Total",44,0.2,0
"2020-21","Cobb County","King Springs Elementary School","Teachers","Low Poverty",71.5,1,1
"2020-21","Cobb County","King Springs Elementary School","Teachers","Total",71.5,1,1
"2020-21","Cobb County","LaBelle Elementary School","Teachers","Total",37.5,0.2,0
"2020-21","Cobb County","Lassiter High School","Teachers","Low Poverty",106.1,7.9,7
"2020-21","Cobb County","Lassiter High School","Teachers","Total",106.1,7.9,7
"2020-21","Cobb County","Lewis Elementary School","Teachers","Low Poverty",39.5,1.4,4
"2020-21","Cobb County","Lewis Elementary School","Teachers","Total",39.5,1.4,4
"2020-21","Cobb County","Lindley 6th Grade Academy","Teachers","Total",39.5,1,3
"2020-21","Cobb County","Lindley Middle School","Teachers","Total",74,1,1
"2020-21","Cobb County","Lost Mountain Middle School","Teachers","Low Poverty",55.7,0.4,1
"2020-21","Cobb County","Lost Mountain Middle School","Teachers","Total",55.7,0.4,1
"2020-21","Cobb County","Lovinggood Middle School","Teachers","Low Poverty",75.7,1.4,2
"2020-21","Cobb County","Lovinggood Middle School","Teachers","Total",75.7,1.4,2
"2020-21","Cobb County","Mableton Elementary School","Teachers","Total",71,2.5,3
"2020-21","Cobb County","Mabry Middle School","Teachers","Low Poverty",55,5.3,10
"2020-21","Cobb County","Mabry Middle School","Teachers","Total",55,5.3,10
"2020-21","Cobb County","McCall Primary School","Teachers","Total",25.5,0.2,1
"2020-21","Cobb County","McCleskey Middle School","Teachers","Low Poverty",45,0,0
"2020-21","Cobb County","McCleskey Middle School","Teachers","Total",45,0,0
"2020-21","Cobb County","McClure Middle School","Teachers","Low Poverty",64.5,2.3,4
"2020-21","Cobb County","McClure Middle School","Teachers","Total",64.5,2.3,4
"2020-21","Cobb County","McEachern High School","Teachers","Total",126.2,6.1,5
"2020-21","Cobb County","Milford Elementary School","Teachers","Total",34,1,3
"2020-21","Cobb County","Mount Bethel Elementary School","Teachers","Low Poverty",70.5,1,1
"2020-21","Cobb County","Mount Bethel Elementary School","Teachers","Total",70.5,1,1
"2020-21","Cobb County","Mountain View Elementary Replacement","Teachers","Total",65.5,2.9,4
"2020-21","Cobb County","Mountain View Elementary School","Teachers","Low Poverty",58,0,0
"2020-21","Cobb County","Mountain View Elementary School","Teachers","Total",58,0,0
"2020-21","Cobb County","Murdock Elementary School","Teachers","Low Poverty",60,0.1,0
"2020-21","Cobb County","Murdock Elementary School","Teachers","Total",60,0.1,0
"2020-21","Cobb County","Nicholson Elementary School","Teachers","Low Poverty",39,2.8,7
"2020-21","Cobb County","Nicholson Elementary School","Teachers","Total",39,2.8,7
"2020-21","Cobb County","Nickajack Elementary School","Teachers","Low Poverty",71,2,3
"2020-21","Cobb County","Nickajack Elementary School","Teachers","Total",71,2,3
"2020-21","Cobb County","North Cobb High School","Teachers","Low Poverty",150.8,10.3,7
"2020-21","Cobb County","North Cobb High School","Teachers","Total",150.8,10.3,7
"2020-21","Cobb County","Norton Park Elementary School","Teachers","Total",55,2,4
"2020-21","Cobb County","Osborne High School","Teachers","Total",135.7,4.8,4
"2020-21","Cobb County","Palmer Middle School","Teachers","Low Poverty",54,0.3,1
"2020-21","Cobb County","Palmer Middle School","Teachers","Total",54,0.3,1
"2020-21","Cobb County","Pebblebrook High School","Teachers","Total",136.2,12.6,9
"2020-21","Cobb County","Pickett's Mill Elementary","Teachers","Low Poverty",49.5,0.2,0
"2020-21","Cobb County","Pickett's Mill Elementary","Teachers","Total",49.5,0.2,0
"2020-21","Cobb County","Pine Mountain Middle School","Teachers","Total",41.3,3.4,8
"2020-21","Cobb County","Pitner Elementary School","Teachers","Total",58,3.3,6
"2020-21","Cobb County","Pope High School","Teachers","Low Poverty",102,6.8,7
"2020-21","Cobb County","Pope High School","Teachers","Total",102,6.8,7
"2020-21","Cobb County","Powder Springs Elementary School","Teachers","Total",49,0.1,0
"2020-21","Cobb County","Powers Ferry Elementary School","Teachers","Total",33.5,0.2,1
"2020-21","Cobb County","Riverside Intermediate School","Teachers","Total",76.5,3,4
"2020-21","Cobb County","Riverside Primary School","Teachers","Total",44,2.7,6
"2020-21","Cobb County","Rocky Mount Elementary School","Teachers","Low Poverty",40.5,0,0
"2020-21","Cobb County","Rocky Mount Elementary School","Teachers","Total",40.5,0,0
"2020-21","Cobb County","Russell Elementary School","Teachers","Total",49.5,1.1,2
"2020-21","Cobb County","Sanders Elementary School","Teachers","Total",48.5,1.6,3
"2020-21","Cobb County","Sedalia Park Elementary School","Teachers","Total",58.3,4.3,7
"2020-21","Cobb County","Shallowford Falls Elementary School","Teachers","Low Poverty",50,0.2,0
"2020-21","Cobb County","Shallowford Falls Elementary School","Teachers","Total",50,0.2,0
"2020-21","Cobb County","Simpson Middle School","Teachers","Low Poverty",56.7,3.4,6
"2020-21","Cobb County","Simpson Middle School","Teachers","Total",56.7,3.4,6
"2020-21","Cobb County","Smitha Middle School","Teachers","Total",69,5.1,7
"2020-21","Cobb County","Smyrna Elementary School","Teachers","Total",70,3.1,4
"2020-21","Cobb County","Sope Creek Elementary School","Teachers","Low Poverty",71.5,2.2,3
"2020-21","Cobb County","Sope Creek Elementary School","Teachers","Total",71.5,2.2,3
"2020-21","Cobb County","South Cobb High School","Teachers","Total",124.2,15,12
"2020-21","Cobb County","Sprayberry High School","Teachers","Low Poverty",94,8.5,9
"2020-21","Cobb County","Sprayberry High School","Teachers","Total",94,8.5,9
"2020-21","Cobb County","Still Elementary School","Teachers","Low Poverty",54.5,0.9,2
"2020-21","Cobb County","Still Elementary School","Teachers","Total",54.5,0.9,2
"2020-21","Cobb County","Tapp Middle School","Teachers","Total",58,5.2,9
"2020-21","Cobb County","Teasley Elementary School","Teachers","Low Poverty",62,1.5,2
"2020-21","Cobb County","Teasley Elementary School","Teachers","Total",62,1.5,2
"2020-21","Cobb County","Timber Ridge Elementary School","Teachers","Low Poverty",39.5,0,0
"2020-21","Cobb County","Timber Ridge Elementary School","Teachers","Total",39.5,0,0
"2020-21","Cobb County","Tritt Elementary School","Teachers","Low Poverty",57.5,0,0
"2020-21","Cobb County","Tritt Elementary School","Teachers","Total",57.5,0,0
"2020-21","Cobb County","Varner Elementary School","Teachers","Total",60,2.2,4
"2020-21","Cobb County","Vaughan Elementary School","Teachers","Low Poverty",49.5,0,0
"2020-21","Cobb County","Vaughan Elementary School","Teachers","Total",49.5,0,0
"2020-21","Cobb County","Walton High School","Teachers","Low Poverty",137.2,3.3,2
"2020-21","Cobb County","Walton High School","Teachers","Total",137.2,3.3,2
"2020-21","Cobb County","Wheeler High School","Teachers","Low Poverty",128.2,14.3,11
"2020-21","Cobb County","Wheeler High School","Teachers","Total",128.2,14.3,11
"2020-21","Coffee County","Ambrose Elementary School","Teachers","High Poverty",26.7,0,0
"2020-21","Coffee County","Ambrose Elementary School","Teachers","Total",26.7,0,0
"2020-21","Coffee County","Broxton-Mary Hayes Elementary","Teachers","Total",21.1,2.1,10
"2020-21","Coffee County","Coffee County High School","Teachers","Total",85.5,7.9,9
"2020-21","Coffee County","Coffee County- All Schools","Teachers","High Poverty",267.9,16.9,6
"2020-21","Coffee County","Coffee County- All Schools","Teachers","Total",497.5,41.8,8
"2020-21","Coffee County","Coffee Middle School","Teachers","High Poverty",111.4,9.8,9
"2020-21","Coffee County","Coffee Middle School","Teachers","Total",111.4,9.8,9
"2020-21","Coffee County","Eastside Elementary School","Teachers","High Poverty",42.5,2.1,5
"2020-21","Coffee County","Eastside Elementary School","Teachers","Total",42.5,2.1,5
"2020-21","Coffee County","George Washington Carver Freshman Campus","Teachers","Total",32.2,9.5,29
"2020-21","Coffee County","Indian Creek Elementary","Teachers","Total",44.5,0.7,1
"2020-21","Coffee County","Nicholls Elementary School","Teachers","Total",21.8,0.3,2
"2020-21","Coffee County","Satilla Elementary School","Teachers","High Poverty",38.7,2.3,6
"2020-21","Coffee County","Satilla Elementary School","Teachers","Total",38.7,2.3,6
"2020-21","Coffee County","West Green Elementary School","Teachers","Total",20.1,1.2,6
"2020-21","Coffee County","Westside Elementary School","Teachers","High Poverty",42,2.7,6
"2020-21","Coffee County","Westside Elementary School","Teachers","Total",42,2.7,6
"2020-21","Coffee County","Wiregrass Regional College and Career Academy","Teachers","Total",11,3.3,30
"2020-21","Colquitt County","CA Gray Junior High School","Teachers","Total",85.2,10,12
"2020-21","Colquitt County","Colquitt County High School","Teachers","Total",116.6,17.8,15
"2020-21","Colquitt County","Colquitt County- All Schools","Teachers","High Poverty",343,20.1,6
"2020-21","Colquitt County","Colquitt County- All Schools","Teachers","Total",641,58.9,9
"2020-21","Colquitt County","Cox Elementary School","Teachers","High Poverty",41.7,4.1,10
"2020-21","Colquitt County","Cox Elementary School","Teachers","Total",41.7,4.1,10
"2020-21","Colquitt County","Doerun Elementary School","Teachers","High Poverty",21.7,0,0
"2020-21","Colquitt County","Doerun Elementary School","Teachers","Total",21.7,0,0
"2020-21","Colquitt County","Funston Elementary School","Teachers","High Poverty",31.6,1.4,4
"2020-21","Colquitt County","Funston Elementary School","Teachers","Total",31.6,1.4,4
"2020-21","Colquitt County","Hamilton Elementary School","Teachers","High Poverty",21.8,0,0
"2020-21","Colquitt County","Hamilton Elementary School","Teachers","Total",21.8,0,0
"2020-21","Colquitt County","Norman Park Elementary School","Teachers","High Poverty",40,0.4,1
"2020-21","Colquitt County","Norman Park Elementary School","Teachers","Total",40,0.4,1
"2020-21","Colquitt County","Odom Elementary School","Teachers","High Poverty",42.8,3,7
"2020-21","Colquitt County","Odom Elementary School","Teachers","Total",42.8,3,7
"2020-21","Colquitt County","Okapilco Elementary School","Teachers","High Poverty",33.6,0.9,3
"2020-21","Colquitt County","Okapilco Elementary School","Teachers","Total",33.6,0.9,3
"2020-21","Colquitt County","Stringfellow Elementary School","Teachers","High Poverty",25.6,5,20
"2020-21","Colquitt County","Stringfellow Elementary School","Teachers","Total",25.6,5,20
"2020-21","Colquitt County","Sunset Elementary School","Teachers","High Poverty",45.7,2.8,6
"2020-21","Colquitt County","Sunset Elementary School","Teachers","Total",45.7,2.8,6
"2020-21","Colquitt County","Willie J. Williams Middle School","Teachers","Total",96.3,11.1,12
"2020-21","Colquitt County","Wright Elementary School","Teachers","High Poverty",38.6,2.5,6
"2020-21","Colquitt County","Wright Elementary School","Teachers","Total",38.6,2.5,6
"2020-21","Columbia County","Baker Place Elementary","Teachers","Low Poverty",59.1,0,0
"2020-21","Columbia County","Baker Place Elementary","Teachers","Total",59.1,0,0
"2020-21","Columbia County","Blue Ridge Elementary School","Teachers","Low Poverty",41.5,0.3,1
"2020-21","Columbia County","Blue Ridge Elementary School","Teachers","Total",41.5,0.3,1
"2020-21","Columbia County","Brookwood Elementary School","Teachers","Total",43.4,1,2
"2020-21","Columbia County","Cedar Ridge Elementary School","Teachers","Low Poverty",65,0,0
"2020-21","Columbia County","Cedar Ridge Elementary School","Teachers","Total",65,0,0
"2020-21","Columbia County","Columbia County- All Schools","Teachers","Low Poverty",1450.1,16,1
"2020-21","Columbia County","Columbia County- All Schools","Teachers","Total",1726.9,21.8,1
"2020-21","Columbia County","Columbia Middle School","Teachers","Low Poverty",62.9,0.9,1
"2020-21","Columbia County","Columbia Middle School","Teachers","Total",62.9,0.9,1
"2020-21","Columbia County","Euchee Creek Elementary School","Teachers","Low Poverty",42,0,0
"2020-21","Columbia County","Euchee Creek Elementary School","Teachers","Total",42,0,0
"2020-21","Columbia County","Evans Elementary School","Teachers","Low Poverty",47.6,0,0
"2020-21","Columbia County","Evans Elementary School","Teachers","Total",47.6,0,0
"2020-21","Columbia County","Evans High School","Teachers","Low Poverty",99.5,2.3,2
"2020-21","Columbia County","Evans High School","Teachers","Total",99.5,2.3,2
"2020-21","Columbia County","Evans Middle School","Teachers","Low Poverty",63.8,0.2,0
"2020-21","Columbia County","Evans Middle School","Teachers","Total",63.8,0.2,0
"2020-21","Columbia County","Greenbrier Elementary School","Teachers","Low Poverty",44.3,0,0
"2020-21","Columbia County","Greenbrier Elementary School","Teachers","Total",44.3,0,0
"2020-21","Columbia County","Greenbrier High School","Teachers","Low Poverty",88.3,4.5,5
"2020-21","Columbia County","Greenbrier High School","Teachers","Total",88.3,4.5,5
"2020-21","Columbia County","Greenbrier Middle School","Teachers","Low Poverty",44,0,0
"2020-21","Columbia County","Greenbrier Middle School","Teachers","Total",44,0,0
"2020-21","Columbia County","Grovetown Elementary School","Teachers","Total",60.3,0,0
"2020-21","Columbia County","Grovetown High School","Teachers","Low Poverty",116.8,4.5,4
"2020-21","Columbia County","Grovetown High School","Teachers","Total",116.8,4.5,4
"2020-21","Columbia County","Grovetown Middle School","Teachers","Total",65,4.8,7
"2020-21","Columbia County","Harlem High School","Teachers","Low Poverty",64.2,0.7,1
"2020-21","Columbia County","Harlem High School","Teachers","Total",64.2,0.7,1
"2020-21","Columbia County","Harlem Middle School","Teachers","Low Poverty",52.3,0.3,1
"2020-21","Columbia County","Harlem Middle School","Teachers","Total",52.3,0.3,1
"2020-21","Columbia County","Lakeside High School","Teachers","Low Poverty",103.4,1.8,2
"2020-21","Columbia County","Lakeside High School","Teachers","Total",103.4,1.8,2
"2020-21","Columbia County","Lakeside Middle School","Teachers","Low Poverty",38.5,0.3,1
"2020-21","Columbia County","Lakeside Middle School","Teachers","Total",38.5,0.3,1
"2020-21","Columbia County","Lewiston Elementary School","Teachers","Low Poverty",50.4,0,0
"2020-21","Columbia County","Lewiston Elementary School","Teachers","Total",50.4,0,0
"2020-21","Columbia County","Martinez Elementary School","Teachers","Total",48,0,0
"2020-21","Columbia County","North Columbia Elementary School","Teachers","Low Poverty",27.7,0,0
"2020-21","Columbia County","North Columbia Elementary School","Teachers","Total",27.7,0,0
"2020-21","Columbia County","North Harlem Elementary School","Teachers","Total",51.3,0,0
"2020-21","Columbia County","Parkway Elementary School","Teachers","Low Poverty",42.7,0,0
"2020-21","Columbia County","Parkway Elementary School","Teachers","Total",42.7,0,0
"2020-21","Columbia County","River Ridge Elementary","Teachers","Low Poverty",52.2,0.2,0
"2020-21","Columbia County","River Ridge Elementary","Teachers","Total",52.2,0.2,0
"2020-21","Columbia County","Riverside Elementary School","Teachers","Low Poverty",46.8,0,0
"2020-21","Columbia County","Riverside Elementary School","Teachers","Total",46.8,0,0
"2020-21","Columbia County","Riverside Middle School","Teachers","Low Poverty",42.3,0.1,0
"2020-21","Columbia County","Riverside Middle School","Teachers","Total",42.3,0.1,0
"2020-21","Columbia County","South Columbia Elementary School","Teachers","Total",34.9,0,0
"2020-21","Columbia County","Stallings Island Middle School","Teachers","Low Poverty",43.1,0,0
"2020-21","Columbia County","Stallings Island Middle School","Teachers","Total",43.1,0,0
"2020-21","Columbia County","Stevens Creek Elementary School","Teachers","Low Poverty",51,0,0
"2020-21","Columbia County","Stevens Creek Elementary School","Teachers","Total",51,0,0
"2020-21","Columbia County","Westmont Elementary School","Teachers","Total",34.6,0,0
"2020-21","Commerce City","Commerce City- All Schools","Teachers","Low Poverty",36.4,3.8,11
"2020-21","Commerce City","Commerce City- All Schools","Teachers","Total",114,5.8,5
"2020-21","Commerce City","Commerce Elementary School","Teachers","Total",16.6,0.5,3
"2020-21","Commerce City","Commerce High School","Teachers","Low Poverty",35.4,3.8,11
"2020-21","Commerce City","Commerce High School","Teachers","Total",35.4,3.8,11
"2020-21","Commerce City","Commerce Middle School","Teachers","Total",31.3,1.4,5
"2020-21","Commerce City","Commerce Primary","Teachers","Total",30.7,0,0
"2020-21","Cook County","Cook County Middle School","Teachers","Total",52.9,4.9,9
"2020-21","Cook County","Cook County- All Schools","Teachers","Total",219.6,12.3,6
"2020-21","Cook County","Cook Elementary School","Teachers","Total",49.7,1.4,3
"2020-21","Cook County","Cook High School","Teachers","Total",58.1,6.1,10
