"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2019-20","Carroll County","Carroll County- All Schools","Leaders","Low Poverty",2,1,50
"2019-20","Carroll County","Carroll County- All Schools","Leaders","Total",57.5,21,37
"2019-20","Carroll County","Carroll County- All Schools","Teachers","High Poverty",1.7,1.3,80
"2019-20","Carroll County","Carroll County- All Schools","Teachers","Low Poverty",34.2,4,12
"2019-20","Carroll County","Carroll County- All Schools","Teachers","Total",892.8,299.6,34
"2019-20","Carroll County","Central Elementary School","Leaders","Not Applicable",3,1,33
"2019-20","Carroll County","Central Elementary School","Teachers","Total",66.5,12,18
"2019-20","Carroll County","Central High School","Leaders","Not Applicable",4,2,50
"2019-20","Carroll County","Central High School","Teachers","Total",62.3,26.4,42
"2019-20","Carroll County","Central Middle School","Leaders","Not Applicable",3,0,0
"2019-20","Carroll County","Central Middle School","Teachers","Total",61.9,26.9,43
"2019-20","Carroll County","Glanton-Hindsman Elementary","Leaders","Not Applicable",2,1,50
"2019-20","Carroll County","Glanton-Hindsman Elementary","Teachers","Total",34.8,14,40
"2019-20","Carroll County","Ithica Elementary","Leaders","Not Applicable",2,0,0
"2019-20","Carroll County","Ithica Elementary","Teachers","Total",41.3,14,34
"2019-20","Carroll County","KidsPeace","Leaders","High Poverty",1,1,100
"2019-20","Carroll County","KidsPeace","Teachers","High Poverty",1.7,1.3,80
"2019-20","Carroll County","KidsPeace","Teachers","Total",1.7,1.3,80
"2019-20","Carroll County","Mount Zion Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Carroll County","Mount Zion Elementary School","Teachers","Total",41.5,14,34
"2019-20","Carroll County","Mt. Zion High School","Leaders","Not Applicable",2,0,0
"2019-20","Carroll County","Mt. Zion High School","Teachers","Total",24.3,9.4,39
"2019-20","Carroll County","Mt. Zion Middle School","Leaders","Not Applicable",2,1,50
"2019-20","Carroll County","Mt. Zion Middle School","Teachers","Total",22.8,11.7,51
"2019-20","Carroll County","Providence Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Carroll County","Providence Elementary School","Teachers","Total",24,16,67
"2019-20","Carroll County","Roopville Elementary School","Leaders","Low Poverty",2,1,50
"2019-20","Carroll County","Roopville Elementary School","Teachers","Low Poverty",24.8,3.7,15
"2019-20","Carroll County","Roopville Elementary School","Teachers","Total",24.8,3.7,15
"2019-20","Carroll County","Sand Hill Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Carroll County","Sand Hill Elementary School","Teachers","Total",41.3,11,27
"2019-20","Carroll County","Sharp Creek Elementary School","Leaders","Not Applicable",2.5,1,40
"2019-20","Carroll County","Sharp Creek Elementary School","Teachers","Total",39.5,22,56
"2019-20","Carroll County","Temple Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Carroll County","Temple Elementary School","Teachers","Total",32.5,14.5,45
"2019-20","Carroll County","Temple High School","Leaders","Not Applicable",3,2,67
"2019-20","Carroll County","Temple High School","Teachers","Total",34.9,12.7,36
"2019-20","Carroll County","Temple Middle School","Leaders","Not Applicable",2,0,0
"2019-20","Carroll County","Temple Middle School","Teachers","Total",33,12.5,38
"2019-20","Carroll County","Villa Rica Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Carroll County","Villa Rica Elementary School","Teachers","Total",29,13.5,47
"2019-20","Carroll County","Villa Rica High School","Leaders","Not Applicable",5,1,20
"2019-20","Carroll County","Villa Rica High School","Teachers","Total",78.7,41.4,53
"2019-20","Carroll County","Villa Rica Middle","Leaders","Not Applicable",2,0,0
"2019-20","Carroll County","Villa Rica Middle","Teachers","Total",31.5,25.5,81
"2019-20","Carroll County","Whitesburg Elementary School","Leaders","Not Applicable",2,2,100
"2019-20","Carroll County","Whitesburg Elementary School","Teachers","Total",29.2,12,41
"2019-20","Carrollton City","Carrollton City- All Schools","Leaders","Low Poverty",5.8,2.4,40
"2019-20","Carrollton City","Carrollton City- All Schools","Leaders","Total",20.8,9.5,45
"2019-20","Carrollton City","Carrollton City- All Schools","Teachers","Low Poverty",88.2,25,28
"2019-20","Carrollton City","Carrollton City- All Schools","Teachers","Total",304.7,105.9,35
"2019-20","Carrollton City","Carrollton Elementary School","Leaders","Not Applicable",6.7,4.5,68
"2019-20","Carrollton City","Carrollton Elementary School","Teachers","Total",104.7,35,33
"2019-20","Carrollton City","Carrollton High School","Leaders","Low Poverty",5.8,2.4,40
"2019-20","Carrollton City","Carrollton High School","Teachers","Low Poverty",88.2,31,35
"2019-20","Carrollton City","Carrollton High School","Teachers","Total",88.2,31,35
"2019-20","Carrollton City","Carrollton Jr. High School","Leaders","Not Applicable",3.9,1.6,41
"2019-20","Carrollton City","Carrollton Jr. High School","Teachers","Total",44.1,22.1,50
"2019-20","Carrollton City","Carrollton Upper Elementary School","Leaders","Not Applicable",4.4,1,23
"2019-20","Carrollton City","Carrollton Upper Elementary School","Teachers","Total",67.6,34.1,50
"2019-20","Cartersville City","Cartersville City- All Schools","Leaders","Low Poverty",3.5,1,29
"2019-20","Cartersville City","Cartersville City- All Schools","Leaders","Total",10.5,2,19
"2019-20","Cartersville City","Cartersville City- All Schools","Teachers","Low Poverty",71.5,26,36
"2019-20","Cartersville City","Cartersville City- All Schools","Teachers","Total",264.2,79,30
"2019-20","Cartersville City","Cartersville Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Cartersville City","Cartersville Elementary School","Teachers","Total",56,21,38
"2019-20","Cartersville City","Cartersville High School","Leaders","Low Poverty",3.5,1,29
"2019-20","Cartersville City","Cartersville High School","Teachers","Low Poverty",71.5,29.5,41
"2019-20","Cartersville City","Cartersville High School","Teachers","Total",71.5,29.5,41
"2019-20","Cartersville City","Cartersville Middle School","Leaders","Not Applicable",3,1,33
"2019-20","Cartersville City","Cartersville Middle School","Teachers","Total",59.7,22,37
"2019-20","Cartersville City","Cartersville Primary School","Leaders","Not Applicable",2,0,0
"2019-20","Cartersville City","Cartersville Primary School","Teachers","Total",77,24,31
"2019-20","Catoosa County","Battlefield Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Catoosa County","Battlefield Elementary School","Teachers","Total",31.9,10.9,34
"2019-20","Catoosa County","Battlefield Primary","Leaders","Not Applicable",2,0,0
"2019-20","Catoosa County","Battlefield Primary","Teachers","Total",36,9.5,26
"2019-20","Catoosa County","Boynton Elementary School","Leaders","Low Poverty",2,0,0
"2019-20","Catoosa County","Boynton Elementary School","Teachers","Low Poverty",41,7.5,18
"2019-20","Catoosa County","Boynton Elementary School","Teachers","Total",41,7.5,18
"2019-20","Catoosa County","Catoosa County- All Schools","Leaders","Low Poverty",15,3,20
"2019-20","Catoosa County","Catoosa County- All Schools","Leaders","Total",39,12,31
"2019-20","Catoosa County","Catoosa County- All Schools","Teachers","Low Poverty",332.3,57.8,17
"2019-20","Catoosa County","Catoosa County- All Schools","Teachers","Total",737.6,164.2,22
"2019-20","Catoosa County","Cloud Springs Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Catoosa County","Cloud Springs Elementary School","Teachers","Total",30,17,57
"2019-20","Catoosa County","Graysville Elementary School","Leaders","Low Poverty",2,0,0
"2019-20","Catoosa County","Graysville Elementary School","Teachers","Low Poverty",34,9,26
"2019-20","Catoosa County","Graysville Elementary School","Teachers","Total",34,9,26
"2019-20","Catoosa County","Heritage High School","Leaders","Low Poverty",3,0,0
"2019-20","Catoosa County","Heritage High School","Teachers","Low Poverty",87.8,17.3,20
"2019-20","Catoosa County","Heritage High School","Teachers","Total",87.8,17.3,20
"2019-20","Catoosa County","Heritage Middle School","Leaders","Low Poverty",3,1,33
"2019-20","Catoosa County","Heritage Middle School","Teachers","Low Poverty",65.5,19.5,30
"2019-20","Catoosa County","Heritage Middle School","Teachers","Total",65.5,19.5,30
"2019-20","Catoosa County","Lakeview Middle School","Leaders","Not Applicable",3,0,0
"2019-20","Catoosa County","Lakeview Middle School","Teachers","Total",55,20,36
"2019-20","Catoosa County","Lakeview-Fort Oglethorpe High School","Leaders","Not Applicable",3,2,67
"2019-20","Catoosa County","Lakeview-Fort Oglethorpe High School","Teachers","Total",64.5,17,26
"2019-20","Catoosa County","Ringgold Elementary School","Leaders","Low Poverty",2,1,50
"2019-20","Catoosa County","Ringgold Elementary School","Teachers","Low Poverty",31,6,19
"2019-20","Catoosa County","Ringgold Elementary School","Teachers","Total",31,6,19
"2019-20","Catoosa County","Ringgold High School","Leaders","Low Poverty",3,1,33
"2019-20","Catoosa County","Ringgold High School","Teachers","Low Poverty",71,17,24
"2019-20","Catoosa County","Ringgold High School","Teachers","Total",71,17,24
"2019-20","Catoosa County","Ringgold Middle School","Leaders","Not Applicable",3,1,33
"2019-20","Catoosa County","Ringgold Middle School","Teachers","Total",54,11.5,21
"2019-20","Catoosa County","Ringgold Primary School","Leaders","Not Applicable",2,1,50
"2019-20","Catoosa County","Ringgold Primary School","Teachers","Total",36.5,10.5,29
"2019-20","Catoosa County","Tiger Creek Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Catoosa County","Tiger Creek Elementary School","Teachers","Total",36.5,15,41
"2019-20","Catoosa County","West Side Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Catoosa County","West Side Elementary School","Teachers","Total",34,6,18
"2019-20","Catoosa County","Woodstation Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Catoosa County","Woodstation Elementary School","Teachers","Total",29,5,17
"2019-20","Charlton County","Bethune Middle School","Leaders","Not Applicable",2,1,50
"2019-20","Charlton County","Bethune Middle School","Teachers","Total",35.7,14,39
"2019-20","Charlton County","Charlton County High School","Leaders","Not Applicable",2.8,1.8,64
"2019-20","Charlton County","Charlton County High School","Teachers","Total",25.4,7.4,29
"2019-20","Charlton County","Charlton County- All Schools","Leaders","Total",6.7,3.3,48
"2019-20","Charlton County","Charlton County- All Schools","Teachers","Total",106.7,25.4,24
"2019-20","Charlton County","Folkston Elementary School","Leaders","Not Applicable",1.5,0.5,33
"2019-20","Charlton County","Folkston Elementary School","Teachers","Total",33,9,27
"2019-20","Charlton County","St. George Elementary School","Leaders","Not Applicable",0.5,0,0
"2019-20","Charlton County","St. George Elementary School","Teachers","Total",12.6,1.2,10
"2019-20","Chattahoochee County","Chattahoochee County Education Center","Leaders","High Poverty",2,1,50
"2019-20","Chattahoochee County","Chattahoochee County Education Center","Teachers","High Poverty",17.3,10.3,59
"2019-20","Chattahoochee County","Chattahoochee County Education Center","Teachers","Total",17.3,10.3,59
"2019-20","Chattahoochee County","Chattahoochee County High School","Leaders","Not Applicable",1.5,0.8,50
"2019-20","Chattahoochee County","Chattahoochee County High School","Teachers","Total",25,16,64
"2019-20","Chattahoochee County","Chattahoochee County Middle School","Leaders","Not Applicable",0.5,0.3,50
"2019-20","Chattahoochee County","Chattahoochee County Middle School","Teachers","Total",9.3,7.3,78
"2019-20","Chattahoochee County","Chattahoochee County- All Schools","Leaders","High Poverty",2,1,50
"2019-20","Chattahoochee County","Chattahoochee County- All Schools","Leaders","Total",3.5,1.8,50
"2019-20","Chattahoochee County","Chattahoochee County- All Schools","Teachers","High Poverty",19,12,63
"2019-20","Chattahoochee County","Chattahoochee County- All Schools","Teachers","Total",51.5,32.5,63
"2019-20","Chattooga County","Chattooga County- All Schools","Leaders","Total",10.5,6,57
"2019-20","Chattooga County","Chattooga County- All Schools","Teachers","Total",181.3,63.3,35
"2019-20","Chattooga County","Chattooga High School","Leaders","Not Applicable",3,3,100
"2019-20","Chattooga County","Chattooga High School","Teachers","Total",44.8,19.4,43
"2019-20","Chattooga County","Leroy Massey Elementary School","Leaders","Not Applicable",3,2,67
"2019-20","Chattooga County","Leroy Massey Elementary School","Teachers","Total",57.3,22.5,39
"2019-20","Chattooga County","Lyerly Elementary School","Leaders","Not Applicable",1,0,0
"2019-20","Chattooga County","Lyerly Elementary School","Teachers","Total",24.6,5.1,21
"2019-20","Chattooga County","Menlo Elementary School","Leaders","Not Applicable",1,1,100
"2019-20","Chattooga County","Menlo Elementary School","Teachers","Total",24.7,7.7,31
"2019-20","Chattooga County","Summerville Middle School","Leaders","Not Applicable",2,0,0
"2019-20","Chattooga County","Summerville Middle School","Teachers","Total",29.9,13.7,46
"2019-20","Cherokee County","Arnold Mill Elementary School","Leaders","Low Poverty",3,0,0
"2019-20","Cherokee County","Arnold Mill Elementary School","Teachers","Low Poverty",50.5,13.5,27
"2019-20","Cherokee County","Arnold Mill Elementary School","Teachers","Total",50.5,13.5,27
"2019-20","Cherokee County","Avery Elementary School","Leaders","Low Poverty",3,1,33
"2019-20","Cherokee County","Avery Elementary School","Teachers","Low Poverty",59.8,16,27
"2019-20","Cherokee County","Avery Elementary School","Teachers","Total",59.8,16,27
"2019-20","Cherokee County","Ball Ground Elementary School","Leaders","Low Poverty",2,1,50
"2019-20","Cherokee County","Ball Ground Elementary School","Teachers","Low Poverty",41.4,18.4,44
"2019-20","Cherokee County","Ball Ground Elementary School","Teachers","Total",41.4,18.4,44
"2019-20","Cherokee County","Bascomb Elementary School","Leaders","Low Poverty",3,0,0
"2019-20","Cherokee County","Bascomb Elementary School","Teachers","Low Poverty",58.7,15,26
"2019-20","Cherokee County","Bascomb Elementary School","Teachers","Total",58.7,15,26
"2019-20","Cherokee County","Boston Elementary School","Leaders","Low Poverty",2,1,50
"2019-20","Cherokee County","Boston Elementary School","Teachers","Low Poverty",40.2,9.2,23
"2019-20","Cherokee County","Boston Elementary School","Teachers","Total",40.2,9.2,23
"2019-20","Cherokee County","Carmel Elementary School","Leaders","Not Applicable",3,2,67
"2019-20","Cherokee County","Carmel Elementary School","Teachers","Total",74,26,35
"2019-20","Cherokee County","Cherokee County- All Schools","Leaders","Low Poverty",105,38,36
"2019-20","Cherokee County","Cherokee County- All Schools","Leaders","Total",127,49,39
"2019-20","Cherokee County","Cherokee County- All Schools","Teachers","Low Poverty",2258.8,607.5,27
"2019-20","Cherokee County","Cherokee County- All Schools","Teachers","Total",2628.8,712.5,27
"2019-20","Cherokee County","Cherokee High School","Leaders","Low Poverty",6.5,2,31
"2019-20","Cherokee County","Cherokee High School","Teachers","Low Poverty",156.2,44,28
"2019-20","Cherokee County","Cherokee High School","Teachers","Total",156.2,44,28
"2019-20","Cherokee County","Clark Creek Elementary School","Leaders","Low Poverty",4,1,25
"2019-20","Cherokee County","Clark Creek Elementary School","Teachers","Low Poverty",88,55,63
"2019-20","Cherokee County","Clark Creek Elementary School","Teachers","Total",88,55,63
"2019-20","Cherokee County","Clayton Elementary School","Leaders","Low Poverty",1,0,0
"2019-20","Cherokee County","Clayton Elementary School","Teachers","Low Poverty",19.2,11.2,58
"2019-20","Cherokee County","Clayton Elementary School","Teachers","Total",19.2,11.2,58
"2019-20","Cherokee County","Creekland Middle School","Leaders","Low Poverty",4,3,75
"2019-20","Cherokee County","Creekland Middle School","Teachers","Low Poverty",89,26,29
"2019-20","Cherokee County","Creekland Middle School","Teachers","Total",89,26,29
"2019-20","Cherokee County","Creekview High School","Leaders","Low Poverty",4.5,1,22
"2019-20","Cherokee County","Creekview High School","Teachers","Low Poverty",113,34,30
"2019-20","Cherokee County","Creekview High School","Teachers","Total",113,34,30
"2019-20","Cherokee County","Dean Rusk Middle School","Leaders","Low Poverty",4,1,25
"2019-20","Cherokee County","Dean Rusk Middle School","Teachers","Low Poverty",96.4,26,27
"2019-20","Cherokee County","Dean Rusk Middle School","Teachers","Total",96.4,26,27
"2019-20","Cherokee County","E. T. Booth Middle School","Leaders","Low Poverty",5,1,20
"2019-20","Cherokee County","E. T. Booth Middle School","Teachers","Low Poverty",106.5,45.5,43
"2019-20","Cherokee County","E. T. Booth Middle School","Teachers","Total",106.5,45.5,43
"2019-20","Cherokee County","Etowah High School","Leaders","Low Poverty",5.5,5.5,100
"2019-20","Cherokee County","Etowah High School","Teachers","Low Poverty",128.9,40,31
"2019-20","Cherokee County","Etowah High School","Teachers","Total",128.9,40,31
"2019-20","Cherokee County","Free Home Elementary School","Leaders","Low Poverty",1,0,0
"2019-20","Cherokee County","Free Home Elementary School","Teachers","Low Poverty",22.2,6.7,30
"2019-20","Cherokee County","Free Home Elementary School","Teachers","Total",22.2,6.7,30
"2019-20","Cherokee County","Freedom Middle School","Leaders","Low Poverty",3,1,33
"2019-20","Cherokee County","Freedom Middle School","Teachers","Low Poverty",69.3,16,23
"2019-20","Cherokee County","Freedom Middle School","Teachers","Total",69.3,16,23
"2019-20","Cherokee County","Hickory Flat Elementary School","Leaders","Low Poverty",2,1,50
"2019-20","Cherokee County","Hickory Flat Elementary School","Teachers","Low Poverty",43,19,44
"2019-20","Cherokee County","Hickory Flat Elementary School","Teachers","Total",43,19,44
"2019-20","Cherokee County","Holly Springs Elementary School","Leaders","Low Poverty",3,1,33
"2019-20","Cherokee County","Holly Springs Elementary School","Teachers","Low Poverty",50,28,56
"2019-20","Cherokee County","Holly Springs Elementary School","Teachers","Total",50,28,56
"2019-20","Cherokee County","Indian Knoll Elementary","Leaders","Low Poverty",3,1,33
"2019-20","Cherokee County","Indian Knoll Elementary","Teachers","Low Poverty",56,8,14
"2019-20","Cherokee County","Indian Knoll Elementary","Teachers","Total",56,8,14
"2019-20","Cherokee County","J. Knox Elementary","Leaders","Low Poverty",3,1,33
"2019-20","Cherokee County","J. Knox Elementary","Teachers","Low Poverty",64,32,50
"2019-20","Cherokee County","J. Knox Elementary","Teachers","Total",64,32,50
"2019-20","Cherokee County","Johnston Elementary School","Leaders","Low Poverty",2,0,0
"2019-20","Cherokee County","Johnston Elementary School","Teachers","Low Poverty",40.5,16.5,41
"2019-20","Cherokee County","Johnston Elementary School","Teachers","Total",40.5,16.5,41
"2019-20","Cherokee County","Liberty Elementary School","Leaders","Low Poverty",3,0,0
"2019-20","Cherokee County","Liberty Elementary School","Teachers","Low Poverty",67,15,22
"2019-20","Cherokee County","Liberty Elementary School","Teachers","Total",67,15,22
"2019-20","Cherokee County","Little River Elem.","Leaders","Low Poverty",4,0,0
"2019-20","Cherokee County","Little River Elem.","Teachers","Low Poverty",85,31,36
"2019-20","Cherokee County","Little River Elem.","Teachers","Total",85,31,36
"2019-20","Cherokee County","Macedonia Elementary School","Leaders","Low Poverty",3,0,0
"2019-20","Cherokee County","Macedonia Elementary School","Teachers","Low Poverty",45.5,10.5,23
"2019-20","Cherokee County","Macedonia Elementary School","Teachers","Total",45.5,10.5,23
"2019-20","Cherokee County","Mill Creek Middle School","Leaders","Low Poverty",4,0,0
"2019-20","Cherokee County","Mill Creek Middle School","Teachers","Low Poverty",88.5,35,40
"2019-20","Cherokee County","Mill Creek Middle School","Teachers","Total",88.5,35,40
"2019-20","Cherokee County","Mountain Road Elementary School","Leaders","Low Poverty",2,1,50
"2019-20","Cherokee County","Mountain Road Elementary School","Teachers","Low Poverty",31.1,13.5,43
"2019-20","Cherokee County","Mountain Road Elementary School","Teachers","Total",31.1,13.5,43
"2019-20","Cherokee County","Oak Grove Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Cherokee County","Oak Grove Elementary School","Teachers","Total",42.4,19,45
"2019-20","Cherokee County","R. M. Moore Elementary School","Leaders","Not Applicable",3,3,100
"2019-20","Cherokee County","R. M. Moore Elementary School","Teachers","Total",68.8,51,74
"2019-20","Cherokee County","River Ridge High School","Leaders","Low Poverty",4.5,2.5,56
"2019-20","Cherokee County","River Ridge High School","Teachers","Low Poverty",107,45,42
"2019-20","Cherokee County","River Ridge High School","Teachers","Total",107,45,42
"2019-20","Cherokee County","Sequoyah High School","Leaders","Low Poverty",4.5,3,67
"2019-20","Cherokee County","Sequoyah High School","Teachers","Low Poverty",110.1,32.5,30
"2019-20","Cherokee County","Sequoyah High School","Teachers","Total",110.1,32.5,30
"2019-20","Cherokee County","Sixes Elementary School","Leaders","Low Poverty",3,0,0
"2019-20","Cherokee County","Sixes Elementary School","Teachers","Low Poverty",50,18,36
"2019-20","Cherokee County","Sixes Elementary School","Teachers","Total",50,18,36
"2019-20","Cherokee County","Teasley Middle School","Leaders","Not Applicable",4,1,25
"2019-20","Cherokee County","Teasley Middle School","Teachers","Total",109,27,25
"2019-20","Cherokee County","William G. Hasty, Sr. Elementary School","Leaders","Not Applicable",3,2,67
"2019-20","Cherokee County","William G. Hasty, Sr. Elementary School","Teachers","Total",77.3,33.3,43
"2019-20","Cherokee County","Woodstock Elementary School","Leaders","Low Poverty",3,2,67
"2019-20","Cherokee County","Woodstock Elementary School","Teachers","Low Poverty",76.5,23,30
"2019-20","Cherokee County","Woodstock Elementary School","Teachers","Total",76.5,23,30
"2019-20","Cherokee County","Woodstock High School","Leaders","Low Poverty",5.5,4,73
"2019-20","Cherokee County","Woodstock High School","Teachers","Low Poverty",129.1,38,29
"2019-20","Cherokee County","Woodstock High School","Teachers","Total",129.1,38,29
"2019-20","Cherokee County","Woodstock Middle School","Leaders","Low Poverty",4,3,75
"2019-20","Cherokee County","Woodstock Middle School","Teachers","Low Poverty",74.9,30,40
"2019-20","Cherokee County","Woodstock Middle School","Teachers","Total",74.9,30,40
"2019-20","Chickamauga City","Chickamauga City- All Schools","Leaders","Low Poverty",4.8,1.4,28
"2019-20","Chickamauga City","Chickamauga City- All Schools","Leaders","Total",4.8,1.4,28
"2019-20","Chickamauga City","Chickamauga City- All Schools","Teachers","Low Poverty",79.5,12.5,16
"2019-20","Chickamauga City","Chickamauga City- All Schools","Teachers","Total",79.5,12.5,16
"2019-20","Chickamauga City","Chickamauga Elementary School","Leaders","Low Poverty",1.4,0.4,29
"2019-20","Chickamauga City","Chickamauga Elementary School","Teachers","Low Poverty",30.5,3.5,11
"2019-20","Chickamauga City","Chickamauga Elementary School","Teachers","Total",30.5,3.5,11
"2019-20","Chickamauga City","Gordon Lee High School","Leaders","Low Poverty",2,1,49
"2019-20","Chickamauga City","Gordon Lee High School","Teachers","Low Poverty",27.4,7,26
"2019-20","Chickamauga City","Gordon Lee High School","Teachers","Total",27.4,7,26
"2019-20","Chickamauga City","Gordon Lee Middle School","Leaders","Low Poverty",1.5,0,0
"2019-20","Chickamauga City","Gordon Lee Middle School","Teachers","Low Poverty",21.6,4.5,21
"2019-20","Chickamauga City","Gordon Lee Middle School","Teachers","Total",21.6,4.5,21
"2019-20","Clarke County","Alps Road Elementary School","Leaders","Not Applicable",2,2,100
"2019-20","Clarke County","Alps Road Elementary School","Teachers","Total",32,23,72
"2019-20","Clarke County","Barnett Shoals Elementary School","Leaders","Not Applicable",1.8,0.8,45
"2019-20","Clarke County","Barnett Shoals Elementary School","Teachers","Total",49,20,41
"2019-20","Clarke County","Barrow Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Clarke County","Barrow Elementary School","Teachers","Total",45,13,29
"2019-20","Clarke County","Burney-Harris-Lyons Middle School","Leaders","Not Applicable",2,2,100
"2019-20","Clarke County","Burney-Harris-Lyons Middle School","Teachers","Total",51.2,31,61
"2019-20","Clarke County","Cedar Shoals High School","Leaders","Not Applicable",4,3,75
"2019-20","Clarke County","Cedar Shoals High School","Teachers","Total",99.8,45.8,46
"2019-20","Clarke County","Chase Street Elementary School","Leaders","Not Applicable",1.9,1.7,87
"2019-20","Clarke County","Chase Street Elementary School","Teachers","Total",41.4,15.4,37
"2019-20","Clarke County","Clarke Central High School","Leaders","Not Applicable",4.8,3.8,79
"2019-20","Clarke County","Clarke Central High School","Teachers","Total",106.6,48.1,45
"2019-20","Clarke County","Clarke County- All Schools","Leaders","Total",45.7,25.5,56
"2019-20","Clarke County","Clarke County- All Schools","Teachers","Total",1046.1,439.5,42
"2019-20","Clarke County","Clarke Middle School","Leaders","Not Applicable",2,1,50
"2019-20","Clarke County","Clarke Middle School","Teachers","Total",62,36,58
"2019-20","Clarke County","Classic City High School","Leaders","Not Applicable",1,0,0
"2019-20","Clarke County","Classic City High School","Teachers","Total",5,2,40
"2019-20","Clarke County","Cleveland Road Elementary School","Leaders","Not Applicable",2,1.5,75
"2019-20","Clarke County","Cleveland Road Elementary School","Teachers","Total",28.5,14,49
"2019-20","Clarke County","Coile Middle School","Leaders","Not Applicable",2,0,0
"2019-20","Clarke County","Coile Middle School","Teachers","Total",51.2,32,62
"2019-20","Clarke County","Fowler Drive Elementary School","Leaders","Not Applicable",1.7,1.8,100
"2019-20","Clarke County","Fowler Drive Elementary School","Teachers","Total",42,23,55
"2019-20","Clarke County","Gaines Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Clarke County","Gaines Elementary School","Teachers","Total",49,27,55
"2019-20","Clarke County","Hilsman Middle School","Leaders","Not Applicable",2,2,100
"2019-20","Clarke County","Hilsman Middle School","Teachers","Total",55.5,31,56
"2019-20","Clarke County","Howard B. Stroud Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Clarke County","Howard B. Stroud Elementary School","Teachers","Total",39,15,38
"2019-20","Clarke County","Judia Jackson Harris Elementary","Leaders","Not Applicable",2,1,50
"2019-20","Clarke County","Judia Jackson Harris Elementary","Teachers","Total",42.4,25,59
"2019-20","Clarke County","Oglethorpe Avenue Elementary School","Leaders","Not Applicable",2,2,100
"2019-20","Clarke County","Oglethorpe Avenue Elementary School","Teachers","Total",54,21,39
"2019-20","Clarke County","Timothy Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Clarke County","Timothy Elementary School","Teachers","Total",46,14.5,32
"2019-20","Clarke County","Whit Davis Road Elementary School","Leaders","Not Applicable",2,2,100
"2019-20","Clarke County","Whit Davis Road Elementary School","Teachers","Total",43,14,33
"2019-20","Clarke County","Whitehead Road Elementary School","Leaders","Not Applicable",2.5,0,0
"2019-20","Clarke County","Whitehead Road Elementary School","Teachers","Total",61.5,18,29
"2019-20","Clarke County","Winterville Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Clarke County","Winterville Elementary School","Teachers","Total",42,23,55
"2019-20","Clay County","Clay County Elementary","Leaders","High Poverty",1.5,0,0
"2019-20","Clay County","Clay County Elementary","Teachers","High Poverty",10.9,3,28
"2019-20","Clay County","Clay County Elementary","Teachers","Total",10.9,3,28
"2019-20","Clay County","Clay County Middle School","Leaders","High Poverty",1.5,0,0
"2019-20","Clay County","Clay County Middle School","Teachers","High Poverty",7.4,4.4,59
"2019-20","Clay County","Clay County Middle School","Teachers","Total",7.4,4.4,59
"2019-20","Clay County","Clay County- All Schools","Leaders","High Poverty",3,0,0
"2019-20","Clay County","Clay County- All Schools","Leaders","Total",2.5,0,0
"2019-20","Clay County","Clay County- All Schools","Teachers","High Poverty",18.2,7,38
"2019-20","Clay County","Clay County- All Schools","Teachers","Total",18.2,7,38
"2019-20","Clayton County","7 Pillars Career Academy","Leaders","Not Applicable",0.3,0.3,100
"2019-20","Clayton County","7 Pillars Career Academy","Teachers","Total",3,3,75
"2019-20","Clayton County","Adamson Middle School","Leaders","High Poverty",3,1,33
"2019-20","Clayton County","Adamson Middle School","Teachers","High Poverty",37,12,32
"2019-20","Clayton County","Adamson Middle School","Teachers","Total",37,12,32
"2019-20","Clayton County","Anderson Elementary School","Leaders","High Poverty",2,0,0
"2019-20","Clayton County","Anderson Elementary School","Teachers","High Poverty",35,21,60
"2019-20","Clayton County","Anderson Elementary School","Teachers","Total",35,21,60
"2019-20","Clayton County","Arnold Elementary School","Leaders","High Poverty",2,1,50
"2019-20","Clayton County","Arnold Elementary School","Teachers","High Poverty",29.5,6,20
"2019-20","Clayton County","Arnold Elementary School","Teachers","Total",29.5,6,20
"2019-20","Clayton County","Babb Middle School","Leaders","High Poverty",4,1,25
"2019-20","Clayton County","Babb Middle School","Teachers","High Poverty",55.5,24.5,44
"2019-20","Clayton County","Babb Middle School","Teachers","Total",55.5,24.5,44
"2019-20","Clayton County","Brown Elementary School","Leaders","High Poverty",3,1,33
