"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2018-19","Cobb County","Hendricks Elementary School","Teachers","Total",47,8.8,19
"2018-19","Cobb County","Hightower Trail Middle School","Teachers","Low Poverty",82,1.5,2
"2018-19","Cobb County","Hightower Trail Middle School","Teachers","Total",82,1.5,2
"2018-19","Cobb County","Hillgrove High School","Teachers","Low Poverty",222.7,19.8,9
"2018-19","Cobb County","Hillgrove High School","Teachers","Total",222.7,19.8,9
"2018-19","Cobb County","Hollydale Elementary School","Teachers","Total",53.5,1.7,3
"2018-19","Cobb County","Keheley Elementary School","Teachers","Low Poverty",34.5,2.7,8
"2018-19","Cobb County","Keheley Elementary School","Teachers","Total",34.5,2.7,8
"2018-19","Cobb County","Kell High School","Teachers","Low Poverty",161.5,19.3,12
"2018-19","Cobb County","Kell High School","Teachers","Total",161.5,19.3,12
"2018-19","Cobb County","Kemp Elementary School","Teachers","Low Poverty",64,2.9,4
"2018-19","Cobb County","Kemp Elementary School","Teachers","Total",64,2.9,4
"2018-19","Cobb County","Kennesaw Charter School","Teachers","Low Poverty",38,2.4,6
"2018-19","Cobb County","Kennesaw Charter School","Teachers","Total",38,2.4,6
"2018-19","Cobb County","Kennesaw Elementary School","Teachers","Total",44.5,2.8,6
"2018-19","Cobb County","Kennesaw Mountain High School","Teachers","Low Poverty",216.5,20.7,10
"2018-19","Cobb County","Kennesaw Mountain High School","Teachers","Total",216.5,20.7,10
"2018-19","Cobb County","Kincaid Elementary School","Teachers","Low Poverty",49.5,3.6,7
"2018-19","Cobb County","Kincaid Elementary School","Teachers","Total",49.5,3.6,7
"2018-19","Cobb County","King Springs Elementary School","Teachers","Low Poverty",69,2.5,4
"2018-19","Cobb County","King Springs Elementary School","Teachers","Total",69,2.5,4
"2018-19","Cobb County","LaBelle Elementary School","Teachers","Total",41,6.8,17
"2018-19","Cobb County","Lassiter High School","Teachers","Low Poverty",191,15.8,8
"2018-19","Cobb County","Lassiter High School","Teachers","Total",191,15.8,8
"2018-19","Cobb County","Lewis Elementary School","Teachers","Low Poverty",42.5,4.1,10
"2018-19","Cobb County","Lewis Elementary School","Teachers","Total",42.5,4.1,10
"2018-19","Cobb County","Lindley 6th Grade Academy","Teachers","Total",41,11.5,28
"2018-19","Cobb County","Lindley Middle School","Teachers","Total",86,19.9,23
"2018-19","Cobb County","Lost Mountain Middle School","Teachers","Low Poverty",72.7,6.7,9
"2018-19","Cobb County","Lost Mountain Middle School","Teachers","Total",72.7,6.7,9
"2018-19","Cobb County","Lovinggood Middle School","Teachers","Low Poverty",92,11.7,13
"2018-19","Cobb County","Lovinggood Middle School","Teachers","Total",92,11.7,13
"2018-19","Cobb County","Mableton Elementary School","Teachers","Total",79.5,3.5,4
"2018-19","Cobb County","Mabry Middle School","Teachers","Low Poverty",57,3.8,7
"2018-19","Cobb County","Mabry Middle School","Teachers","Total",57,3.8,7
"2018-19","Cobb County","McCall Primary School","Teachers","Total",27.5,3.7,13
"2018-19","Cobb County","McCleskey Middle School","Teachers","Low Poverty",56.5,3.8,7
"2018-19","Cobb County","McCleskey Middle School","Teachers","Total",56.5,3.8,7
"2018-19","Cobb County","McClure Middle School","Teachers","Low Poverty",89.5,8.2,9
"2018-19","Cobb County","McClure Middle School","Teachers","Total",89.5,8.2,9
"2018-19","Cobb County","McEachern High School","Teachers","Total",176.7,18.9,11
"2018-19","Cobb County","Milford Elementary School","Teachers","Total",42,2.8,7
"2018-19","Cobb County","Mount Bethel Elementary School","Teachers","Low Poverty",68.8,2.6,4
"2018-19","Cobb County","Mount Bethel Elementary School","Teachers","Total",68.8,2.6,4
"2018-19","Cobb County","Mountain View Elementary School","Teachers","Low Poverty",57,5.1,9
"2018-19","Cobb County","Mountain View Elementary School","Teachers","Total",57,5.1,9
"2018-19","Cobb County","Murdock Elementary School","Teachers","Low Poverty",63.5,2.9,4
"2018-19","Cobb County","Murdock Elementary School","Teachers","Total",63.5,2.9,4
"2018-19","Cobb County","Nicholson Elementary School","Teachers","Low Poverty",44.5,0.8,2
"2018-19","Cobb County","Nicholson Elementary School","Teachers","Total",44.5,0.8,2
"2018-19","Cobb County","Nickajack Elementary School","Teachers","Low Poverty",82,14.3,17
"2018-19","Cobb County","Nickajack Elementary School","Teachers","Total",82,14.3,17
"2018-19","Cobb County","North Cobb High School","Teachers","Low Poverty",215,21.7,10
"2018-19","Cobb County","North Cobb High School","Teachers","Total",215,21.7,10
"2018-19","Cobb County","Norton Park Elementary School","Teachers","Total",70,3.2,5
"2018-19","Cobb County","Osborne High School","Teachers","Total",146.2,27.8,19
"2018-19","Cobb County","Palmer Middle School","Teachers","Low Poverty",69,5,7
"2018-19","Cobb County","Palmer Middle School","Teachers","Total",69,5,7
"2018-19","Cobb County","Pebblebrook High School","Teachers","Total",206,30.2,15
"2018-19","Cobb County","Pickett's Mill Elementary","Teachers","Low Poverty",48,3,6
"2018-19","Cobb County","Pickett's Mill Elementary","Teachers","Total",48,3,6
"2018-19","Cobb County","Pine Mountain Middle School","Teachers","Low Poverty",56,6.9,12
"2018-19","Cobb County","Pine Mountain Middle School","Teachers","Total",56,6.9,12
"2018-19","Cobb County","Pitner Elementary School","Teachers","Total",60.5,1.9,3
"2018-19","Cobb County","Pope High School","Teachers","Low Poverty",196.5,17.1,9
"2018-19","Cobb County","Pope High School","Teachers","Total",196.5,17.1,9
"2018-19","Cobb County","Powder Springs Elementary School","Teachers","Total",54,6.4,12
"2018-19","Cobb County","Powers Ferry Elementary School","Teachers","Total",39,5.5,14
"2018-19","Cobb County","Riverside Intermediate School","Teachers","High Poverty",101,51.5,51
"2018-19","Cobb County","Riverside Intermediate School","Teachers","Total",101,51.5,51
"2018-19","Cobb County","Riverside Primary School","Teachers","High Poverty",46,5.8,13
"2018-19","Cobb County","Riverside Primary School","Teachers","Total",46,5.8,13
"2018-19","Cobb County","Rocky Mount Elementary School","Teachers","Low Poverty",38.5,2.4,6
"2018-19","Cobb County","Rocky Mount Elementary School","Teachers","Total",38.5,2.4,6
"2018-19","Cobb County","Russell Elementary School","Teachers","Total",53,4.8,9
"2018-19","Cobb County","Sanders Elementary School","Teachers","Total",53.5,6,11
"2018-19","Cobb County","Sedalia Park Elementary School","Teachers","Total",59.5,6.2,10
"2018-19","Cobb County","Shallowford Falls Elementary School","Teachers","Low Poverty",54.5,4.1,7
"2018-19","Cobb County","Shallowford Falls Elementary School","Teachers","Total",54.5,4.1,7
"2018-19","Cobb County","Simpson Middle School","Teachers","Low Poverty",57.5,4.8,8
"2018-19","Cobb County","Simpson Middle School","Teachers","Total",57.5,4.8,8
"2018-19","Cobb County","Smitha Middle School","Teachers","Total",74.5,15,20
"2018-19","Cobb County","Smyrna Elementary School","Teachers","Total",72.5,6.6,9
"2018-19","Cobb County","Sope Creek Elementary School","Teachers","Low Poverty",75,6.3,8
"2018-19","Cobb County","Sope Creek Elementary School","Teachers","Total",75,6.3,8
"2018-19","Cobb County","South Cobb High School","Teachers","Total",157.7,20.1,13
"2018-19","Cobb County","Sprayberry High School","Teachers","Low Poverty",150.2,20.8,14
"2018-19","Cobb County","Sprayberry High School","Teachers","Total",150.2,20.8,14
"2018-19","Cobb County","Still Elementary School","Teachers","Low Poverty",55.5,11.8,21
"2018-19","Cobb County","Still Elementary School","Teachers","Total",55.5,11.8,21
"2018-19","Cobb County","Tapp Middle School","Teachers","Total",53.5,14.7,27
"2018-19","Cobb County","Teasley Elementary School","Teachers","Low Poverty",66.7,4.4,7
"2018-19","Cobb County","Teasley Elementary School","Teachers","Total",66.7,4.4,7
"2018-19","Cobb County","Timber Ridge Elementary School","Teachers","Low Poverty",40,1.6,4
"2018-19","Cobb County","Timber Ridge Elementary School","Teachers","Total",40,1.6,4
"2018-19","Cobb County","Tritt Elementary School","Teachers","Low Poverty",61,2.5,4
"2018-19","Cobb County","Tritt Elementary School","Teachers","Total",61,2.5,4
"2018-19","Cobb County","Varner Elementary School","Teachers","Total",55.5,6.2,11
"2018-19","Cobb County","Vaughan Elementary School","Teachers","Low Poverty",56.8,1.9,3
"2018-19","Cobb County","Vaughan Elementary School","Teachers","Total",56.8,1.9,3
"2018-19","Cobb County","Walton High School","Teachers","Low Poverty",231.7,9.2,4
"2018-19","Cobb County","Walton High School","Teachers","Total",231.7,9.2,4
"2018-19","Cobb County","Wheeler High School","Teachers","Low Poverty",212,22.3,11
"2018-19","Cobb County","Wheeler High School","Teachers","Total",212,22.3,11
"2018-19","Coffee County","Ambrose Elementary School","Teachers","High Poverty",31.5,7.5,24
"2018-19","Coffee County","Ambrose Elementary School","Teachers","Total",31.5,7.5,24
"2018-19","Coffee County","Broxton-Mary Hayes Elementary","Teachers","Total",24.6,5.1,21
"2018-19","Coffee County","Coffee County High School","Teachers","Total",121,14.2,12
"2018-19","Coffee County","Coffee County- All Schools","Teachers","High Poverty",285.2,43.8,15
"2018-19","Coffee County","Coffee County- All Schools","Teachers","Total",571.1,87.1,15
"2018-19","Coffee County","Coffee Middle School","Teachers","High Poverty",110.5,11.7,11
"2018-19","Coffee County","Coffee Middle School","Teachers","Total",110.5,11.7,11
"2018-19","Coffee County","Eastside Elementary School","Teachers","High Poverty",45.6,3.7,8
"2018-19","Coffee County","Eastside Elementary School","Teachers","Total",45.6,3.7,8
"2018-19","Coffee County","George Washington Carver Freshman Campus","Teachers","Total",41.2,4.5,11
"2018-19","Coffee County","Indian Creek Elementary","Teachers","Total",47.5,15.6,33
"2018-19","Coffee County","Nicholls Elementary School","Teachers","Total",24.3,1.9,8
"2018-19","Coffee County","Satilla Elementary School","Teachers","High Poverty",37.8,6.8,18
"2018-19","Coffee County","Satilla Elementary School","Teachers","Total",37.8,6.8,18
"2018-19","Coffee County","West Green Elementary School","Teachers","Total",23.6,3.7,16
"2018-19","Coffee County","Westside Elementary School","Teachers","High Poverty",47,8,17
"2018-19","Coffee County","Westside Elementary School","Teachers","Total",47,8,17
"2018-19","Coffee County","Wiregrass Regional College and Career Academy","Teachers","Total",16.7,4.4,27
"2018-19","Colquitt County","CA Gray Junior High School","Teachers","High Poverty",154,21.4,14
"2018-19","Colquitt County","CA Gray Junior High School","Teachers","Total",154,21.4,14
"2018-19","Colquitt County","Colquitt County Achievement Center","Teachers","High Poverty",13.8,7.6,55
"2018-19","Colquitt County","Colquitt County Achievement Center","Teachers","Total",13.8,7.6,55
"2018-19","Colquitt County","Colquitt County High School","Teachers","High Poverty",196,35.7,18
"2018-19","Colquitt County","Colquitt County High School","Teachers","Total",196,35.7,18
"2018-19","Colquitt County","Colquitt County- All Schools","Teachers","High Poverty",966.2,125.4,13
"2018-19","Colquitt County","Colquitt County- All Schools","Teachers","Total",966.2,125.4,13
"2018-19","Colquitt County","Cox Elementary School","Teachers","High Poverty",54,7.5,14
"2018-19","Colquitt County","Cox Elementary School","Teachers","Total",54,7.5,14
"2018-19","Colquitt County","Doerun Elementary School","Teachers","High Poverty",35.4,6.6,19
"2018-19","Colquitt County","Doerun Elementary School","Teachers","Total",35.4,6.6,19
"2018-19","Colquitt County","Funston Elementary School","Teachers","High Poverty",43.4,2.2,5
"2018-19","Colquitt County","Funston Elementary School","Teachers","Total",43.4,2.2,5
"2018-19","Colquitt County","Hamilton Elementary School","Teachers","High Poverty",32,0.3,1
"2018-19","Colquitt County","Hamilton Elementary School","Teachers","Total",32,0.3,1
"2018-19","Colquitt County","Norman Park Elementary School","Teachers","High Poverty",56,4.1,7
"2018-19","Colquitt County","Norman Park Elementary School","Teachers","Total",56,4.1,7
"2018-19","Colquitt County","Odom Elementary School","Teachers","High Poverty",54.5,4.7,9
"2018-19","Colquitt County","Odom Elementary School","Teachers","Total",54.5,4.7,9
"2018-19","Colquitt County","Okapilco Elementary School","Teachers","High Poverty",53.6,7,13
"2018-19","Colquitt County","Okapilco Elementary School","Teachers","Total",53.6,7,13
"2018-19","Colquitt County","Stringfellow Elementary School","Teachers","High Poverty",35.4,4.6,13
"2018-19","Colquitt County","Stringfellow Elementary School","Teachers","Total",35.4,4.6,13
"2018-19","Colquitt County","Sunset Elementary School","Teachers","High Poverty",58.5,5.4,9
"2018-19","Colquitt County","Sunset Elementary School","Teachers","Total",58.5,5.4,9
"2018-19","Colquitt County","Willie J. Williams Middle School","Teachers","High Poverty",129.7,17,13
"2018-19","Colquitt County","Willie J. Williams Middle School","Teachers","Total",129.7,17,13
"2018-19","Colquitt County","Wright Elementary School","Teachers","High Poverty",50,1.5,3
"2018-19","Colquitt County","Wright Elementary School","Teachers","Total",50,1.5,3
"2018-19","Columbia County","Baker Place Elementary","Teachers","Low Poverty",95,3.3,3
"2018-19","Columbia County","Baker Place Elementary","Teachers","Total",95,3.3,3
"2018-19","Columbia County","Blue Ridge Elementary School","Teachers","Low Poverty",69.2,4.5,7
"2018-19","Columbia County","Blue Ridge Elementary School","Teachers","Total",69.2,4.5,7
"2018-19","Columbia County","Brookwood Elementary School","Teachers","Total",75.8,2.7,4
"2018-19","Columbia County","Cedar Ridge Elementary School","Teachers","Low Poverty",135,4,3
"2018-19","Columbia County","Cedar Ridge Elementary School","Teachers","Total",135,4,3
"2018-19","Columbia County","Columbia County- All Schools","Teachers","Low Poverty",2550.1,159.8,6
"2018-19","Columbia County","Columbia County- All Schools","Teachers","Total",2920.2,175.3,6
"2018-19","Columbia County","Columbia Middle School","Teachers","Low Poverty",98.6,7.3,7
"2018-19","Columbia County","Columbia Middle School","Teachers","Total",98.6,7.3,7
"2018-19","Columbia County","Euchee Creek Elementary School","Teachers","Total",71.5,2.9,4
"2018-19","Columbia County","Evans Elementary School","Teachers","Low Poverty",77.2,5.4,7
"2018-19","Columbia County","Evans Elementary School","Teachers","Total",77.2,5.4,7
"2018-19","Columbia County","Evans High School","Teachers","Low Poverty",158.2,15.5,10
"2018-19","Columbia County","Evans High School","Teachers","Total",158.2,15.5,10
"2018-19","Columbia County","Evans Middle School","Teachers","Low Poverty",101,10.1,10
"2018-19","Columbia County","Evans Middle School","Teachers","Total",101,10.1,10
"2018-19","Columbia County","Greenbrier Elementary School","Teachers","Low Poverty",60.8,2,3
"2018-19","Columbia County","Greenbrier Elementary School","Teachers","Total",60.8,2,3
"2018-19","Columbia County","Greenbrier High School","Teachers","Low Poverty",166.3,12.3,7
"2018-19","Columbia County","Greenbrier High School","Teachers","Total",166.3,12.3,7
"2018-19","Columbia County","Greenbrier Middle School","Teachers","Low Poverty",57.1,3,5
"2018-19","Columbia County","Greenbrier Middle School","Teachers","Total",57.1,3,5
"2018-19","Columbia County","Grovetown Elementary School","Teachers","Total",92.6,4.5,5
"2018-19","Columbia County","Grovetown High School","Teachers","Low Poverty",199.2,13.4,7
"2018-19","Columbia County","Grovetown High School","Teachers","Total",199.2,13.4,7
"2018-19","Columbia County","Grovetown Middle School","Teachers","Total",105.5,12,11
"2018-19","Columbia County","Harlem High School","Teachers","Low Poverty",119.5,7.3,6
"2018-19","Columbia County","Harlem High School","Teachers","Total",119.5,7.3,6
"2018-19","Columbia County","Harlem Middle School","Teachers","Low Poverty",82.6,5,6
"2018-19","Columbia County","Harlem Middle School","Teachers","Total",82.6,5,6
"2018-19","Columbia County","Lakeside High School","Teachers","Low Poverty",189.8,10.2,5
"2018-19","Columbia County","Lakeside High School","Teachers","Total",189.8,10.2,5
"2018-19","Columbia County","Lakeside Middle School","Teachers","Total",81.1,6.8,8
"2018-19","Columbia County","Lewiston Elementary School","Teachers","Low Poverty",75.3,2.6,3
"2018-19","Columbia County","Lewiston Elementary School","Teachers","Total",75.3,2.6,3
"2018-19","Columbia County","Martinez Elementary School","Teachers","Total",88.5,3.6,4
"2018-19","Columbia County","North Columbia Elementary School","Teachers","Low Poverty",38.3,1.2,3
"2018-19","Columbia County","North Columbia Elementary School","Teachers","Total",38.3,1.2,3
"2018-19","Columbia County","North Harlem Elementary School","Teachers","Total",103,6.2,6
"2018-19","Columbia County","Parkway Elementary School","Teachers","Low Poverty",67.3,2.1,3
"2018-19","Columbia County","Parkway Elementary School","Teachers","Total",67.3,2.1,3
"2018-19","Columbia County","River Ridge Elementary","Teachers","Low Poverty",60.8,1.9,3
"2018-19","Columbia County","River Ridge Elementary","Teachers","Total",60.8,1.9,3
"2018-19","Columbia County","Riverside Elementary School","Teachers","Low Poverty",66.7,4.5,7
"2018-19","Columbia County","Riverside Elementary School","Teachers","Total",66.7,4.5,7
"2018-19","Columbia County","Riverside Middle School","Teachers","Low Poverty",71.4,6.2,9
"2018-19","Columbia County","Riverside Middle School","Teachers","Total",71.4,6.2,9
"2018-19","Columbia County","South Columbia Elementary School","Teachers","Total",76,2.3,3
"2018-19","Columbia County","Stallings Island Middle School","Teachers","Low Poverty",65.5,8.9,14
"2018-19","Columbia County","Stallings Island Middle School","Teachers","Total",65.5,8.9,14
"2018-19","Columbia County","Stevens Creek Elementary School","Teachers","Low Poverty",96.5,2,2
"2018-19","Columbia County","Stevens Creek Elementary School","Teachers","Total",96.5,2,2
"2018-19","Columbia County","Westmont Elementary School","Teachers","Total",75.2,1.9,3
"2018-19","Commerce City","Commerce City- All Schools","Teachers","Total",148.2,10.6,7
"2018-19","Commerce City","Commerce Elementary School","Teachers","Total",25,1.2,5
"2018-19","Commerce City","Commerce High School","Teachers","Total",41.2,3.2,8
"2018-19","Commerce City","Commerce Middle School","Teachers","Total",44.6,4.7,11
"2018-19","Commerce City","Commerce Primary","Teachers","Total",36.4,1.5,4
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Atlanta Heights Charter School","Teachers","High Poverty",35,24.4,70
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Atlanta Heights Charter School","Teachers","Total",35,24.4,70
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Commission Charter Schools- Atlanta Heights Charter School- All Schools","Teachers","High Poverty",35,24.4,70
"2018-19","Commission Charter Schools- Atlanta Heights Charter School","Commission Charter Schools- Atlanta Heights Charter School- All Schools","Teachers","Total",35,24.4,70
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Brookhaven Innovation Academy","Teachers","Low Poverty",34,5.8,17
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Brookhaven Innovation Academy","Teachers","Total",34,5.8,17
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Commission Charter Schools- Brookhaven Innovation Academy- All Schools","Teachers","Low Poverty",34,5.8,17
"2018-19","Commission Charter Schools- Brookhaven Innovation Academy","Commission Charter Schools- Brookhaven Innovation Academy- All Schools","Teachers","Total",34,5.8,17
"2018-19","Commission Charter Schools- CCAT School","CCAT School","Teachers","Total",17.5,6.9,40
"2018-19","Commission Charter Schools- CCAT School","Commission Charter Schools- CCAT School- All Schools","Teachers","Total",17.5,6.9,40
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Cirrus Charter Academy","Teachers","High Poverty",28,6.8,24
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Cirrus Charter Academy","Teachers","Total",28,6.8,24
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Commission Charter Schools- Cirrus Charter Academy- All Schools","Teachers","High Poverty",28,6.8,24
"2018-19","Commission Charter Schools- Cirrus Charter Academy","Commission Charter Schools- Cirrus Charter Academy- All Schools","Teachers","Total",28,6.8,24
"2018-19","Commission Charter Schools- Coweta Charter Academy","Commission Charter Schools- Coweta Charter Academy- All Schools","Teachers","Low Poverty",51,8.1,16
"2018-19","Commission Charter Schools- Coweta Charter Academy","Commission Charter Schools- Coweta Charter Academy- All Schools","Teachers","Total",51,8.1,16
"2018-19","Commission Charter Schools- Coweta Charter Academy","Coweta Charter Academy","Teachers","Low Poverty",51,8.1,16
"2018-19","Commission Charter Schools- Coweta Charter Academy","Coweta Charter Academy","Teachers","Total",51,8.1,16
"2018-19","Commission Charter Schools- Fulton Leadership Academy","Commission Charter Schools- Fulton Leadership Academy- All Schools","Teachers","Total",34,17.4,51
"2018-19","Commission Charter Schools- Fulton Leadership Academy","Fulton Leadership Academy","Teachers","Total",34,17.4,51
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Commission Charter Schools- Liberty Tech Charter Academy- All Schools","Teachers","Low Poverty",33,8.8,27
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Commission Charter Schools- Liberty Tech Charter Academy- All Schools","Teachers","Total",33,8.8,27
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Liberty Tech Charter Academy","Teachers","Low Poverty",33,8.8,27
"2018-19","Commission Charter Schools- Liberty Tech Charter Academy","Liberty Tech Charter Academy","Teachers","Total",33,8.8,27
"2018-19","Commission Charter Schools- Pataula Charter Academy","Commission Charter Schools- Pataula Charter Academy- All Schools","Teachers","Total",45,1,2
"2018-19","Commission Charter Schools- Pataula Charter Academy","Pataula Charter Academy","Teachers","Total",45,1,2
"2018-19","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy- All Schools","Teachers","Total",25.5,2.1,8
"2018-19","Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy","Southwest Georgia S.T.E.M. Charter Academy","Teachers","Total",25.5,2.1,8
"2018-19","Cook County","Cook County Middle School","Teachers","Total",54.7,5.7,10
"2018-19","Cook County","Cook County- All Schools","Teachers","High Poverty",71.5,0,0
"2018-19","Cook County","Cook County- All Schools","Teachers","Total",242.5,11.9,5
"2018-19","Cook County","Cook Elementary School","Teachers","Total",54.8,1.6,3
"2018-19","Cook County","Cook High School","Teachers","Total",66.5,4.6,7
"2018-19","Cook County","Cook Primary School","Teachers","High Poverty",66.5,0,0
"2018-19","Cook County","Cook Primary School","Teachers","Total",66.5,0,0
"2018-19","Coweta County","Arbor Springs Elementary","Teachers","Low Poverty",37,4.4,12
"2018-19","Coweta County","Arbor Springs Elementary","Teachers","Total",37,4.4,12
"2018-19","Coweta County","Arnall Middle School","Teachers","Total",85,16.4,19
"2018-19","Coweta County","Arnco-Sargent Elementary School","Teachers","Total",31,3.4,11
"2018-19","Coweta County","Atkinson Elementary School","Teachers","Total",33,3.3,10
"2018-19","Coweta County","Brooks Elementary","Teachers","Low Poverty",45,2.3,5
"2018-19","Coweta County","Brooks Elementary","Teachers","Total",45,2.3,5
"2018-19","Coweta County","Canongate Elementary School","Teachers","Low Poverty",40,2.6,7
"2018-19","Coweta County","Canongate Elementary School","Teachers","Total",40,2.6,7
"2018-19","Coweta County","Coweta County- All Schools","Teachers","Low Poverty",1304,192.6,15
"2018-19","Coweta County","Coweta County- All Schools","Teachers","Total",1899.3,243.2,13
"2018-19","Coweta County","East Coweta High School","Teachers","Low Poverty",264,39.6,15
"2018-19","Coweta County","East Coweta High School","Teachers","Total",264,39.6,15
"2018-19","Coweta County","East Coweta Middle School","Teachers","Low Poverty",65,14.7,23
"2018-19","Coweta County","East Coweta Middle School","Teachers","Total",65,14.7,23
"2018-19","Coweta County","Eastside Elementary School","Teachers","Low Poverty",38,3.1,8
"2018-19","Coweta County","Eastside Elementary School","Teachers","Total",38,3.1,8
"2018-19","Coweta County","Elm Street Elementary School","Teachers","Total",37,2.5,7
"2018-19","Coweta County","Evans Middle School","Teachers","Total",72,12.1,17
"2018-19","Coweta County","Glanton Elementary","Teachers","Total",29,1.4,5
"2018-19","Coweta County","Jefferson Parkway Elementary School","Teachers","Total",44,4.7,11
"2018-19","Coweta County","Lee Middle School","Teachers","Low Poverty",78,16.9,22
"2018-19","Coweta County","Lee Middle School","Teachers","Total",78,16.9,22
"2018-19","Coweta County","Madras Middle School","Teachers","Low Poverty",90,20.9,23
"2018-19","Coweta County","Madras Middle School","Teachers","Total",90,20.9,23
"2018-19","Coweta County","Moreland Elementary School","Teachers","Total",39,2.9,7
"2018-19","Coweta County","Newnan Crossing Elementary School","Teachers","Low Poverty",58,6.2,11
"2018-19","Coweta County","Newnan Crossing Elementary School","Teachers","Total",58,6.2,11
"2018-19","Coweta County","Newnan High School","Teachers","Low Poverty",228,23.5,10
"2018-19","Coweta County","Newnan High School","Teachers","Total",228,23.5,10
"2018-19","Coweta County","Northgate High School","Teachers","Low Poverty",171,17.1,10
"2018-19","Coweta County","Northgate High School","Teachers","Total",171,17.1,10
"2018-19","Coweta County","Northside Elementary School","Teachers","Low Poverty",30,1.9,6
"2018-19","Coweta County","Northside Elementary School","Teachers","Total",30,1.9,6
"2018-19","Coweta County","Poplar Road Elementary School","Teachers","Total",46,3.5,8
"2018-19","Coweta County","Ruth Hill Elementary School","Teachers","Total",39.3,5.4,14
"2018-19","Coweta County","Smokey Road Middle School","Teachers","Total",71,20.1,28
"2018-19","Coweta County","Thomas Crossroads Elementary School","Teachers","Low Poverty",31,2.5,8
"2018-19","Coweta County","Thomas Crossroads Elementary School","Teachers","Total",31,2.5,8
"2018-19","Coweta County","Welch Elementary School","Teachers","Total",59,4.1,7
"2018-19","Coweta County","Western Elementary School","Teachers","Total",38,1.3,3
"2018-19","Coweta County","White Oak Elementary School","Teachers","Total",48,3.5,7
"2018-19","Coweta County","Willis Road Elementary","Teachers","Low Poverty",51,3,6
"2018-19","Coweta County","Willis Road Elementary","Teachers","Total",51,3,6
"2018-19","Crawford County","Crawford County Elementary School","Teachers","Total",53,4.4,8
"2018-19","Crawford County","Crawford County High School","Teachers","Total",36,7.4,20
"2018-19","Crawford County","Crawford County Middle School","Teachers","Total",32.1,1.5,5
"2018-19","Crawford County","Crawford County- All Schools","Teachers","Total",123.6,13.3,11
"2018-19","Crisp County","Crisp County Elementary School","Teachers","Total",39,0.3,1
"2018-19","Crisp County","Crisp County High School","Teachers","Low Poverty",63.4,7.1,11
"2018-19","Crisp County","Crisp County High School","Teachers","Total",63.4,7.1,11
"2018-19","Crisp County","Crisp County Middle School","Teachers","Total",59.1,6.9,12
"2018-19","Crisp County","Crisp County Pre-K","Teachers","Total",24,0,0
"2018-19","Crisp County","Crisp County Primary School","Teachers","Total",83,5.9,7
"2018-19","Crisp County","Crisp County- All Schools","Teachers","Low Poverty",63.4,7.1,11
"2018-19","Crisp County","Crisp County- All Schools","Teachers","Total",276.6,21.2,8
"2018-19","Dade County","Dade County High School","Teachers","Total",39.5,5.4,14
"2018-19","Dade County","Dade County- All Schools","Teachers","Total",152.3,8.6,6
"2018-19","Dade County","Dade Elementary School","Teachers","Total",55,0.5,1
"2018-19","Dade County","Dade Middle School","Teachers","Total",33.3,2.4,7
"2018-19","Dade County","Davis Elementary School","Teachers","Total",24.5,0.5,2
"2018-19","Dalton Public Schools","Blue Ridge Elementary School","Teachers","High Poverty",63,1.2,2
"2018-19","Dalton Public Schools","Blue Ridge Elementary School","Teachers","Total",63,1.2,2
"2018-19","Dalton Public Schools","Brookwood Elementary School","Teachers","Total",55.6,4.9,9
"2018-19","Dalton Public Schools","City Park Elementary School","Teachers","High Poverty",69,0.9,1
"2018-19","Dalton Public Schools","City Park Elementary School","Teachers","Total",69,0.9,1
"2018-19","Dalton Public Schools","Dalton High School","Teachers","Total",116.6,10.5,9
"2018-19","Dalton Public Schools","Dalton Middle School","Teachers","Total",140,28.3,20
"2018-19","Dalton Public Schools","Dalton Public Schools- All Schools","Teachers","High Poverty",268.5,4.7,2
"2018-19","Dalton Public Schools","Dalton Public Schools- All Schools","Teachers","Total",655,52.9,8
"2018-19","Dalton Public Schools","Morris Innovative High School","Teachers","Total",35.5,5.5,15
"2018-19","Dalton Public Schools","Park Creek Elementary School","Teachers","High Poverty",63.5,1.1,2
"2018-19","Dalton Public Schools","Park Creek Elementary School","Teachers","Total",63.5,1.1,2
"2018-19","Dalton Public Schools","Roan Elementary School","Teachers","High Poverty",53.3,0.5,1
"2018-19","Dalton Public Schools","Roan Elementary School","Teachers","Total",53.3,0.5,1
