"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2019-20","671","Haralson County","ALL","All Column Values","School Administration",1265779.51,765789.41,2031568.92,4.62,4.1,5.4,4.46
"2019-20","671","Haralson County","ALL","All Column Values","Teachers and Paraprofessionals",15007301.24,7548360.13,22555661.37,51.33,45.5,59.99,49.55
"2019-20","672","Harris County","ALL","All Column Values","General Administration",430400.64,586813.49,1017214.13,1.76,1.13,1.83,1.61
"2019-20","672","Harris County","ALL","All Column Values","School Administration",1999545.52,1054563.31,3054108.83,5.27,3.39,5.49,4.84
"2019-20","672","Harris County","ALL","All Column Values","Teachers and Paraprofessionals",20446288.98,9765886.22,30212175.2,52.18,33.5,54.27,47.84
"2019-20","673","Hart County","ALL","All Column Values","General Administration",410841.79,185345.37,596187.16,1.62,1.37,1.63,1.27
"2019-20","673","Hart County","ALL","All Column Values","School Administration",1207342.74,727933.36,1935276.1,5.27,4.45,5.29,4.12
"2019-20","673","Hart County","ALL","All Column Values","Teachers and Paraprofessionals",13303871.29,6795040.91,20098912.2,54.69,46.17,54.97,42.78
"2019-20","674","Heard County","ALL","All Column Values","General Administration",647116.5,244666.11,891782.61,3.91,1.86,4.11,3.14
"2019-20","674","Heard County","ALL","All Column Values","School Administration",973455.04,416887.43,1390342.47,6.09,2.9,6.4,4.9
"2019-20","674","Heard County","ALL","All Column Values","Teachers and Paraprofessionals",8001296.2,3630294.29,11631590.49,50.94,24.3,53.56,41.02
"2019-20","675","Henry County","ALL","All Column Values","General Administration",2047606.39,927515.92,2975122.31,0.68,0.57,0.71,0.54
"2019-20","675","Henry County","ALL","All Column Values","School Administration",15154325.54,8426272.88,23580598.42,5.42,4.52,5.64,4.28
"2019-20","675","Henry County","ALL","All Column Values","Teachers and Paraprofessionals",158124369.83,82651765.9,240776135.73,55.31,46.2,57.58,43.69
"2019-20","676","Houston County","ALL","All Column Values","General Administration",1472071.47,897746.79,2369818.26,0.75,0.64,0.79,0.63
"2019-20","676","Houston County","ALL","All Column Values","School Administration",11319775.29,5831515.71,17151291,5.44,4.67,5.69,4.56
"2019-20","676","Houston County","ALL","All Column Values","Teachers and Paraprofessionals",117994309.44,57031032.06,175025341.5,55.48,47.62,58.08,46.52
"2019-20","677","Irwin County","ALL","All Column Values","General Administration",455274.94,224700.05,679974.99,3.51,3.27,3.56,3.3
"2019-20","677","Irwin County","ALL","All Column Values","School Administration",592085.33,261618.62,853703.95,4.4,4.1,4.47,4.14
"2019-20","677","Irwin County","ALL","All Column Values","Teachers and Paraprofessionals",7225661.85,3248636.75,10474298.6,54,50.31,54.82,50.84
"2019-20","678","Jackson County","ALL","All Column Values","General Administration",802746.19,565828.03,1368574.22,1.49,0.77,1.57,0.95
"2019-20","678","Jackson County","ALL","All Column Values","School Administration",2320774.44,1303935.33,3624709.77,3.94,2.03,4.17,2.51
"2019-20","678","Jackson County","ALL","All Column Values","Teachers and Paraprofessionals",32952393.02,16111746.66,49064139.68,53.31,27.43,56.46,34.01
"2019-20","679","Jasper County","ALL","All Column Values","General Administration",242768.86,180567.68,423336.54,1.54,1.4,1.69,1.3
"2019-20","679","Jasper County","ALL","All Column Values","School Administration",934613.51,435260.36,1369873.87,4.98,4.53,5.46,4.21
"2019-20","679","Jasper County","ALL","All Column Values","Teachers and Paraprofessionals",8559480.91,4264362.47,12823843.38,46.66,42.43,51.15,39.39
"2019-20","680","Jeff Davis County","ALL","All Column Values","General Administration",395008.11,260552.27,655560.38,2.2,1.91,2.29,1.99
"2019-20","680","Jeff Davis County","ALL","All Column Values","School Administration",921197.1,392533.2,1313730.3,4.4,3.84,4.59,3.98
"2019-20","680","Jeff Davis County","ALL","All Column Values","Teachers and Paraprofessionals",10633206.05,4847866.19,15481072.24,51.89,45.2,54.1,46.88
"2019-20","681","Jefferson County","ALL","All Column Values","General Administration",190944.46,108480.75,299425.21,1.06,0.91,1.11,0.82
"2019-20","681","Jefferson County","ALL","All Column Values","School Administration",971093.67,477055.85,1448149.52,5.12,4.38,5.39,3.97
"2019-20","681","Jefferson County","ALL","All Column Values","Teachers and Paraprofessionals",9753865.53,4785188.19,14539053.72,51.37,44,54.12,39.83
"2019-20","682","Jenkins County","ALL","All Column Values","General Administration",117028.56,134604.29,251632.85,1.74,1.55,1.86,1.63
"2019-20","682","Jenkins County","ALL","All Column Values","School Administration",574442.24,280103.95,854546.19,5.89,5.25,6.31,5.53
"2019-20","682","Jenkins County","ALL","All Column Values","Teachers and Paraprofessionals",5114480.7,2327784.83,7442265.53,51.33,45.75,54.92,48.2
"2019-20","683","Johnson County","ALL","All Column Values","General Administration",120000,136112.27,256112.27,2,1.79,2.13,1.95
"2019-20","683","Johnson County","ALL","All Column Values","School Administration",443932.9,311550.19,755483.09,5.91,5.28,6.29,5.75
"2019-20","683","Johnson County","ALL","All Column Values","Teachers and Paraprofessionals",4295401.51,2208228.33,6503629.84,50.87,45.47,54.15,49.51
"2019-20","684","Jones County","ALL","All Column Values","General Administration",272801.3,235932.31,508733.61,0.89,0.8,0.97,0.84
"2019-20","684","Jones County","ALL","All Column Values","School Administration",1877180.32,960947.05,2838127.37,4.99,4.48,5.41,4.67
"2019-20","684","Jones County","ALL","All Column Values","Teachers and Paraprofessionals",20117617.53,10096412.99,30214030.52,53.1,47.68,57.61,49.68
"2019-20","685","Lamar County","ALL","All Column Values","General Administration",505041.78,301190.33,806232.11,2.94,2.58,3.03,2.43
"2019-20","685","Lamar County","ALL","All Column Values","School Administration",1002214.11,545610.49,1547824.6,5.65,4.95,5.81,4.67
"2019-20","685","Lamar County","ALL","All Column Values","Teachers and Paraprofessionals",9971659.03,4866070.85,14837729.88,54.15,47.43,55.69,44.79
"2019-20","686","Lanier County","ALL","All Column Values","General Administration",138076.14,360659.83,498735.97,2.58,2.36,2.79,2.24
"2019-20","686","Lanier County","ALL","All Column Values","School Administration",686325.39,357536.03,1043861.42,5.39,4.94,5.84,4.69
"2019-20","686","Lanier County","ALL","All Column Values","Teachers and Paraprofessionals",6291584.89,3268008.81,9559593.7,49.4,45.27,53.5,42.91
"2019-20","687","Laurens County","ALL","All Column Values","General Administration",702969.06,512109.73,1215078.79,1.8,1.54,1.86,1.68
"2019-20","687","Laurens County","ALL","All Column Values","School Administration",2027416.67,1243786.29,3271202.96,4.84,4.13,5,4.52
"2019-20","687","Laurens County","ALL","All Column Values","Teachers and Paraprofessionals",24414398.36,12450713.29,36865111.65,54.51,46.59,56.32,50.97
"2019-20","688","Lee County","ALL","All Column Values","General Administration",373731.25,211254.35,584985.6,0.95,0.85,1,0.9
"2019-20","688","Lee County","ALL","All Column Values","School Administration",1718669.58,1025280.62,2743950.2,4.45,3.98,4.7,4.22
"2019-20","688","Lee County","ALL","All Column Values","Teachers and Paraprofessionals",21707732.72,11225271.59,32933004.31,53.36,47.79,56.38,50.6
"2019-20","689","Liberty County","ALL","All Column Values","General Administration",1163716.92,559161.13,1722878.05,1.61,1.37,1.6,1.4
"2019-20","689","Liberty County","ALL","All Column Values","School Administration",3479998.28,1991498.84,5471497.12,5.12,4.35,5.09,4.44
"2019-20","689","Liberty County","ALL","All Column Values","Teachers and Paraprofessionals",39838630.39,19303879.97,59142510.36,55.31,47.02,54.99,48.05
"2019-20","690","Lincoln County","ALL","All Column Values","General Administration",189992.76,122410.55,312403.31,2.32,1.98,2.34,1.99
"2019-20","690","Lincoln County","ALL","All Column Values","School Administration",459232.56,270682.36,729914.92,5.41,4.62,5.47,4.66
"2019-20","690","Lincoln County","ALL","All Column Values","Teachers and Paraprofessionals",4531198.91,2433876.95,6965075.86,51.67,44.11,52.23,44.44
"2019-20","691","Long County","ALL","All Column Values","General Administration",170478.55,251218.72,421697.27,1.17,1,1.27,1.11
"2019-20","691","Long County","ALL","All Column Values","School Administration",1150372.4,499479.42,1649851.82,4.59,3.93,4.96,4.35
"2019-20","691","Long County","ALL","All Column Values","Teachers and Paraprofessionals",12194303.52,5864769.17,18059072.69,50.3,42.97,54.24,47.58
"2019-20","692","Lowndes County","ALL","All Column Values","General Administration",686254.44,955453.15,1641707.59,1.54,1.16,1.68,1.36
"2019-20","692","Lowndes County","ALL","All Column Values","School Administration",3159002.62,1518760.77,4677763.39,4.39,3.31,4.8,3.87
"2019-20","692","Lowndes County","ALL","All Column Values","Teachers and Paraprofessionals",40249070.63,19082570.38,59331641.01,55.67,41.93,60.85,49.11
"2019-20","693","Lumpkin County","ALL","All Column Values","General Administration",323276.09,189203.89,512479.98,1.23,1.07,1.24,1.08
"2019-20","693","Lumpkin County","ALL","All Column Values","School Administration",1355068.53,828749.65,2183818.18,5.23,4.55,5.27,4.61
"2019-20","693","Lumpkin County","ALL","All Column Values","Teachers and Paraprofessionals",15404055.76,7810656.01,23214711.77,55.65,48.38,56,48.97
"2019-20","694","Macon County","ALL","All Column Values","General Administration",337876.56,204505.05,542381.61,3.39,2.96,3.48,2.93
"2019-20","694","Macon County","ALL","All Column Values","School Administration",561353.94,313444.51,874798.45,5.47,4.77,5.61,4.73
"2019-20","694","Macon County","ALL","All Column Values","Teachers and Paraprofessionals",3683830.81,2195098.26,5878929.07,36.74,32.03,37.72,31.81
"2019-20","695","Madison County","ALL","All Column Values","General Administration",458865.28,291760.53,750625.81,1.24,1.14,1.34,1.18
"2019-20","695","Madison County","ALL","All Column Values","School Administration",1786839.25,1081436.33,2868275.58,4.75,4.36,5.1,4.51
"2019-20","695","Madison County","ALL","All Column Values","Teachers and Paraprofessionals",21695759.48,11246717.28,32942476.76,54.5,50.08,58.63,51.84
"2019-20","696","Marion County","ALL","All Column Values","General Administration",223635.96,131285.19,354921.15,2.43,1.38,2.6,2.21
"2019-20","696","Marion County","ALL","All Column Values","School Administration",428641.15,242641.29,671282.44,4.59,2.61,4.93,4.19
"2019-20","696","Marion County","ALL","All Column Values","Teachers and Paraprofessionals",4727435.48,2235130.56,6962566.04,47.64,27.09,51.09,43.43
"2019-20","697","McDuffie County","ALL","All Column Values","General Administration",313584.11,178989.05,492573.16,1.21,1.04,1.34,1.13
"2019-20","697","McDuffie County","ALL","All Column Values","School Administration",1415849.07,709102.39,2124951.46,5.22,4.48,5.77,4.86
"2019-20","697","McDuffie County","ALL","All Column Values","Teachers and Paraprofessionals",14797149.44,6249044.08,21046193.52,51.69,44.35,57.15,48.16
"2019-20","698","McIntosh County","ALL","All Column Values","General Administration",236206.7,120662.15,356868.85,2.29,1.99,2.33,1.98
"2019-20","698","McIntosh County","ALL","All Column Values","School Administration",535449.02,295890.57,831339.59,5.34,4.64,5.44,4.6
"2019-20","698","McIntosh County","ALL","All Column Values","Teachers and Paraprofessionals",4521503.47,2194272.48,6715775.95,43.12,37.44,43.91,37.17
"2019-20","699","Meriwether County","ALL","All Column Values","General Administration",282279.64,213296.67,495576.31,1.49,1.33,1.7,1.51
"2019-20","699","Meriwether County","ALL","All Column Values","School Administration",1235268.98,616841.77,1852110.75,5.59,4.96,6.34,5.66
"2019-20","699","Meriwether County","ALL","All Column Values","Teachers and Paraprofessionals",9082539.3,4036352.37,13118891.67,39.57,35.14,44.93,40.1
"2019-20","700","Miller County","ALL","All Column Values","General Administration",299701.61,185390.84,485092.45,3.77,3.31,4.75,4.13
"2019-20","700","Miller County","ALL","All Column Values","School Administration",345032.43,160181.34,505213.77,3.92,3.45,4.95,4.3
"2019-20","700","Miller County","ALL","All Column Values","Teachers and Paraprofessionals",3259908.87,1668665.35,4928574.22,38.26,33.66,48.26,41.97
"2019-20","701","Mitchell County","ALL","All Column Values","General Administration",325189.2,155605.76,480794.96,2.13,1.9,2.32,1.84
"2019-20","701","Mitchell County","ALL","All Column Values","School Administration",936141.27,452438.37,1388579.64,6.14,5.5,6.71,5.33
"2019-20","701","Mitchell County","ALL","All Column Values","Teachers and Paraprofessionals",6061389.96,3022814.92,9084204.88,40.19,35.97,43.87,34.85
"2019-20","702","Monroe County","ALL","All Column Values","General Administration",672647.02,391490.57,1064137.59,2.27,1.98,2.29,1.9
"2019-20","702","Monroe County","ALL","All Column Values","School Administration",1059516.94,743487.62,1803004.56,3.85,3.35,3.89,3.22
"2019-20","702","Monroe County","ALL","All Column Values","Teachers and Paraprofessionals",17128953.47,8616970.8,25745924.27,54.91,47.87,55.48,46.03
"2019-20","703","Montgomery County","ALL","All Column Values","General Administration",90170.4,47746.04,137916.44,1.34,1.17,1.33,1.17
"2019-20","703","Montgomery County","ALL","All Column Values","School Administration",388130.62,182236.46,570367.08,5.55,4.83,5.49,4.84
"2019-20","703","Montgomery County","ALL","All Column Values","Teachers and Paraprofessionals",3281214.03,1643586.52,4924800.55,47.88,41.67,47.4,41.76
"2019-20","704","Morgan County","ALL","All Column Values","General Administration",557089.96,465937.05,1023027.01,2.78,2.3,2.78,1.82
"2019-20","704","Morgan County","ALL","All Column Values","School Administration",1073694.23,626913.96,1700608.19,4.63,3.82,4.62,3.03
"2019-20","704","Morgan County","ALL","All Column Values","Teachers and Paraprofessionals",13499370.16,7230392.29,20729762.45,56.43,46.58,56.32,36.97
"2019-20","705","Murray County","ALL","All Column Values","General Administration",417247.18,227839.67,645086.85,0.94,0.79,0.98,0.82
"2019-20","705","Murray County","ALL","All Column Values","School Administration",2096112.95,1159782.59,3255895.54,4.75,3.96,4.93,4.13
"2019-20","705","Murray County","ALL","All Column Values","Teachers and Paraprofessionals",25018993.45,12126016.51,37145009.96,54.16,45.21,56.25,47.16
"2019-20","706","Muscogee County","ALL","All Column Values","General Administration",1231092.45,1086401.51,2317493.96,0.72,0.61,0.71,0.61
"2019-20","706","Muscogee County","ALL","All Column Values","School Administration",11482421.8,6311533.12,17793954.92,5.52,4.67,5.44,4.65
"2019-20","706","Muscogee County","ALL","All Column Values","Teachers and Paraprofessionals",115589973.29,61320780.73,176910754.02,54.83,46.41,54.06,46.19
"2019-20","707","Newton County","ALL","All Column Values","General Administration",1183725.71,664479.23,1848204.94,0.9,0.79,0.91,0.79
"2019-20","707","Newton County","ALL","All Column Values","School Administration",6769389.9,3999499.27,10768889.17,5.25,4.63,5.33,4.6
"2019-20","707","Newton County","ALL","All Column Values","Teachers and Paraprofessionals",75437963.38,36679663.41,112117626.79,54.65,48.22,55.5,47.89
"2019-20","708","Oconee County","ALL","All Column Values","General Administration",635225.28,287558.86,922784.14,1.06,0.94,1.12,0.98
"2019-20","708","Oconee County","ALL","All Column Values","School Administration",2827994.44,1645893.59,4473888.03,5.16,4.55,5.43,4.76
"2019-20","708","Oconee County","ALL","All Column Values","Teachers and Paraprofessionals",34546288.08,17500998.39,52047286.47,60.06,52.92,63.19,55.36
"2019-20","709","Oglethorpe County","ALL","All Column Values","General Administration",293338.32,125827.76,419166.08,1.55,1.38,1.73,1.54
"2019-20","709","Oglethorpe County","ALL","All Column Values","School Administration",787091.97,394619.27,1181711.24,4.38,3.9,4.87,4.33
"2019-20","709","Oglethorpe County","ALL","All Column Values","Teachers and Paraprofessionals",9333290.98,4422182.4,13755473.38,50.95,45.42,56.67,50.44
"2019-20","710","Paulding County","ALL","All Column Values","General Administration",1047564.94,744026.14,1791591.08,0.58,0.52,0.59,0.54
"2019-20","710","Paulding County","ALL","All Column Values","School Administration",10258654.14,5761557.01,16020211.15,5.17,4.62,5.29,4.82
"2019-20","710","Paulding County","ALL","All Column Values","Teachers and Paraprofessionals",118466743.88,60043603.66,178510347.54,57.59,51.45,58.99,53.71
"2019-20","711","Peach County","ALL","All Column Values","General Administration",420155.16,299654.51,719809.67,1.94,1.49,2,1.38
"2019-20","711","Peach County","ALL","All Column Values","School Administration",1352326.43,665458.35,2017784.78,5.44,4.16,5.62,3.86
"2019-20","711","Peach County","ALL","All Column Values","Teachers and Paraprofessionals",13067082.91,5880146.87,18947229.78,51.09,39.11,52.74,36.26
"2019-20","712","Pickens County","ALL","All Column Values","General Administration",458087.43,255418.51,713505.94,1.38,1.18,1.42,1.01
"2019-20","712","Pickens County","ALL","All Column Values","School Administration",1440174.12,841101.05,2281275.17,4.4,3.76,4.54,3.23
"2019-20","712","Pickens County","ALL","All Column Values","Teachers and Paraprofessionals",17259351.8,9558641.13,26817992.93,51.74,44.22,53.38,38.01
"2019-20","713","Pierce County","ALL","All Column Values","General Administration",259776.87,196679.36,456456.23,1.2,1.05,1.25,1.01
"2019-20","713","Pierce County","ALL","All Column Values","School Administration",1247688.16,682169.48,1929857.64,5.07,4.43,5.28,4.26
"2019-20","713","Pierce County","ALL","All Column Values","Teachers and Paraprofessionals",13705196.18,6450133.52,20155329.7,52.99,46.22,55.15,44.54
"2019-20","714","Pike County","ALL","All Column Values","General Administration",427516.34,280692.71,708209.05,2.14,1.87,2.35,1.94
"2019-20","714","Pike County","ALL","All Column Values","School Administration",1044808.4,515190.25,1559998.65,4.71,4.12,5.17,4.27
"2019-20","714","Pike County","ALL","All Column Values","Teachers and Paraprofessionals",12552302.79,5278340.66,17830643.45,53.81,47.06,59.11,48.84
"2019-20","715","Polk County","ALL","All Column Values","General Administration",166208.34,208757.4,374965.74,0.48,0.41,0.51,0.4
"2019-20","715","Polk County","ALL","All Column Values","School Administration",2227760.84,1246770.23,3474531.07,4.42,3.83,4.7,3.74
"2019-20","715","Polk County","ALL","All Column Values","Teachers and Paraprofessionals",30786633.66,13642402.33,44429035.99,56.48,48.92,60.04,47.85
"2019-20","716","Pulaski County","ALL","All Column Values","General Administration",503145.67,205641.2,708786.87,4.82,4.25,5.36,4.66
"2019-20","716","Pulaski County","ALL","All Column Values","School Administration",574245.25,288863.55,863108.8,5.87,5.18,6.53,5.67
"2019-20","716","Pulaski County","ALL","All Column Values","Teachers and Paraprofessionals",4915803.45,2094261.34,7010064.79,47.71,42.05,53.01,46.09
"2019-20","717","Putnam County","ALL","All Column Values","General Administration",516061.04,193089.81,709150.85,1.79,1.52,2.02,1.75
"2019-20","717","Putnam County","ALL","All Column Values","School Administration",1101836.74,550219.48,1652056.22,4.16,3.53,4.71,4.07
"2019-20","717","Putnam County","ALL","All Column Values","Teachers and Paraprofessionals",13022328.46,5679060.51,18701388.97,47.14,40.01,53.27,46.04
"2019-20","718","Quitman County","ALL","All Column Values","General Administration",257235.89,140379.9,397615.79,7.69,6.68,7.67,6.43
"2019-20","718","Quitman County","ALL","All Column Values","School Administration",181858.8,86104.79,267963.59,5.18,4.5,5.17,4.33
"2019-20","718","Quitman County","ALL","All Column Values","Teachers and Paraprofessionals",1596416.78,737184.32,2333601.1,45.1,39.22,45,37.71
"2019-20","719","Rabun County","ALL","All Column Values","General Administration",482579.36,246755.67,729335.03,2.22,1.86,2.44,2.05
"2019-20","719","Rabun County","ALL","All Column Values","School Administration",1034463.19,660483.74,1694946.93,5.15,4.33,5.66,4.77
"2019-20","719","Rabun County","ALL","All Column Values","Teachers and Paraprofessionals",9982201.85,5437959.05,15420160.9,46.87,39.41,51.5,43.4
"2019-20","720","Randolph County","ALL","All Column Values","General Administration",285643.3,160908.51,446551.81,4.19,3.69,4.24,3.82
"2019-20","720","Randolph County","ALL","All Column Values","School Administration",572707.65,264163.93,836871.58,7.86,6.91,7.94,7.15
"2019-20","720","Randolph County","ALL","All Column Values","Teachers and Paraprofessionals",2583733.1,1315196.66,3898929.76,36.61,32.19,37,33.32
"2019-20","721","Richmond County","ALL","All Column Values","General Administration",3108621.95,1403996.98,4512618.93,1.43,1.2,1.46,1.12
"2019-20","721","Richmond County","ALL","All Column Values","School Administration",13344717.66,7880648.25,21225365.91,6.74,5.62,6.88,5.25
"2019-20","721","Richmond County","ALL","All Column Values","Teachers and Paraprofessionals",95704480.72,51808399.61,147512880.33,46.83,39.08,47.85,36.47
"2019-20","722","Rockdale County","ALL","All Column Values","General Administration",1297770.18,860369.9,2158140.08,1.14,0.99,1.19,1
"2019-20","722","Rockdale County","ALL","All Column Values","School Administration",5963860.42,3457896.53,9421756.95,4.97,4.3,5.19,4.39
"2019-20","722","Rockdale County","ALL","All Column Values","Teachers and Paraprofessionals",72534530.8,31769927.65,104304458.45,55.06,47.62,57.44,48.56
"2019-20","723","Schley County","ALL","All Column Values","General Administration",257291.73,157533.48,414825.21,3.13,2.86,3.34,3.06
"2019-20","723","Schley County","ALL","All Column Values","School Administration",429256.44,237081.51,666337.95,5.03,4.59,5.37,4.92
"2019-20","723","Schley County","ALL","All Column Values","Teachers and Paraprofessionals",5226893.01,2206265.06,7433158.07,56.11,51.2,59.87,54.89
"2019-20","724","Screven County","ALL","All Column Values","General Administration",376443.62,168306.28,544749.9,2.16,1.94,2.33,2.12
"2019-20","724","Screven County","ALL","All Column Values","School Administration",864269.93,443975.69,1308245.62,5.2,4.67,5.59,5.09
"2019-20","724","Screven County","ALL","All Column Values","Teachers and Paraprofessionals",8910854.59,4203168.42,13114023.01,52.1,46.81,56.02,50.98
"2019-20","725","Seminole County","ALL","All Column Values","General Administration",168970.71,81844.86,250815.57,1.45,1.26,1.6,1.39
"2019-20","725","Seminole County","ALL","All Column Values","School Administration",465571.77,247424.58,712996.35,4.11,3.57,4.56,3.96
"2019-20","725","Seminole County","ALL","All Column Values","Teachers and Paraprofessionals",5949947.84,3012812.9,8962760.74,51.65,44.88,57.34,49.79
"2019-20","726","Griffin-Spalding County","ALL","All Column Values","General Administration",1177292.87,469019.2,1646312.07,1.45,1.27,1.5,1.27
"2019-20","726","Griffin-Spalding County","ALL","All Column Values","School Administration",5014544.25,2699243.41,7713787.66,6.8,5.97,7.04,5.94
"2019-20","726","Griffin-Spalding County","ALL","All Column Values","Teachers and Paraprofessionals",37798844.31,19625306.92,57424151.23,50.59,44.42,52.43,44.2
"2019-20","727","Stephens County","ALL","All Column Values","General Administration",580168.43,545963.19,1126131.62,2.73,2.31,2.89,2.3
"2019-20","727","Stephens County","ALL","All Column Values","School Administration",1240484.33,689118.49,1929602.82,4.68,3.97,4.95,3.93
"2019-20","727","Stephens County","ALL","All Column Values","Teachers and Paraprofessionals",14978264.92,7947459.53,22925724.45,55.55,47.12,58.8,46.74
"2019-20","728","Stewart County","ALL","All Column Values","General Administration",255590.33,143593.89,399184.22,5.39,4.89,5.09,4.56
"2019-20","728","Stewart County","ALL","All Column Values","School Administration",327069.32,136016.7,463086.02,6.25,5.67,5.9,5.29
"2019-20","728","Stewart County","ALL","All Column Values","Teachers and Paraprofessionals",2367928.27,950302.01,3318230.28,44.81,40.66,42.28,37.88
"2019-20","729","Sumter County","ALL","All Column Values","General Administration",330378.81,281182.71,611561.52,1.15,0.96,1.23,0.79
"2019-20","729","Sumter County","ALL","All Column Values","School Administration",1384535.59,902225.61,2286761.2,4.31,3.58,4.61,2.97
"2019-20","729","Sumter County","ALL","All Column Values","Teachers and Paraprofessionals",15740048.9,8003873.27,23743922.17,44.79,37.14,47.84,30.85
"2019-20","730","Talbot County","ALL","All Column Values","General Administration",206580.36,121992.24,328572.6,5.05,4.4,4.56,3.13
"2019-20","730","Talbot County","ALL","All Column Values","School Administration",275894.14,143310.52,419204.66,6.44,5.61,5.82,3.99
"2019-20","730","Talbot County","ALL","All Column Values","Teachers and Paraprofessionals",2354171.96,1062788.17,3416960.13,52.52,45.72,47.41,32.53
"2019-20","731","Taliaferro County","ALL","All Column Values","General Administration",236261.84,66093.04,302354.88,6.7,6.27,6.14,5.85
"2019-20","731","Taliaferro County","ALL","All Column Values","School Administration",170472.9,75185.93,245658.83,5.44,5.1,4.99,4.75
"2019-20","731","Taliaferro County","ALL","All Column Values","Teachers and Paraprofessionals",1284976.34,681794.38,1966770.72,43.55,40.81,39.95,38.03
"2019-20","732","Tattnall County","ALL","All Column Values","General Administration",561365.07,270712.35,832077.42,2.18,1.52,2.26,2.03
"2019-20","732","Tattnall County","ALL","All Column Values","School Administration",1097321.08,600780.72,1698101.8,4.44,3.1,4.61,4.14
"2019-20","732","Tattnall County","ALL","All Column Values","Teachers and Paraprofessionals",13505709.53,6460747.96,19966457.49,52.25,36.46,54.22,48.71
"2019-20","733","Taylor County","ALL","All Column Values","General Administration",251326.68,158281.99,409608.67,2.43,1.14,2.54,2.2
"2019-20","733","Taylor County","ALL","All Column Values","School Administration",461336.6,239799.98,701136.58,4.16,1.94,4.35,3.77
"2019-20","733","Taylor County","ALL","All Column Values","Teachers and Paraprofessionals",5667912.12,2526668.75,8194580.87,48.65,22.72,50.88,44.01
"2019-20","734","Telfair County","ALL","All Column Values","General Administration",151196.47,122093.85,273290.32,1.08,0.99,1.48,1.02
"2019-20","734","Telfair County","ALL","All Column Values","School Administration",637154.32,368880.59,1006034.91,3.97,3.63,5.43,3.76
"2019-20","734","Telfair County","ALL","All Column Values","Teachers and Paraprofessionals",7023621.32,3641316.92,10664938.24,42.05,38.44,57.61,39.89
"2019-20","735","Terrell County","ALL","All Column Values","General Administration",160148,109771.93,269919.93,1.77,1.57,1.75,1.57
"2019-20","735","Terrell County","ALL","All Column Values","School Administration",616435.63,302347,918782.63,6.02,5.35,5.97,5.35
"2019-20","735","Terrell County","ALL","All Column Values","Teachers and Paraprofessionals",4880518.98,2147692.46,7028211.44,46.05,40.96,45.64,40.95
"2019-20","736","Thomas County","ALL","All Column Values","General Administration",153034.16,247622.4,400656.56,0.62,0.52,0.63,0.52
"2019-20","736","Thomas County","ALL","All Column Values","School Administration",1588304.94,1016955.41,2605260.35,4.04,3.38,4.13,3.38
"2019-20","736","Thomas County","ALL","All Column Values","Teachers and Paraprofessionals",23059740.31,12180731.1,35240471.41,54.68,45.76,55.83,45.71
"2019-20","737","Tift County","ALL","All Column Values","General Administration",276138.3,265660.37,541798.67,0.7,0.57,0.72,0.6
"2019-20","737","Tift County","ALL","All Column Values","School Administration",2909024.22,1934572.98,4843597.2,6.22,5.09,6.48,5.32
"2019-20","737","Tift County","ALL","All Column Values","Teachers and Paraprofessionals",29657484.61,15735562.47,45393047.08,58.3,47.69,60.7,49.85
"2019-20","738","Toombs County","ALL","All Column Values","General Administration",184766.96,162903.69,347670.65,1.16,0.99,1.22,0.91
"2019-20","738","Toombs County","ALL","All Column Values","School Administration",877652.15,473641.17,1351293.32,4.49,3.86,4.72,3.52
"2019-20","738","Toombs County","ALL","All Column Values","Teachers and Paraprofessionals",11222278.73,5942276.74,17164555.47,57.05,49.02,59.99,44.76
"2019-20","739","Towns County","ALL","All Column Values","General Administration",232251.24,190884.84,423136.08,2.89,2.26,2.97,2.38
"2019-20","739","Towns County","ALL","All Column Values","School Administration",478280.88,262124.09,740404.97,5.06,3.95,5.2,4.16
"2019-20","739","Towns County","ALL","All Column Values","Teachers and Paraprofessionals",5171301.94,2965248.02,8136549.96,55.61,43.39,57.09,45.72
"2019-20","740","Treutlen County","ALL","All Column Values","General Administration",398604.09,161501.23,560105.32,4.43,3.88,4.92,4.4
"2019-20","740","Treutlen County","ALL","All Column Values","School Administration",387913.68,188144.05,576057.73,4.56,3.99,5.06,4.52
"2019-20","740","Treutlen County","ALL","All Column Values","Teachers and Paraprofessionals",4641869.21,2008246.25,6650115.46,52.66,46.02,58.41,52.18
"2019-20","741","Troup County","ALL","All Column Values","General Administration",1317811.24,748624.8,2066436.04,1.61,1.4,1.61,1.32
"2019-20","741","Troup County","ALL","All Column Values","School Administration",4572387.2,2677057.41,7249444.61,5.65,4.92,5.65,4.62
"2019-20","741","Troup County","ALL","All Column Values","Teachers and Paraprofessionals",46606634.42,22669258.21,69275892.63,53.96,46.99,54.01,44.16
"2019-20","742","Turner County","ALL","All Column Values","General Administration",269104.28,119812.16,388916.44,2.61,2.33,2.7,2.42
"2019-20","742","Turner County","ALL","All Column Values","School Administration",619263.68,273134.77,892398.45,5.98,5.35,6.19,5.56
