"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2020-21","Columbia County","Lewiston Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Columbia County","Lewiston Elementary School","Teachers","Low Poverty","50.4","17.9","36"
"2020-21","Columbia County","Lewiston Elementary School","Teachers","Total","50.4","17.9","36"
"2020-21","Columbia County","Martinez Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Columbia County","Martinez Elementary School","Teachers","Total","48","24","50"
"2020-21","Columbia County","North Columbia Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Columbia County","North Columbia Elementary School","Teachers","Low Poverty","27.7","TFS","31"
"2020-21","Columbia County","North Columbia Elementary School","Teachers","Total","27.7","TFS","31"
"2020-21","Columbia County","North Harlem Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Columbia County","North Harlem Elementary School","Teachers","Total","51.3","20.3","40"
"2020-21","Columbia County","Parkway Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Columbia County","Parkway Elementary School","Teachers","Low Poverty","42.7","19.7","46"
"2020-21","Columbia County","Parkway Elementary School","Teachers","Total","42.7","19.7","46"
"2020-21","Columbia County","River Ridge Elementary","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Columbia County","River Ridge Elementary","Teachers","Low Poverty","52.2","12.4","24"
"2020-21","Columbia County","River Ridge Elementary","Teachers","Total","52.2","12.4","24"
"2020-21","Columbia County","Riverside Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Columbia County","Riverside Elementary School","Teachers","Low Poverty","46.8","16.2","35"
"2020-21","Columbia County","Riverside Elementary School","Teachers","Total","46.8","16.2","35"
"2020-21","Columbia County","Riverside Middle School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Columbia County","Riverside Middle School","Teachers","Low Poverty","42.3","12.8","30"
"2020-21","Columbia County","Riverside Middle School","Teachers","Total","42.3","12.8","30"
"2020-21","Columbia County","South Columbia Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Columbia County","South Columbia Elementary School","Teachers","Total","34.9","14.3","41"
"2020-21","Columbia County","Stallings Island Middle School","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Columbia County","Stallings Island Middle School","Teachers","Low Poverty","43.1","TFS","22"
"2020-21","Columbia County","Stallings Island Middle School","Teachers","Total","43.1","TFS","22"
"2020-21","Columbia County","Stevens Creek Elementary School","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Columbia County","Stevens Creek Elementary School","Teachers","Low Poverty","51","14","27"
"2020-21","Columbia County","Stevens Creek Elementary School","Teachers","Total","51","14","27"
"2020-21","Columbia County","Westmont Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Columbia County","Westmont Elementary School","Teachers","Total","34.6","14","40"
"2020-21","Commerce City","Commerce City- All Schools","Leaders","Low Poverty","TFS","TFS","60"
"2020-21","Commerce City","Commerce City- All Schools","Leaders","Total","TFS","TFS","49"
"2020-21","Commerce City","Commerce City- All Schools","Teachers","Low Poverty","36.4","11.3","31"
"2020-21","Commerce City","Commerce City- All Schools","Teachers","Total","114","44.4","39"
"2020-21","Commerce City","Commerce Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Commerce City","Commerce Elementary School","Teachers","Total","16.6","TFS","50"
"2020-21","Commerce City","Commerce High School","Leaders","Low Poverty","TFS","TFS","60"
"2020-21","Commerce City","Commerce High School","Teachers","Low Poverty","35.4","12.8","36"
"2020-21","Commerce City","Commerce High School","Teachers","Total","35.4","12.8","36"
"2020-21","Commerce City","Commerce Middle School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Commerce City","Commerce Middle School","Teachers","Total","31.3","17.3","55"
"2020-21","Commerce City","Commerce Primary","Leaders","Not Applicable","TFS","TFS","67"
"2020-21","Commerce City","Commerce Primary","Teachers","Total","30.7","12.1","39"
"2020-21","Cook County","Cook County Middle School","Leaders","Not Applicable","TFS","TFS","66"
"2020-21","Cook County","Cook County Middle School","Teachers","Total","52.9","25.4","48"
"2020-21","Cook County","Cook County- All Schools","Leaders","Total","12.4","TFS","49"
"2020-21","Cook County","Cook County- All Schools","Teachers","Total","219.6","70.6","32"
"2020-21","Cook County","Cook Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Cook County","Cook Elementary School","Teachers","Total","49.7","20","40"
"2020-21","Cook County","Cook High School","Leaders","Not Applicable","TFS","TFS","42"
"2020-21","Cook County","Cook High School","Teachers","Total","58.1","22.6","39"
"2020-21","Cook County","Cook Primary School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Cook County","Cook Primary School","Teachers","Total","58.9","14","24"
"2020-21","Coweta County","Arbor Springs Elementary","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Coweta County","Arbor Springs Elementary","Teachers","Low Poverty","33","14","42"
"2020-21","Coweta County","Arbor Springs Elementary","Teachers","Total","33","14","42"
"2020-21","Coweta County","Arnall Middle School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Coweta County","Arnall Middle School","Teachers","Total","60","26","43"
"2020-21","Coweta County","Arnco-Sargent Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","Arnco-Sargent Elementary School","Teachers","Total","30","TFS","23"
"2020-21","Coweta County","Atkinson Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","Atkinson Elementary School","Teachers","Total","30","10","33"
"2020-21","Coweta County","Brooks Elementary","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Coweta County","Brooks Elementary","Teachers","Low Poverty","46","11","24"
"2020-21","Coweta County","Brooks Elementary","Teachers","Total","46","11","24"
"2020-21","Coweta County","Canongate Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Coweta County","Canongate Elementary School","Teachers","Low Poverty","41","11","27"
"2020-21","Coweta County","Canongate Elementary School","Teachers","Total","41","11","27"
"2020-21","Coweta County","Coweta County- All Schools","Leaders","Low Poverty","53.8","16.3","30"
"2020-21","Coweta County","Coweta County- All Schools","Leaders","Total","83.8","19.3","23"
"2020-21","Coweta County","Coweta County- All Schools","Teachers","Low Poverty","948.1","210.1","22"
"2020-21","Coweta County","Coweta County- All Schools","Teachers","Total","1434.1","341.1","24"
"2020-21","Coweta County","East Coweta High School","Leaders","Low Poverty","TFS","TFS","44"
"2020-21","Coweta County","East Coweta High School","Teachers","Low Poverty","168.8","39","23"
"2020-21","Coweta County","East Coweta High School","Teachers","Total","168.8","39","23"
"2020-21","Coweta County","East Coweta Middle School","Leaders","Low Poverty","TFS","TFS","25"
"2020-21","Coweta County","East Coweta Middle School","Teachers","Low Poverty","43.5","14.5","33"
"2020-21","Coweta County","East Coweta Middle School","Teachers","Total","43.5","14.5","33"
"2020-21","Coweta County","Eastside Elementary School","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Coweta County","Eastside Elementary School","Teachers","Low Poverty","34","TFS","26"
"2020-21","Coweta County","Eastside Elementary School","Teachers","Total","34","TFS","26"
"2020-21","Coweta County","Elm Street Elementary School","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Coweta County","Elm Street Elementary School","Teachers","Low Poverty","32","TFS","22"
"2020-21","Coweta County","Elm Street Elementary School","Teachers","Total","32","TFS","22"
"2020-21","Coweta County","Evans Middle School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Coweta County","Evans Middle School","Teachers","Total","54","22","41"
"2020-21","Coweta County","Glanton Elementary","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","Glanton Elementary","Teachers","Total","24","TFS","21"
"2020-21","Coweta County","Jefferson Parkway Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","Jefferson Parkway Elementary School","Teachers","Total","40","TFS","13"
"2020-21","Coweta County","Lee Middle School","Leaders","Low Poverty","TFS","TFS","33"
"2020-21","Coweta County","Lee Middle School","Teachers","Low Poverty","52.2","15.2","29"
"2020-21","Coweta County","Lee Middle School","Teachers","Total","52.2","15.2","29"
"2020-21","Coweta County","Madras Middle School","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Coweta County","Madras Middle School","Teachers","Low Poverty","65","29","45"
"2020-21","Coweta County","Madras Middle School","Teachers","Total","65","29","45"
"2020-21","Coweta County","Moreland Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Coweta County","Moreland Elementary School","Teachers","Low Poverty","33.6","TFS","14"
"2020-21","Coweta County","Moreland Elementary School","Teachers","Total","33.6","TFS","14"
"2020-21","Coweta County","Newnan Crossing Elementary School","Leaders","Low Poverty","TFS","TFS","14"
"2020-21","Coweta County","Newnan Crossing Elementary School","Teachers","Low Poverty","56","10","18"
"2020-21","Coweta County","Newnan Crossing Elementary School","Teachers","Total","56","10","18"
"2020-21","Coweta County","Newnan High School","Leaders","Low Poverty","TFS","TFS","23"
"2020-21","Coweta County","Newnan High School","Teachers","Low Poverty","132","50","38"
"2020-21","Coweta County","Newnan High School","Teachers","Total","132","50","38"
"2020-21","Coweta County","Northgate High School","Leaders","Low Poverty","TFS","TFS","35"
"2020-21","Coweta County","Northgate High School","Teachers","Low Poverty","100","21","21"
"2020-21","Coweta County","Northgate High School","Teachers","Total","100","21","21"
"2020-21","Coweta County","Northside Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Coweta County","Northside Elementary School","Teachers","Low Poverty","29","TFS","28"
"2020-21","Coweta County","Northside Elementary School","Teachers","Total","29","TFS","28"
"2020-21","Coweta County","Poplar Road Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","Poplar Road Elementary School","Teachers","Total","46","22","48"
"2020-21","Coweta County","Ruth Hill Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","Ruth Hill Elementary School","Teachers","Total","33","11","33"
"2020-21","Coweta County","Smokey Road Middle School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","Smokey Road Middle School","Teachers","Total","40","15","38"
"2020-21","Coweta County","Thomas Crossroads Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Coweta County","Thomas Crossroads Elementary School","Teachers","Low Poverty","30","11","37"
"2020-21","Coweta County","Thomas Crossroads Elementary School","Teachers","Total","30","11","37"
"2020-21","Coweta County","Welch Elementary School","Leaders","Not Applicable","TFS","TFS","43"
"2020-21","Coweta County","Welch Elementary School","Teachers","Total","57","21","37"
"2020-21","Coweta County","Western Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","Western Elementary School","Teachers","Total","31","TFS","19"
"2020-21","Coweta County","White Oak Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Coweta County","White Oak Elementary School","Teachers","Total","44","12","27"
"2020-21","Coweta County","Willis Road Elementary","Leaders","Low Poverty","TFS","TFS","33"
"2020-21","Coweta County","Willis Road Elementary","Teachers","Low Poverty","49","12","24"
"2020-21","Coweta County","Willis Road Elementary","Teachers","Total","49","12","24"
"2020-21","Crawford County","Crawford County Elementary School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","Crawford County","Crawford County Elementary School","Teachers","Total","46","17","37"
"2020-21","Crawford County","Crawford County High School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Crawford County","Crawford County High School","Teachers","Total","34","19","56"
"2020-21","Crawford County","Crawford County Middle School","Leaders","Not Applicable","TFS","TFS","47"
"2020-21","Crawford County","Crawford County Middle School","Teachers","Total","27.5","12","44"
"2020-21","Crawford County","Crawford County- All Schools","Leaders","Total","TFS","TFS","28"
"2020-21","Crawford County","Crawford County- All Schools","Teachers","Total","107.5","43","40"
"2020-21","Crisp County","Crisp County Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Crisp County","Crisp County Elementary School","Teachers","High Poverty","38","16","42"
"2020-21","Crisp County","Crisp County Elementary School","Teachers","Total","38","16","42"
"2020-21","Crisp County","Crisp County High School","Leaders","High Poverty","TFS","TFS","71"
"2020-21","Crisp County","Crisp County High School","Teachers","High Poverty","57.7","28.5","49"
"2020-21","Crisp County","Crisp County High School","Teachers","Total","57.7","28.5","49"
"2020-21","Crisp County","Crisp County Middle School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","Crisp County","Crisp County Middle School","Teachers","High Poverty","55.5","12.5","23"
"2020-21","Crisp County","Crisp County Middle School","Teachers","Total","55.5","12.5","23"
"2020-21","Crisp County","Crisp County Pre-K","Leaders","Low Poverty","TFS","TFS","100"
"2020-21","Crisp County","Crisp County Pre-K","Teachers","Total","13","TFS","62"
"2020-21","Crisp County","Crisp County Primary School","Leaders","High Poverty","TFS","TFS","33"
"2020-21","Crisp County","Crisp County Primary School","Teachers","High Poverty","71","23","32"
"2020-21","Crisp County","Crisp County Primary School","Teachers","Total","71","23","32"
"2020-21","Crisp County","Crisp County- All Schools","Leaders","High Poverty","12.5","TFS","28"
"2020-21","Crisp County","Crisp County- All Schools","Leaders","Low Poverty","TFS","TFS","100"
"2020-21","Crisp County","Crisp County- All Schools","Leaders","Total","14","TFS","32"
"2020-21","Crisp County","Crisp County- All Schools","Teachers","High Poverty","222.2","72","32"
"2020-21","Crisp County","Crisp County- All Schools","Teachers","Total","235.2","80","34"
"2020-21","Dade County","Dade County High School","Leaders","Not Applicable","TFS","TFS","29"
"2020-21","Dade County","Dade County High School","Teachers","Total","41.2","22.1","54"
"2020-21","Dade County","Dade County- All Schools","Leaders","Total","TFS","TFS","36"
"2020-21","Dade County","Dade County- All Schools","Teachers","Total","144.4","42.2","29"
"2020-21","Dade County","Dade Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Dade County","Dade Elementary School","Teachers","Total","52.1","12.1","23"
"2020-21","Dade County","Dade Middle School","Leaders","Not Applicable","TFS","TFS","100"
"2020-21","Dade County","Dade Middle School","Teachers","Total","33.5","16.8","50"
"2020-21","Dade County","Davis Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Dade County","Davis Elementary School","Teachers","Total","17.6","TFS","TFS"
"2020-21","Dalton Public Schools","Blue Ridge Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Dalton Public Schools","Blue Ridge Elementary School","Teachers","Total","55.3","27.3","49"
"2020-21","Dalton Public Schools","Brookwood Elementary School","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","Dalton Public Schools","Brookwood Elementary School","Teachers","Low Poverty","53","23","43"
"2020-21","Dalton Public Schools","Brookwood Elementary School","Teachers","Total","53","23","43"
"2020-21","Dalton Public Schools","City Park Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Dalton Public Schools","City Park Elementary School","Teachers","Total","62","28","45"
"2020-21","Dalton Public Schools","Dalton High School","Leaders","Low Poverty","TFS","TFS","55"
"2020-21","Dalton Public Schools","Dalton High School","Teachers","Low Poverty","115.2","28.6","25"
"2020-21","Dalton Public Schools","Dalton High School","Teachers","Total","115.2","28.6","25"
"2020-21","Dalton Public Schools","Dalton Middle School","Leaders","Not Applicable","TFS","TFS","59"
"2020-21","Dalton Public Schools","Dalton Middle School","Teachers","Total","123.3","47.1","38"
"2020-21","Dalton Public Schools","Dalton Public Schools- All Schools","Leaders","Low Poverty","TFS","TFS","53"
"2020-21","Dalton Public Schools","Dalton Public Schools- All Schools","Leaders","Total","23.6","TFS","40"
"2020-21","Dalton Public Schools","Dalton Public Schools- All Schools","Teachers","Low Poverty","174.9","47.4","27"
"2020-21","Dalton Public Schools","Dalton Public Schools- All Schools","Teachers","Total","578.8","177.5","31"
"2020-21","Dalton Public Schools","Morris Innovative High School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Dalton Public Schools","Morris Innovative High School","Teachers","Total","28.5","TFS","30"
"2020-21","Dalton Public Schools","Park Creek Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Dalton Public Schools","Park Creek Elementary School","Teachers","Total","53.5","15.8","30"
"2020-21","Dalton Public Schools","Roan Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Dalton Public Schools","Roan Elementary School","Teachers","Total","42.5","13","31"
"2020-21","Dalton Public Schools","Westwood Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Dalton Public Schools","Westwood Elementary School","Teachers","Total","45.5","12","26"
"2020-21","Dawson County","Black's Mill Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Dawson County","Black's Mill Elementary School","Teachers","Low Poverty","28.1","TFS","32"
"2020-21","Dawson County","Black's Mill Elementary School","Teachers","Total","28.1","TFS","32"
"2020-21","Dawson County","Dawson County High School","Leaders","Low Poverty","TFS","TFS","100"
"2020-21","Dawson County","Dawson County High School","Teachers","Low Poverty","52.2","16","31"
"2020-21","Dawson County","Dawson County High School","Teachers","Total","52.2","16","31"
"2020-21","Dawson County","Dawson County Junior High","Leaders","Low Poverty","TFS","TFS","71"
"2020-21","Dawson County","Dawson County Junior High","Teachers","Low Poverty","33.5","14.5","43"
"2020-21","Dawson County","Dawson County Junior High","Teachers","Total","33.5","14.5","43"
"2020-21","Dawson County","Dawson County Middle School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","Dawson County","Dawson County Middle School","Teachers","Low Poverty","35.8","17.5","49"
"2020-21","Dawson County","Dawson County Middle School","Teachers","Total","35.8","17.5","49"
"2020-21","Dawson County","Dawson County- All Schools","Leaders","Low Poverty","10.4","TFS","52"
"2020-21","Dawson County","Dawson County- All Schools","Leaders","Total","16.4","TFS","39"
"2020-21","Dawson County","Dawson County- All Schools","Teachers","Low Poverty","188.1","54.6","29"
"2020-21","Dawson County","Dawson County- All Schools","Teachers","Total","240.1","65.6","27"
"2020-21","Dawson County","Kilough Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Dawson County","Kilough Elementary School","Teachers","Total","27.5","TFS","31"
"2020-21","Dawson County","Riverview Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","Dawson County","Riverview Elementary School","Teachers","Total","29.4","TFS","27"
"2020-21","Dawson County","Robinson Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","Dawson County","Robinson Elementary School","Teachers","Low Poverty","33.5","11","33"
"2020-21","Dawson County","Robinson Elementary School","Teachers","Total","33.5","11","33"
"2020-21","DeKalb County","Allgood Elementary School","Leaders","High Poverty","TFS","TFS","50"
"2020-21","DeKalb County","Allgood Elementary School","Teachers","High Poverty","39.5","12.5","32"
"2020-21","DeKalb County","Allgood Elementary School","Teachers","Total","39.5","12.5","32"
"2020-21","DeKalb County","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","DeKalb County","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Teachers","Total","81","23","28"
"2020-21","DeKalb County","Ashford Park Elementary School","Leaders","Low Poverty","TFS","TFS","67"
"2020-21","DeKalb County","Ashford Park Elementary School","Teachers","Low Poverty","51.7","21","41"
"2020-21","DeKalb County","Ashford Park Elementary School","Teachers","Total","51.7","21","41"
"2020-21","DeKalb County","Austin Elementary School","Leaders","Low Poverty","TFS","TFS","40"
"2020-21","DeKalb County","Austin Elementary School","Teachers","Low Poverty","52.7","17.5","33"
"2020-21","DeKalb County","Austin Elementary School","Teachers","Total","52.7","17.5","33"
"2020-21","DeKalb County","Avondale Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Avondale Elementary School","Teachers","High Poverty","32.5","11.5","35"
"2020-21","DeKalb County","Avondale Elementary School","Teachers","Total","32.5","11.5","35"
"2020-21","DeKalb County","Barack H. Obama Elementary Magnet School of Technology","Leaders","High Poverty","TFS","TFS","25"
"2020-21","DeKalb County","Barack H. Obama Elementary Magnet School of Technology","Teachers","High Poverty","58.7","22.5","38"
"2020-21","DeKalb County","Barack H. Obama Elementary Magnet School of Technology","Teachers","Total","58.7","22.5","38"
"2020-21","DeKalb County","Bob Mathis Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Bob Mathis Elementary School","Teachers","High Poverty","34.3","TFS","20"
"2020-21","DeKalb County","Bob Mathis Elementary School","Teachers","Total","34.3","TFS","20"
"2020-21","DeKalb County","Briar Vista Elementary School","Leaders","Low Poverty","TFS","TFS","50"
"2020-21","DeKalb County","Briar Vista Elementary School","Teachers","Low Poverty","39.5","19","48"
"2020-21","DeKalb County","Briar Vista Elementary School","Teachers","Total","39.5","19","48"
"2020-21","DeKalb County","Briarlake Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Briarlake Elementary School","Teachers","Low Poverty","38.5","20.5","53"
"2020-21","DeKalb County","Briarlake Elementary School","Teachers","Total","38.5","20.5","53"
"2020-21","DeKalb County","Brockett Elementary School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","DeKalb County","Brockett Elementary School","Teachers","Total","34","13","38"
"2020-21","DeKalb County","Browns Mill Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Browns Mill Elementary School","Teachers","High Poverty","34.1","TFS","21"
"2020-21","DeKalb County","Browns Mill Elementary School","Teachers","Total","34.1","TFS","21"
"2020-21","DeKalb County","Canby Lane Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Canby Lane Elementary School","Teachers","High Poverty","37.5","17","45"
"2020-21","DeKalb County","Canby Lane Elementary School","Teachers","Total","37.5","17","45"
"2020-21","DeKalb County","Cary Reynolds Elementary School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","DeKalb County","Cary Reynolds Elementary School","Teachers","Total","47.8","17","36"
"2020-21","DeKalb County","Cedar Grove Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Cedar Grove Elementary School","Teachers","High Poverty","40.3","15","37"
"2020-21","DeKalb County","Cedar Grove Elementary School","Teachers","Total","40.3","15","37"
"2020-21","DeKalb County","Cedar Grove High School","Leaders","High Poverty","TFS","TFS","50"
"2020-21","DeKalb County","Cedar Grove High School","Teachers","High Poverty","73.5","33","45"
"2020-21","DeKalb County","Cedar Grove High School","Teachers","Total","73.5","33","45"
"2020-21","DeKalb County","Cedar Grove Middle School","Leaders","High Poverty","TFS","TFS","25"
"2020-21","DeKalb County","Cedar Grove Middle School","Teachers","High Poverty","56","37.5","67"
"2020-21","DeKalb County","Cedar Grove Middle School","Teachers","Total","56","37.5","67"
"2020-21","DeKalb County","Chamblee Charter High School","Leaders","Low Poverty","TFS","TFS","33"
"2020-21","DeKalb County","Chamblee Charter High School","Teachers","Low Poverty","109","39","36"
"2020-21","DeKalb County","Chamblee Charter High School","Teachers","Total","109","39","36"
"2020-21","DeKalb County","Chamblee Middle School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Chamblee Middle School","Teachers","Low Poverty","68","31","46"
"2020-21","DeKalb County","Chamblee Middle School","Teachers","Total","68","31","46"
"2020-21","DeKalb County","Chapel Hill Elementary School","Leaders","High Poverty","TFS","TFS","50"
"2020-21","DeKalb County","Chapel Hill Elementary School","Teachers","High Poverty","40.3","12","30"
"2020-21","DeKalb County","Chapel Hill Elementary School","Teachers","Total","40.3","12","30"
"2020-21","DeKalb County","Chapel Hill Middle School","Leaders","Not Applicable","TFS","TFS","50"
"2020-21","DeKalb County","Chapel Hill Middle School","Teachers","Total","54.5","26","48"
"2020-21","DeKalb County","Chesnut Elementary School","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Chesnut Elementary School","Teachers","Low Poverty","36","15","42"
"2020-21","DeKalb County","Chesnut Elementary School","Teachers","Total","36","15","42"
"2020-21","DeKalb County","Clarkston High School","Leaders","High Poverty","TFS","TFS","20"
"2020-21","DeKalb County","Clarkston High School","Teachers","High Poverty","107","34","32"
"2020-21","DeKalb County","Clarkston High School","Teachers","Total","107","34","32"
"2020-21","DeKalb County","Columbia Elementary School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Columbia Elementary School","Teachers","High Poverty","38.7","12","31"
"2020-21","DeKalb County","Columbia Elementary School","Teachers","Total","38.7","12","31"
"2020-21","DeKalb County","Columbia High School","Leaders","High Poverty","TFS","TFS","25"
"2020-21","DeKalb County","Columbia High School","Teachers","High Poverty","64.4","28","43"
"2020-21","DeKalb County","Columbia High School","Teachers","Total","64.4","28","43"
"2020-21","DeKalb County","Columbia Middle School","Leaders","High Poverty","TFS","TFS","50"
"2020-21","DeKalb County","Columbia Middle School","Teachers","High Poverty","56.5","46","81"
"2020-21","DeKalb County","Columbia Middle School","Teachers","Total","56.5","46","81"
"2020-21","DeKalb County","Coralwood Education Center","Leaders","Low Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","Coralwood Education Center","Teachers","Low Poverty","26","TFS","35"
"2020-21","DeKalb County","Coralwood Education Center","Teachers","Total","26","TFS","35"
"2020-21","DeKalb County","Cross Keys High School","Leaders","Not Applicable","TFS","TFS","33"
"2020-21","DeKalb County","Cross Keys High School","Teachers","Total","101.5","53","52"
"2020-21","DeKalb County","DeKalb Academy of Technology and the Environment Charter School","Leaders","Not Applicable","TFS","TFS","40"
"2020-21","DeKalb County","DeKalb Academy of Technology and the Environment Charter School","Teachers","Total","39","13","33"
"2020-21","DeKalb County","DeKalb Alternative School","Leaders","High Poverty","TFS","TFS","TFS"
"2020-21","DeKalb County","DeKalb Alternative School","Teachers","High Poverty","36","13","36"
"2020-21","DeKalb County","DeKalb Alternative School","Teachers","Total","36","13","36"
"2020-21","DeKalb County","DeKalb County- All Schools","Leaders","High Poverty","165.5","39","24"
"2020-21","DeKalb County","DeKalb County- All Schools","Leaders","Low Poverty","82","24.5","30"
"2020-21","DeKalb County","DeKalb County- All Schools","Leaders","Total","401","103","26"
"2020-21","DeKalb County","DeKalb County- All Schools","Teachers","High Poverty","2953.3","1014.3","34"
"2020-21","DeKalb County","DeKalb County- All Schools","Teachers","Low Poverty","1518.7","520","34"
"2020-21","DeKalb County","DeKalb County- All Schools","Teachers","Total","6787.9","2268.1","33"
"2020-21","DeKalb County","DeKalb Elementary School of the Arts","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","DeKalb County","DeKalb Elementary School of the Arts","Teachers","Total","44.5","25","56"
"2020-21","DeKalb County","DeKalb PATH Academy Charter School","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","DeKalb County","DeKalb PATH Academy Charter School","Teachers","Total","23","11","48"
"2020-21","DeKalb County","DeKalb Preparatory Academy Charter","Leaders","Not Applicable","TFS","TFS","75"
"2020-21","DeKalb County","DeKalb Preparatory Academy Charter","Teachers","Total","23.5","15","64"
"2020-21","DeKalb County","DeKalb School of the Arts","Leaders","Low Poverty","TFS","TFS","67"
"2020-21","DeKalb County","DeKalb School of the Arts","Teachers","Low Poverty","28.9","10.4","36"
"2020-21","DeKalb County","DeKalb School of the Arts","Teachers","Total","28.9","10.4","36"
"2020-21","DeKalb County","Dekalb Early College Academy","Leaders","Not Applicable","TFS","TFS","TFS"
"2020-21","DeKalb County","Dekalb Early College Academy","Teachers","Total","20","TFS","45"
"2020-21","DeKalb County","Doraville United Elementary School","Leaders","Not Applicable","TFS","TFS","67"
"2020-21","DeKalb County","Doraville United Elementary School","Teachers","Total","65","65","98"
"2020-21","DeKalb County","Dresden Elementary School","Leaders","Not Applicable","TFS","TFS","25"
