SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,2019-20 5 year grad rate PROGRAM_TOTAL,2019-20 5 year grad rate PROGRAM_PERCENT,2019-20 5 year grad rate TOTAL_COUNT,2019-20 Attendance STUDENT_COUNT_ALL,2019-20 Attendance FIVE_OR_FEWER_PERCENT_ALL,2019-20 Attendance SIX_TO_FIFTEEN_PERCENT_ALL,2019-20 Attendance OVER_15_PERCENT_ALL,2019-20 Attendance CHRONIC_ABSENT_PERC_ALL,2019-20 Completers PROGRAM_TOTAL,2019-20_Debt Services_x,2019-20_General Administration_x,2019-20_Instruction_x,2019-20_Instructional Support_x,2019-20_Maintenance and Operations_x,2019-20_Media_x,2019-20_Pupil Services_x,2019-20_Renovation and Capital Projects_x,2019-20_School Administration_x,2019-20_School food Services_x,2019-20_Transportation_x,2019-20_Debt Services_y,2019-20_General Administration_y,2019-20_Instruction_y,2019-20_Instructional Support_y,2019-20_Maintenance and Operations_y,2019-20_Media_y,2019-20_Pupil Services_y,2019-20_Renovation and Capital Projects_y,2019-20_School Administration_y,2019-20_School food Services_y,2019-20_Transportation_y,2019-20 SAT DSTRCT_AVG_SCORE_VAL
681,Jefferson County,179,90.4,198,2374,55.1,35,10,8.9,180,0,709010.01,15945676.78,697508.7,2477236.69,551445.79,802429.61,60000,1736292.85,0,1516024.45,0,315.26,7090.12,310.14,1101.48,245.2,356.79,26.68,772.03,0,674.09,890
682,Jenkins County,58,79.45,73,1121,57.9,34.1,8,6.8,58,0,547070.08,7569820.22,775708.33,948545.75,118577.01,302669.59,0,1013497.08,13330.06,886156.71,0,510.33,7061.4,723.61,884.84,110.61,282.34,0,945.43,12.43,826.64,953
683,Johnson County,84,91.3,92,1125,56.7,34.8,8.5,8.2,85,0,525275.29,6620468.41,502948.06,1013499.91,246363.06,174301.25,26543.72,957350.47,11194.36,757475.45,0,501.22,6317.24,479.91,967.08,235.08,166.32,25.33,913.5,10.68,722.78,932
684,Jones County,341,89.27,382,5278,61.5,30.8,7.8,7.5,343,0,1013456.96,33455162.89,1906076.57,4540960.02,753711.39,1588778.87,0,3402638.23,40624.81,2848125.22,0,200.09,6605.17,376.32,896.54,148.81,313.68,0,671.79,8.02,562.31,1031
685,Lamar County,163,89.07,183,2739,60.6,33.6,5.8,6.2,164,0,1049521.59,16102181.14,929369.13,2458983.29,415754.79,670791.16,0,1563767.03,11243.91,1236553.39,0,407.74,6255.7,361.06,955.32,161.52,260.6,0,607.52,4.37,480.4,976
686,Lanier County,93,92.08,101,1758,62.9,32.3,4.8,4.4,98,0,806679.41,9948180.16,607516.75,1678024.17,290543.83,1102242.92,0,1210711.58,16328.68,784760.55,0,495.2,6106.92,372.94,1030.09,178.36,676.64,0,743.22,10.02,481.74,1015
687,Laurens County,407,91.05,447,6579,65.1,29.3,5.6,6.2,413,80687.28,2598871.48,40113880.65,1052401.27,4464669.49,1069081.11,3135518.38,96000,4221465.91,47284.04,3765749.56,12.82,412.85,6372.34,167.18,709.24,169.83,498.1,15.25,670.61,7.51,598.21,982
688,Lee County,460,92.37,498,6622,66.8,28.7,4.5,4.5,461,0,957690.76,37562216.85,1652845.6,5679992.42,1208497.04,2446403.76,0,3453392.77,56437.3,3328019.82,0,148.83,5837.17,256.85,882.67,187.8,380.17,0,536.66,8.77,517.17,1035
689,Liberty County,593,95.03,624,10828,59.8,32.5,7.7,9.2,595,0,2562222.25,65212395.26,5251260.35,8633207.72,2081847.41,4344155.3,0,7116092.16,51003.01,7175923.49,0,265.57,6759.16,544.28,894.82,215.78,450.26,0,737.57,5.29,743.77,971
690,Lincoln County,84,94.38,89,1093,57,36.1,6.9,6.7,87,0,542021.42,7834231.5,259586.67,1308262.8,263825.27,410674.78,0,943937.69,12674.01,1064612.63,0,519.68,7511.25,248.88,1254.33,252.95,393.74,0,905.02,12.15,1020.72,1005
691,Long County,216,88.89,243,4101,58.2,34.7,7,7.9,218,0,1021083.06,19941378.1,1919153.03,2259965.23,463225.8,1334177.68,0,1875743.52,30486.18,2368569.21,0,272.65,5324.8,512.46,603.46,123.69,356.26,0,500.87,8.14,632.46,960
692,Lowndes County,623,94.82,657,11284,66.6,30,3.4,4,629,0,2601046.3,63179650.67,2893920.09,7660335.55,1507156.82,3314605.02,75176.79,5309868.98,50957.03,4877817.03,0,244.83,5946.88,272.39,721.04,141.86,311.99,7.08,499.8,4.8,459.13,1051
693,Lumpkin County,238,96.75,246,4071,52.5,38.4,9.1,9.9,243,23682.77,808088.56,24865585.23,2096302.71,3504330.68,648512.55,2159290.97,0,2782516.36,144507.75,2341941.53,6.13,209.13,6435.19,542.52,906.92,167.83,558.82,0,720.11,37.4,606.09,1047
694,Macon County,82,77.36,106,1202,52.9,34.6,12.5,12.6,87,0,1196568.25,6318267.44,669854.85,1770406.94,238934.77,604147.66,0,1024540.46,13218.12,708359,0,1064.56,5621.23,595.96,1575.1,212.58,537.5,0,911.51,11.76,630.21,
695,Madison County,293,96.07,305,5142,52.6,38.2,9.2,8.7,297,0,1809422.99,34963856.1,1821220.11,3794862.36,935689.78,3415260.01,-22000,3729876.77,40051.68,2631080.83,0,369.27,7135.48,371.68,774.46,190.96,696.99,-4.49,761.2,8.17,536.96,1021
781,Marietta City,540,85.04,635,9610,65,28.5,6.5,8.3,544,0,3068455.08,68820607.79,7145484.08,7470474.18,1455484.77,6758074.04,0,7332417.57,37099.5,4840304.09,0,334.62,7504.97,779.22,814.66,158.72,736.98,0,799.61,4.05,527.84,1046
696,Marion County,110,94.83,116,1375,65.2,29.3,5.5,5.4,110,0,562349.3,6784914.36,1065974.87,1414946.42,208664.93,350728.23,60000,860531.3,4859.63,1080250.45,0,429.93,5187.24,814.97,1081.76,159.53,268.14,45.87,657.9,3.72,825.88,985
697,McDuffie County,226,83.39,271,3674,58,31.6,10.3,9.7,226,0,1191688.49,20697455.56,1538943.53,3336552.36,819757.84,1456639.65,0,2622794.78,18217.85,1997057.3,0,339.32,5893.35,438.2,950.04,233.42,414.76,0,746.81,5.19,568.64,999
698,McIntosh County,86,100,86,1378,46.6,41.8,11.6,11,88,0,694416.87,7646111.39,684666.77,2197423.52,316737.35,564941.49,0,1069443.59,64524.71,875990.25,0,548.51,6039.58,540.81,1735.72,250.19,446.24,0,844.74,50.97,691.94,942
699,Meriwether County,152,78.76,193,2557,58,33.6,8.5,9.7,156,0,1147190.68,14071217.51,756889.41,2915351.57,285363.2,1539868.57,0,2156894.13,25926.93,2086428.33,0,496.62,6091.44,327.66,1262.06,123.53,666.61,0,933.72,11.22,903.22,1053
700,Miller County,57,81.43,70,863,47.6,37.7,14.7,14.3,57,0,837111.97,5025173.71,51086.82,1204131.93,114740.18,241704.44,0,670057.89,7053.8,803373,0,1013.45,6083.75,61.85,1457.79,138.91,292.62,0,811.21,8.54,972.61,1011
701,Mitchell County,74,53.62,138,1468,83.7,14.4,1.9,1.9,70,0,670804.69,9343294.04,1940918.68,1936713.96,323540.04,684740.16,0,1472760.87,44955.82,1363517.12,0,525.3,7316.6,1519.9,1516.61,253.36,536.21,0,1153.3,35.2,1067.75,969
702,Monroe County,280,92.11,304,4158,64,30.5,5.5,5,278,0,1878367.56,28532416.73,1094591.31,4378367.41,707675.05,1631322.21,0,2444865.37,20821.39,3948546.51,0,473.5,7192.44,275.92,1103.7,178.39,411.22,0,616.3,5.25,995.35,1016
703,Montgomery County,50,86.21,58,911,61.4,32.4,6.3,6.5,50,0,332814.61,5893576.25,484887.99,791927.72,105031.81,444610.1,0,487594.78,6519.73,592059.66,0,396.21,7016.16,577.25,942.77,125.04,529.3,0,580.47,7.76,704.83,
704,Morgan County,208,93.27,223,3265,66.1,29.2,4.6,4.5,208,265473.35,1461484.65,22798574.69,1551775.13,2315120.9,541401.11,1405690.74,565841.17,2134419.38,54314.38,1991833.64,84.28,463.96,7237.64,492.63,734.96,171.87,446.25,179.63,677.59,17.24,632.33,1004
705,Murray County,427,96.39,443,7346,57.4,34.2,8.4,11.7,424,0,932591.55,41382759.35,2618871.26,5111782.41,1031096.8,2006580.45,155916.58,3927194.29,24030.62,3007647.98,0,131.72,5845.02,369.9,722,145.64,283.42,22.02,554.69,3.39,424.81,974
706,Muscogee County,1897,89.69,2115,33878,60,31.6,8.5,9.4,1905,60302.52,4944650.24,200925060.6,15130213.33,29662543.65,5417160.45,9833625.79,0,20655512.37,0,14239476.45,1.94,159.2,6468.93,487.13,955.01,174.41,316.6,0,665.02,0,458.45,1035
707,Newton County,1356,90.34,1501,20675,56,35.3,8.7,9.2,1370,0,2676906.86,123294954.2,11410307.59,16682367.37,2699456.6,8891199.7,0,13399659.9,107289.54,11389361.91,0,140.03,6449.49,596.87,872.65,141.21,465.09,0,700.93,5.61,595.77,976
708,Oconee County,595,97.86,608,8342,72.1,24.7,3.2,2.8,603,7441.66,1220690.24,56943462.64,1903579.28,6489336.92,1104612.9,2603222.56,0,5617492.38,207710.65,4189726,0.91,149.08,6954.5,232.48,792.54,134.91,317.93,0,686.06,25.37,511.69,1116
709,Oglethorpe County,135,96.43,140,2153,56.4,36,7.6,7.1,137,0,715901.64,14580215.26,1107006.77,1764307.23,389313.81,799540.34,0,1625008.85,15536.5,1479335.3,0,340.1,6926.47,525.89,838.15,184.95,379.83,0,771.98,7.38,702.77,1043
710,Paulding County,2083,91.92,2266,32432,52.1,38.9,9,8.1,2114,0,3098868.72,202338217.5,15187818.91,19204736.15,5063839.67,10795556.81,0,19716073.6,133792.08,15758308.61,0,101.4,6620.8,496.97,628.41,165.7,353.25,0,645.14,4.38,515.63,1023
711,Peach County,226,88.28,256,3892,58.1,33.6,8.3,9.2,225,0,1309853.66,21000555.33,1077924.98,3181961.22,553998.54,1575251.14,0,2471487.35,22879.61,1950565.55,0,360.15,5774.14,296.38,874.89,152.32,433.12,0,679.54,6.29,536.31,929
784,Pelham City,103,88.79,116,1438,66,29.5,4.5,5.4,104,0,505707.96,9579493.66,419323.76,1096092.21,164040.36,476566.99,0,1201518.76,12853.49,515463.33,0,368.59,6982.14,305.63,798.9,119.56,347.35,0,875.74,9.37,375.7,955
712,Pickens County,298,95.82,311,4470,55,36.6,8.3,8.6,301,0,1223001.46,31097800.76,2595340.85,4362446.87,967494.41,1759691.66,0,2699056.34,22227.93,3155613.65,0,285.75,7265.84,606.39,1019.26,226.05,411.14,0,630.62,5.19,737.29,1062
713,Pierce County,244,86.52,282,3682,68.9,28,3.1,3.9,247,0,1169823.34,22853704.95,1251082.24,2571394.12,660444.94,2119789.18,0,2382817.94,21128.55,1628542.85,0,333.57,6516.6,356.74,733.22,188.32,604.45,0,679.45,6.02,464.37,1106
714,Pike County,251,95.08,264,3441,60.7,33,6.3,6.8,258,0,947092.56,18411617.28,994177.65,2138300.23,467946.34,2269991.3,0,1900384.73,34170.07,1681638.15,0,287.7,5592.84,302,649.54,142.15,689.55,0,577.27,10.38,510.83,1009
715,Polk County,516,87.46,590,8237,55.5,33.1,11.4,10.8,517,0,1333144.6,49195612.26,1193311.39,7258280.22,1156940.45,1315959.93,0,4439094.63,48124.98,2684293.25,0,169.63,6259.78,151.84,923.56,147.21,167.45,0,564.84,6.12,341.56,1010
716,Pulaski County,92,92,100,1341,51.7,36.1,12.2,11.4,92,0,1085892.81,7345852.72,209824.67,1039412.56,188001.54,603186.31,0,1009036.23,12380.15,720339.31,0,854.36,5779.59,165.09,817.79,147.92,474.58,0,793.89,9.74,566.75,1000
717,Putnam County,171,91.94,186,3007,55.5,36.7,7.7,7.5,168,0,1272754.32,20604880.22,1233944.6,3249938.65,511160,1187632.07,0,2066170.28,14521.94,2759538.1,0,436.02,7058.88,422.73,1113.37,175.11,406.86,0,707.83,4.97,945.37,1049
718,Quitman County,19,73.08,26,316,60.8,31.3,7.9,7.6,19,750,661131.85,2303947.91,161259.59,426557.89,70877.86,153014.06,0,376697.34,8188.81,288163.15,2.62,2311.65,8055.76,563.84,1491.46,247.82,535.01,0,1317.12,28.63,1007.56,795
719,Rabun County,143,92.86,154,2287,50.7,40.5,8.8,7.6,141,0,969189.1,17045141.35,1244482.27,3765367.81,422550.01,914765.32,0.02,2126947.76,155477.01,1529434.74,0,438.94,7719.72,563.62,1705.33,191.37,414.3,0,963.29,70.42,692.68,1053
720,Randolph County,55,78.57,70,768,66.3,24.7,9,8.9,55,0,653800.2,4391524.46,756276.14,1190879.9,190501.41,366666.14,0,1028703.42,14515.89,595447.63,0,905.54,6082.44,1047.47,1649.42,263.85,507.85,0,1424.8,20.11,824.72,816
721,Richmond County,1787,78.07,2289,33955,56.2,32.6,11.2,13.7,1717,0,6572996.52,170365786.3,11944432.57,30819538.55,4181694.15,9493712.63,0,26406818.54,327721.12,14100253.25,0,222.17,5758.32,403.72,1041.69,141.34,320.89,0,892.54,11.08,476.59,960
722,Rockdale County,1142,86.12,1326,17729,60.4,31.4,8.1,9.4,1143,0,5002129.28,110510011.3,10572663.4,12675534.65,2846815.79,7494051.25,74732.39,12675810.61,105913.75,9132200.78,0,306.82,6778.51,648.51,777.5,174.62,459.67,4.58,777.51,6.5,560.15,984
785,Rome City,413,93.44,442,6691,69.1,24.4,6.5,6.6,418,0,1870261.36,43060662.22,1103242.65,6239502.41,1034511.31,3223616.09,1156954.5,4383727.92,33883.9,6640268.65,0,288.35,6639.02,170.1,962,159.5,497.01,178.38,675.88,5.22,1023.78,1029
625,Savannah-Chatham County,1998,90.16,2216,39853,58.8,32.1,9.2,10.1,2035,0,11664578.33,257613232.6,12645525.34,38927021.86,6594985.74,14890273.51,472107.15,27253271.76,149471.35,28489612.43,0,323.36,7141.44,350.55,1079.12,182.82,412.78,13.09,755.5,4.14,789.78,993
723,Schley County,86,92.47,93,1248,66.3,31.1,2.6,2.6,83,33229.08,685215.98,7831662.79,345131.21,891817.74,286309.4,397672.59,0,817035.96,4983.75,572164.11,27.13,559.36,6393.19,281.74,728.01,233.72,324.63,0,666.97,4.07,467.07,1019
724,Screven County,123,87.23,141,2362,59,32.7,8.3,8.7,125,0,727060.95,13734006.22,554025.7,1820729.23,387384.26,967863.85,0,1643272.04,16108.57,1408799.66,0,331.08,6254.1,252.29,829.11,176.4,440.74,0,748.3,7.34,641.53,1055
725,Seminole County,99,92.52,107,1365,68.9,24.9,6.2,7.1,95,0,456244.29,9031491.79,270691.08,1597756.26,454196.47,745254.53,0,909361.72,26019.25,875130.94,0,356.44,7055.85,211.48,1248.25,354.84,582.23,0,710.44,20.33,683.7,1007
786,Social Circle City,104,95.41,109,1798,58,35.5,6.5,6.7,101,2000000,991850.35,11716226.07,572690.06,1552046.76,347316.77,669166.09,0,1584414.05,75530.26,891749.81,1175.78,583.1,6887.85,336.68,912.43,204.18,393.4,0,931.46,44.4,524.25,992
727,Stephens County,235,95.53,246,4043,49,39.9,11.1,11,235,0,1392542.86,24695359.48,1186645.86,3114780.05,396849.24,1456866.31,0,2107793.87,50785.19,1779901.91,0,363.02,6437.79,309.34,811.99,103.45,379.79,0,549.48,13.24,464,1037
728,Stewart County,25,92.59,27,440,68,27.7,4.3,4.5,25,0,568346.77,3255868.72,401572.28,591949.55,107593.44,548260.13,190140.98,618002.27,0,564082.84,0,1403.33,8039.18,991.54,1461.6,265.66,1353.73,469.48,1525.93,0,1392.8,951
729,Sumter County,267,96.04,278,4371,66.5,30.2,3.3,4.2,271,0,1138566.51,25609180.66,1441848.46,3388410.4,700458.49,1440802.5,30328.02,2677875.66,0,3581296.01,0,271.48,6106.15,343.79,807.92,167.01,343.54,7.23,638.5,0,853.91,918
730,Talbot County,28,80,35,458,64,33.6,2.4,0,28,0,549053.7,3184852.49,185227.25,818351.55,110041.27,328806.31,0,537445.73,2869.86,500733.35,0,1262.19,7321.5,425.81,1881.27,252.97,755.88,0,1235.51,6.6,1151.11,
731,Taliaferro County,11,100,11,177,79.7,18.6,1.7,2.8,11,0,370140.28,2159117.76,232618.37,364419.35,91821.82,263107.68,0,261770.94,7162.76,195695.78,0,2284.82,13327.89,1435.92,2249.5,566.8,1624.12,0,1615.87,44.21,1208,
732,Tattnall County,200,90.09,222,3844,63.4,30.8,5.7,7,200,106672.43,1267856.93,21038697.33,1634576.89,2742289.45,532660.81,1350641.85,0,2048811,43322.66,2813418.78,29.24,347.55,5767.19,448.07,751.72,146.01,370.24,0,561.63,11.88,771.22,1010
733,Taylor County,94,86.24,109,1486,62.4,33.2,4.4,4.3,98,0,760107.69,9774772.81,283396.44,1451445.92,257520.24,507559.83,0,881879.11,9308.67,790505.67,0,570.65,7338.42,212.76,1089.67,193.33,381.05,0,662.07,6.99,593.47,963
734,Telfair County,118,90.08,131,1685,62.4,31.8,5.8,7.6,119,0,711548.7,10675220.54,423417.82,1339060.66,268259.88,520759.27,128815,1172404.56,16176.13,1127485.66,0,446.39,6697.13,265.63,840.06,168.29,326.7,80.81,735.51,10.15,707.33,950
735,Terrell County,87,89.69,97,1253,65.8,31.2,3,7.3,88,141479.31,651369.49,6941219.99,736888.95,2079280.51,232337.63,529932.28,0,1048530.48,11186.74,1054508.14,121.23,558.16,5947.92,631.44,1781.73,199.09,454.1,0,898.48,9.59,903.61,921
736,Thomas County,352,96.97,363,5885,58.8,33.2,8,8.5,348,0,1476832.27,36004980.61,3600700.74,5054591.69,720912.41,2576784.54,0,3135175.32,43656.09,3101455.66,0,267.4,6519.1,651.95,915.19,130.53,466.56,0,567.66,7.9,561.55,1009
745,Thomaston-Upson County,291,88.99,327,4141,61,30.7,8.4,8,303,0,1263671.64,23816749.44,1168100.93,3475853.77,481764.64,1455887,0,2862414.23,37441.17,2498385.2,0,314.35,5924.56,290.57,864.64,119.84,362.16,0,712.04,9.31,621.49,943
789,Thomasville City,145,81.46,178,2819,70.9,24.1,5,5.6,145,0,1035253.12,18117504.19,913998.36,2819500.75,419430.96,1826174.3,65841,2388979.2,41493.23,566347.5,0,395.29,6917.72,348.99,1076.56,160.15,697.28,25.14,912.17,15.84,216.25,1040
737,Tift County,522,88.32,591,8028,54.3,35.3,10.4,9.2,520,0,1061146.58,47868019.49,1681873.13,5037694.87,1319584.19,3166545.46,0,6209764.41,57883.28,2288098.53,0,138.22,6235.25,219.08,656.21,171.89,412.47,0,808.88,7.54,298.05,1002
738,Toombs County,173,95.58,181,2994,60.7,32,7.3,8.6,174,4282.07,568270.13,18065936.87,320026.32,1767230.12,509662.04,892790.73,0,1642714.72,31568.16,1292164.27,1.5,198.42,6307.94,111.74,617.05,177.95,311.73,0,573.57,11.02,451.17,922
739,Towns County,57,95,60,977,62.9,31.5,5.5,5.6,58,0,688024.86,8663244.37,51853.16,1157797.74,248727.04,1082290.02,42843.99,915422.07,14672.21,740152.19,0,736.64,9275.42,55.52,1239.61,266.3,1158.77,45.87,980.11,15.71,792.45,1033
740,Treutlen County,54,83.08,65,1096,58.7,36.3,5,6.5,52,0,691688.77,6991071.8,172138.99,788123.77,178219.04,241845.46,0,699605.75,4938.68,574053.62,0,662.54,6696.43,164.88,754.91,170.71,231.65,0,670.12,4.73,549.86,932
791,Trion City,114,100,114,1330,72.4,24.6,3,2.9,113,23190,584899.44,8455940.84,130143.71,1582419.21,248874.66,361566.26,0,1309228.02,12694.42,3491.02,17.61,444.11,6420.61,98.82,1201.53,188.97,274.54,0,994.1,9.64,2.65,1091
741,Troup County,725,86.83,835,12498,58.3,33.2,8.6,9.8,712,0,3482622.79,71888237.73,4809446.06,11260449.42,2073620.35,8080282.66,0,9000597.92,83992.8,9002553.96,0,297.1,6132.76,410.29,960.63,176.9,689.33,0,767.84,7.17,768,1013
742,Turner County,82,95.35,86,1210,49.1,38.3,12.6,10.9,84,0,813397.69,6723844.51,896440.54,1290350.65,176559.74,820253.62,0,1103987.35,9029.29,703445.75,0,721.74,5966.14,795.42,1144.94,156.66,727.82,0,979.58,8.01,624.18,946
743,Twiggs County,63,85.14,74,790,54.3,34.8,10.9,11.8,63,0,880675.17,4712209,177931.98,1337716.79,142600.54,486862.96,0,782624.32,11411.08,804855.23,0,1169.56,6257.91,236.3,1776.52,189.38,646.56,0,1039.34,15.15,1068.86,887
744,Union County,197,96.57,204,2898,49,42,8.9,8.7,197,0,1231364.92,21088098.52,887788.94,3900582.1,556318.34,1185166.67,0,2015827.09,23879.57,1333396.31,0,447.28,7660.04,322.48,1416.85,202.08,430.5,0,732.23,8.67,484.34,1064
792,Valdosta City,433,91.74,472,9307,60.1,31.8,8.1,10.6,429,0,1695265.01,47780196.05,3230070.69,8469502.23,1070305.75,3154763.13,2174708.34,5659682.17,59993.15,2841955.29,0,206.82,5828.99,394.06,1033.24,130.57,384.87,265.31,690.46,7.32,346.71,988
793,Vidalia City,167,93.82,178,2579,70.2,25.7,4.1,4.5,167,0,862077.22,13104673.21,569559.95,2174328.2,459949.67,1372489.38,0,1488959.5,46113.66,701788.53,0,354.18,5384.01,234,893.31,188.97,563.88,0,611.73,18.95,288.33,1022
746,Walker County,515,91.64,562,8921,53.4,35.7,10.9,10.9,505,0,1079091.93,62410277.03,2408332,7343625,1441699.22,4412776.56,0,6754312.27,69465.08,5271332.46,0,128.91,7455.53,287.7,877.27,172.23,527.15,0,806.87,8.3,629.71,1124
747,Walton County,897,92.86,966,14663,56.6,34.7,8.7,8.3,894,0,2703566.39,89816185.79,4671043.54,11254422.7,1904790.95,3496198.21,0,9556057.12,59133.95,7135765.53,0,196.54,6529.24,339.56,818.15,138.47,254.16,0,694.68,4.3,518.74,1030
748,Ware County,314,92.63,339,6348,63.3,29.9,6.8,7.4,314,0,910739.33,40045635.8,1885271.44,5942740.12,1251948.89,3206012.19,202930.9,4338159.97,42698.09,3205188.03,0,156.06,6861.83,323.04,1018.29,214.52,549.35,34.77,743.34,7.32,549.21,1073
749,Warren County,39,90.7,43,648,67.4,26.7,5.9,5.6,40,0,708102.34,4208967.21,362749.8,835135.05,108687.23,218367.68,0,546111.45,3909.49,617729.04,0,1166.56,6934.05,597.61,1375.84,179.06,359.75,0,899.69,6.44,1017.68,886
750,Washington County,191,90.95,210,3121,53.1,38.1,8.8,8.1,196,0,1599684.71,16868854.89,1164299.12,2773955.63,459299.69,1104386.14,0,2599330.74,17473.88,1899501.94,0,528.65,5574.64,384.77,916.71,151.78,364.97,0,859,5.77,627.73,938
751,Wayne County,328,92.92,353,5517,56.1,35.3,8.6,9.7,329,0,1585146.52,31859166.31,1868978.51,3820178.7,1048689.77,1889628.87,0,2945309.31,61237.75,2502765,0,307.86,6187.45,362.98,741.93,203.67,366.99,0,572.02,11.89,486.07,982
752,Webster County,21,91.3,23,303,66.7,32.7,0.7,5.9,21,0,457680.31,2493142.44,23704.12,347747.62,55677.45,97724.62,0,253249.92,946.95,127121.39,0,1646.33,8968.14,85.27,1250.89,200.28,351.53,0,910.97,3.41,457.27,932
753,Wheeler County,71,92.21,77,1011,64,31.4,4.6,5,70,0,1057477.2,6108584.41,104707.41,899997.88,214895.42,211041.92,0,891363.32,5716.92,689423.26,0,1108.47,6403.13,109.76,943.39,225.26,221.22,0,934.34,5.99,722.67,880
754,White County,238,95.2,250,4025,55.8,35.2,9,9.3,244,0,1332270.04,27293445.86,817398.96,2874726.7,679838.68,1241707.31,0,3141015.6,125402.45,2198917.72,0,348.12,7131.81,213.59,751.17,177.64,324.46,0,820.75,32.77,574.58,1043
755,Whitfield County,895,88.53,1011,13306,59.2,34.6,6.2,6.9,877,0,1504697.3,86054467.11,5350540.61,9111764.05,2843027.24,5328461.75,47800,10247373.61,73731.88,5605118.33,0,115.44,6602.31,410.51,699.08,218.12,408.81,3.67,786.2,5.66,430.04,1019
756,Wilcox County,82,95.35,86,1217,59.7,32.7,7.6,6.8,83,0,600949.27,6762826.88,222104.41,962987.01,116816.54,364556.44,93728.88,895499.26,28545.28,914967.47,0,517.61,5825,191.3,829.45,100.62,314,80.73,771.32,24.59,788.09,904
757,Wilkes County,83,83,100,1391,62.3,33.3,4.4,4.7,81,0,606545.58,8796257.82,481299.44,1740427.65,355811.94,893258.14,0,1096526.86,17849.19,1185552.53,0,448.96,6510.92,356.25,1288.25,263.37,661.18,0,811.64,13.21,877.54,987
758,Wilkinson County,96,94.12,102,1244,76.5,20.7,2.7,3.4,96,0,530381.05,7386148.71,574639.63,1924578.07,151673.35,378718.85,0,1397520.56,7317.36,1210905.15,0,454.48,6329.18,492.41,1649.17,129.97,324.52,0,1197.53,6.27,1037.62,971
759,Worth County,201,77.91,258,3231,53.1,37.4,9.5,11,194,0,949454.18,16383283.32,1008389.4,2237482.56,592441.28,2073685.2,0,1909308.76,31807.14,2407030.9,0,312.83,5398.12,332.25,737.23,195.2,683.26,0,629.1,10.48,793.09,973
